,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30
AccountsPayableAndOtherAccruedLiabilitiesCurrent,,,,,,,,,,,,,,43856000.000,,41169000.000,47586000.000,66604000.000,,101878000.000,129144000.000,157330000.000,,112122000.000,123705000.000
AccountsPayableCurrent,95920000.000,83514000.000,88026000.000,102449000.000,111898000.000,95380000.000,99167000.000,107960000.000,97468000.000,93193000.000,115736000.000,101319000.000,79488000.000,,72786000.000,,,,59337000.000,,,,150081000.000,,
AccountsPayableTradeCurrent,,,,,,,,,,,,,,81212000.000,,51210000.000,65763000.000,64169000.000,,125048000.000,131289000.000,134560000.000,,165792000.000,150186000.000
AccruedIncomeTaxesCurrent,,,12254000.000,14231000.000,6805000.000,3882000.000,3638000.000,758000.000,119000.000,2343000.000,,,,,,,,,,,,,,,
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,286770000.000,285964000.000,281442000.000,298121000.000,304314000.000,318755000.000,311779000.000,320521000.000,330881000.000,346587000.000,353428000.000,367223000.000,380683000.000,382770000.000,387463000.000,382482000.000,398132000.000,376294000.000,382157000.000,391918000.000,410315000.000,420907000.000,411418000.000,438005000.000,467992000.000
AccumulatedOtherComprehensiveIncomeLossCumulativeChangesInNetGainLossFromCashFlowHedgesEffectNetOfTax,,,899000.000,899000.000,2702000.000,1547000.000,-1436000.000,-1661000.000,-1661000.000,,-1926000.000,,,,-1926000.000,,,,,,,,,,
AccumulatedOtherComprehensiveIncomeLossDefinedBenefitPensionAndOtherPostretirementPlansNetOfTax,,,47258000.000,47258000.000,47258000.000,47258000.000,59193000.000,59193000.000,59193000.000,59193000.000,42084000.000,42084000.000,42084000.000,42084000.000,75422000.000,75422000.000,75422000.000,75422000.000,,,,,,,
AccumulatedOtherComprehensiveIncomeLossForeignCurrencyTranslationAdjustmentNetOfTax,,,29550000.000,39876000.000,16505000.000,23525000.000,26956000.000,17685000.000,13710000.000,23221000.000,22758000.000,24557000.000,25694000.000,-2893000.000,-21870000.000,-54954000.000,-45685000.000,-60657000.000,,,,,,,
AccumulatedOtherComprehensiveIncomeLossNetOfTax,45985000.000,16250000.000,-17618000.000,-7409000.000,-28994000.000,-23138000.000,-34510000.000,-43169000.000,-47144000.000,-37898000.000,-21252000.000,-19453000.000,-18316000.000,-46903000.000,-99218000.000,-132302000.000,-123033000.000,-138005000.000,-138568000.000,-115261000.000,-120557000.000,-116611000.000,-158530000.000,-145593000.000,-116696000.000
AdditionalPaidInCapitalCommonStock,344538000.000,346190000.000,347455000.000,349594000.000,351451000.000,353518000.000,354957000.000,357788000.000,359795000.000,361627000.000,363590000.000,367307000.000,370150000.000,372780000.000,361342000.000,354644000.000,356578000.000,347462000.000,349871000.000,352167000.000,354314000.000,358798000.000,361682000.000,364194000.000,366917000.000
