,2014-06-30,2014-09-30,2014-12-31,2015-03-31
AccountsPayableCurrent,35943000.000,28273000.000,20091000.000,96237000.000
AccountsReceivableNetCurrent,217564000.000,193352000.000,173524000.000,147592000.000
AccruedLiabilitiesAndOtherLiabilities,324349000.000,295846000.000,324630000.000,213680000.000
AccruedLiabilitiesCurrent,103306000.000,128852000.000,111099000.000,70000000.000
AccruedRoyaltiesCurrent,122566000.000,95702000.000,92866000.000,72417000.000
AccumulatedOtherComprehensiveIncomeLossNetOfTax,-9615000.000,3558000.000,44471000.000,34735000.000
AcquisitionCostsCumulative,,,1381727000.000,
AdditionalPaidInCapital,4240007000.000,4250587000.000,4268415000.000,4293514000.000
AllowanceForDoubtfulAccountsReceivable,,,4900000.000,
AssetRetirementObligation,60489000.000,59996000.000,75712000.000,69388000.000
AssetRetirementObligationCurrent,10862000.000,9789000.000,3044000.000,2250000.000
AssetRetirementObligationsNoncurrent,,,72668000.000,67138000.000
Assets,7355882000.000,6894058000.000,5608312000.000,5085141000.000
AssetsCurrent,283181000.000,235358000.000,336581000.000,465800000.000
AssetsNoncurrent,145953000.000,141457000.000,,
AssetsNoncurrentOtherThanNoncurrentInvestmentsAndPropertyPlantAndEquipment,,,157347000.000,157502000.000
BankOverdrafts,2772000.000,11641000.000,112000.000,4485000.000
BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedAssets,,,59844000.000,
BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedNet,,,57631000.000,
CapitalizedCostsAccumulatedDepreciationDepletionAmortizationAndValuationAllowanceForRelatingToOilAndGasProducingActivities,5786948000.000,6378024000.000,8016867000.000,8741895000.000
CapitalizedCostsOfUnprovedPropertiesExcludedFromAmortizationCumulative,3670066000.000,3431344000.000,2269521000.000,2070274000.000
CapitalizedCostsOilAndGasProducingActivitiesGross,,,12839490000.000,
CapitalizedCostsOilAndGasProducingActivitiesNet,6631068000.000,6231956000.000,4822623000.000,4174095000.000
CapitalizedCostsProvedProperties,8747950000.000,9178636000.000,10569969000.000,10845716000.000
CapitalizedCostsUncompletedWellsEquipmentAndFacilities,91971000.000,79621000.000,104813000.000,34722000.000
CapitalizedCostsUnprovedProperties,3578095000.000,3351723000.000,2164708000.000,2035552000.000
CashAndCashEquivalentsAtCarryingValue,13310000.000,2425000.000,23826000.000,194056000.000
CashFDICInsuredAmount,,,250000.000,
CommonStockParOrStatedValuePerShare,0.010,0.010,0.010,0.010
CommonStockSharesAuthorized,2000000000.000,2000000000.000,2000000000.000,2000000000.000
CommonStockSharesIssued,845400000.000,845400000.000,845400000.000,843500000.000
CommonStockSharesOutstanding,845400000.000,845400000.000,845400000.000,843500000.000
CommonStockValue,8290000.000,8290000.000,8290000.000,8290000.000
DeferredCompensationShareBasedArrangementsLiabilityCurrent,,2937000.000,7798000.000,
DeferredCreditsAndOtherLiabilitiesNoncurrent,71259000.000,75934000.000,99265000.000,89890000.000
DeferredFinanceCostsNoncurrentNet,113936000.000,107337000.000,100673000.000,79510000.000
DeferredIncomeTaxLiabilities,,,1464630000.000,
DeferredTaxAssetsLiabilitiesNet,,,,603500000.000
DeferredTaxAssetsLiabilitiesNetCurrent,40378000.000,16835000.000,,
DeferredTaxAssetsNet,,,699293000.000,
DeferredTaxAssetsOperatingLossCarryforwards,,,515320000.000,
DeferredTaxAssetsOther,,,14413000.000,
DeferredTaxAssetsTaxDeferredExpenseCompensationAndBenefitsShareBasedCompensationCost,,,44093000.000,
DeferredTaxAssetsTaxDeferredExpenseOther,,,33745000.000,
DeferredTaxAssetsTaxDeferredExpenseReservesAndAccrualsAccruedLiabilities,,,59402000.000,
DeferredTaxAssetsTaxDeferredExpenseReservesAndAccrualsAssetRetirementObligations,,,26991000.000,
DeferredTaxLiabilities,,,765337000.000,
DeferredTaxLiabilitiesCurrent,,,18500000.000,22510000.000
DeferredTaxLiabilitiesNoncurrent,1449706000.000,1288213000.000,746837000.000,465861000.000
DeferredTaxLiabilitiesPropertyPlantAndEquipment,,,1324142000.000,
DeferredTaxLiabilitiesUnrealizedGainsOnTradingSecurities,,,54077000.000,
DerivativeAssetFairValueGrossLiability,95533000.000,21667000.000,27436000.000,
DerivativeAssetsCurrent,,10311000.000,127743000.000,117273000.000
DerivativeAssetsLiabilitiesAtFairValueNet,-83395000.000,5413000.000,151687000.000,
DerivativeAssetsNoncurrent,38000.000,4671000.000,29734000.000,45352000.000
DerivativeFairValueOfDerivativeAsset,12138000.000,27080000.000,179123000.000,
DerivativeLiabilitiesCurrent,68369000.000,1497000.000,5790000.000,3124000.000
DerivativeLiabilitiesNoncurrent,15064000.000,8072000.000,,
DueFromAffiliateCurrent,0.000,,,
DueToAffiliateCurrent,0.000,,,
DueToRelatedPartiesCurrent,37579000.000,28085000.000,26658000.000,14075000.000
EmployeeRelatedLiabilitiesCurrent,27501000.000,38935000.000,51303000.000,27816000.000
EmployeeServiceShareBasedCompensationNonvestedAwardsTotalCompensationCostNotYetRecognized,,17600000.000,,
ExplorationCostsCumulative,,,213397000.000,
FairValueNetDerivativeAssetLiabilityMeasuredOnRecurringBasisWithUnobservableInputs,-4333000.000,1537000.000,-2086000.000,3368000.000
FutureNetCashFlowsRelatingToProvedOilAndGasReservesCashInflows,,,7821982000.000,
FutureNetCashFlowsRelatingToProvedOilAndGasReservesDevelopmentCosts,,,762655000.000,
FutureNetCashFlowsRelatingToProvedOilAndGasReservesIncomeTaxExpense,,,594284000.000,
FutureNetCashFlowsRelatingToProvedOilAndGasReservesNetCashFlows,,,3617985000.000,
FutureNetCashFlowsRelatingToProvedOilAndGasReservesProductionCosts,,,2847058000.000,
FutureNetCashFlowsRelatingToProvedOilAndGasReservesTenPercentAnnualDiscountForEstimatedTimingOfCashFlows,,,1362705000.000,
GasImbalanceAssetLiability,,,14600000.000,
GasImbalancePayableCurrentAndNoncurrent,,,,11165000.000
GuaranteeObligationsCurrentCarryingValue,10600000.000,10500000.000,14100000.000,12800000.000
InterestPayableCurrent,92205000.000,29285000.000,84153000.000,28336000.000
