,2013-06-30,2013-09-30,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AdjustmentForAmortization,,,85026.000,,,,,,,,,,,,
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue,,,,,,,122070.000,,,,,,,,
AdvertisingRevenue,420809.000,377750.000,421310.000,447181.000,448860.000,174592.000,72301.000,63785.000,73011.000,70946.000,73076.000,53976.000,49719.000,46198.000,65702.000
AllocatedShareBasedCompensationExpense,,,,25696.000,,,,,,,,,,,
AmortizationOfDebtDiscountPremium,138256.000,0.000,,,,,2604.000,,,,,,,,
AmortizationOfIntangibleAssets,56125.000,61856.000,850266.000,89107.000,84614.000,-677232.000,,,,,,717100.000,717100.000,,717100.000
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,,,318250.000,,,,921358.000,,,,552802.000,,,,477156.000
BusinessAcquisitionsProFormaNetIncomeLoss,,,,,-212970.000,,-2216751.000,,,,,,,,
BusinessAcquisitionsProFormaRevenue,,,,,7568509.000,,10229027.000,,,,,,,,
BusinessCombinationAcquisitionRelatedCosts,,,,,968839.000,,,,,,,,,,
CapitalizedComputerSoftwareAdditions,,,,,,,62587.000,,,,,,,,10692.000
CapitalizedComputerSoftwareAmortization,,,,,,,90938.000,90663.000,153984.000,153321.000,,,,,
CapitalizedComputerSoftwareAmortization1,,,,,,,,,,,108329.000,45236.000,62495.000,67095.000,75652.000
CashAndCashEquivalentsPeriodIncreaseDecrease,,,-7907386.000,,,,2015324.000,,,,-370167.000,,,,-506736.000
ComprehensiveIncomeNetOfTax,-141961.000,-267642.000,-262543.000,-488161.000,-941027.000,-1966345.000,,,,,,,,,-3101693.000
CostOfRevenue,,,,,,,1711546.000,1471760.000,1464214.000,,884745.000,803646.000,745159.000,,700646.000
CostOfServices,247005.000,235304.000,366471.000,395754.000,388084.000,1003591.000,,,,,,,,,
CostsAndExpenses,1410634.000,1438704.000,1789518.000,1824503.000,2158152.000,11469128.000,13205661.000,11723221.000,36019919.000,11597236.000,9241748.000,7792207.000,7640369.000,5139205.000,9325875.000
DeferredIncomeTaxExpenseBenefit,,,-179267.000,,,,-969626.000,,,,-458224.000,,,,-654755.000
Depreciation,4439.000,4556.000,,,,,,,,,,,,,
DepreciationAmortizationAndAccretionNet,,,90906.000,,130065.000,,934923.000,870273.000,925684.000,919867.000,867010.000,811232.000,819894.000,825575.000,835830.000
DepreciationDepletionAndAmortization,60563.000,66412.000,90907.000,93648.000,130065.000,769831.000,934923.000,870273.000,925684.000,919867.000,867010.000,811232.000,819894.000,825575.000,835830.000
DerivativeInstrumentsNotDesignatedAsHedgingInstrumentsGainLossNet,200495.000,4456.000,43809.000,-30277.000,-34547.000,12447.000,20290.000,71270.000,2224.000,5.000,,,-401000.000,,
EarningsPerShareBasicAndDiluted,-0.020,-0.040,-0.040,-0.080,-0.140,-0.200,-0.120,-0.060,-2.050,-0.340,-0.100,-0.060,-0.700,-1.120,-0.800
EarningsPerShareDilutedProFormaAdjustment,-0.020,-0.040,-0.040,-0.080,-0.140,,,,,,,,,,
EffectOfExchangeRateOnCashAndCashEquivalents,,,,,,,,,,,,,,,-112.000
EffectiveIncomeTaxRateContinuingOperations,,,,,,,,,0.111,,,,,,
EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate,,,,,,,,,,,0.241,0.145,-0.329,0.283,0.163
FiniteLivedIntangibleAssetsPeriodIncreaseDecrease,,,48313.000,,,,,,,,,,,,
GainLossOnSaleOfPropertyPlantEquipment,,-576.000,,,,,,,-32649.000,,,,,,
GeneralAndAdministrativeExpense,527048.000,529806.000,535696.000,572018.000,648218.000,4636177.000,3943681.000,3902136.000,3748138.000,4076376.000,3668417.000,2749214.000,3010862.000,1904147.000,4534502.000
GoodwillImpairmentLoss,,,,,,,,,24717157.000,,,,,,
HeldToMaturitySecuritiesUnrecognizedHoldingGains,,,,,,,803.000,,,,,,,,
HeldToMaturitySecuritiesUnrecognizedHoldingLosses,,,,,,,14906.000,,,,,,,,
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,-224087.000,-456882.000,-441810.000,-821483.000,-1558744.000,-3898147.000,-2512504.000,-1275475.000,-26681230.000,-3406848.000,-1897862.000,-942438.000,-1896833.000,-661003.000,-3703867.000
IncomeTaxExpenseBenefit,-90925.000,-185382.000,-179267.000,-333322.000,-617717.000,-1931802.000,-969626.000,-497196.000,2976217.000,410102.000,-458224.000,-136169.000,-623699.000,-71542.000,-602286.000
IncomeTaxesPaid,,,,,,,4631.000,,,,4605.000,,,,300.000
IncreaseDecreaseInAccountsPayable,,,176593.000,,,,-379765.000,,,,-152666.000,,,,-981376.000
IncreaseDecreaseInAccountsReceivable,,,-258155.000,,,,-435763.000,,,,-743108.000,,,,637117.000
IncreaseDecreaseInAccruedLiabilities,,,75076.000,,,,654838.000,,,,789639.000,,,,297457.000
IncreaseDecreaseInDeferredRevenue,,,-209699.000,,,,308195.000,,,,-882111.000,,,,-54282.000
IncreaseDecreaseInOtherOperatingLiabilities,,,,,,,,,,,-58071.000,,,,-14208.000
IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,,,252547.000,,,,-64739.000,,,,57284.000,,,,-290097.000
IncreaseDecreaseInSecurityDeposits,,,,,,,-4850.000,,,,-9439.000,,,,45379.000
InterestAndOtherIncome,9132.000,5717.000,66246.000,1010.000,27791.000,-10528.000,16058.000,7126.000,2382.000,21127.000,1132.000,-481.000,150.000,7731.000,2250.000
InterestExpense,,,,,377.000,,45631.000,29479.000,9229.000,389.000,389.000,778.000,215781.000,1350369.000,12399.000
InvestmentIncomeAmortizationOfPremium,,,,,,,42638.000,,,,,,,,
LeaseAndRentalExpense,17755.000,10739.000,25412.000,20164.000,45617.000,527358.000,375588.000,324254.000,383249.000,353811.000,309000.000,241000.000,258000.000,251749.000,272000.000
LitigationSettlementAmount,,,,,,,,,,,500000.000,,,,
LitigationSettlementAmountAwardedToOtherParty,,,,,,,,,,,,,,,1450000.000
MarketableSecuritiesRealizedGainLoss,,-7640.000,,,,,,,,,,,,,
MarketingAndAdvertisingExpense,216000.000,202000.000,162000.000,169000.000,442000.000,1442000.000,1540000.000,1212000.000,1506000.000,1871000.000,658000.000,521000.000,657000.000,858000.000,922300.000
MembershipDuesRevenueOnGoing,,,,,402397.000,,6788680.000,6754247.000,5775006.000,5644862.000,5040174.000,4259144.000,3748334.000,3207280.000,2815496.000
NetCashProvidedByUsedInFinancingActivities,,,,,,,-305110.000,,,,-165841.000,,,,2856000.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,,,,,,-305110.000,,,,-165841.000,,,,2856000.000
NetCashProvidedByUsedInInvestingActivities,,,-7560251.000,,,,2785160.000,,,,240561.000,,,,-6876.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,,-7560251.000,,,,2785160.000,,,,240561.000,,,,-6876.000
NetCashProvidedByUsedInOperatingActivities,,,-347135.000,,,,-464726.000,,-1391000.000,,-444887.000,,,,-3355748.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,,-347135.000,,,,-464726.000,,-1391000.000,,-444887.000,,,,-3355748.000
NetIncomeLoss,-133162.000,-271500.000,-262543.000,-488161.000,-941027.000,-1966345.000,-1542878.000,-778279.000,-29657447.000,-3816950.000,-1439638.000,-806269.000,-1273134.000,-589461.000,-3101581.000
NonoperatingIncomeExpense,9132.000,-1923.000,66246.000,1010.000,-941425.000,-239877.000,-29573.000,-22353.000,-6847.000,20738.000,743.000,-1259.000,-215631.000,-1194526.000,-12473.000
OperatingIncomeLoss,-433714.000,-459415.000,-551865.000,-792216.000,-582772.000,-3670717.000,-2503221.000,-1324392.000,-26676607.000,-3427591.000,-1898605.000,-941179.000,-1280202.000,533523.000,-3691394.000
OperatingLeasesRentExpenseSubleaseRentals1,9000.000,9000.000,,,,,15000.000,90000.000,90000.000,150000.000,90000.000,90000.000,93000.000,90000.000,96000.000
OtherComprehensiveIncomeLossForeignCurrencyTranslationAdjustmentTax,,,,,,,,,,,,,,,112.000
OtherComprehensiveIncomeLossReclassificationAdjustmentFromAOCIForSaleOfSecuritiesNetOfTax,,-7640.000,,,,,,,,,,,,,
OtherComprehensiveIncomeUnrealizedHoldingGainLossOnSecuritiesArisingDuringPeriodNetOfTax,-8799.000,-3782.000,,,,,,,,,,,,,
OtherCostOfServices,,,,,,,,,,,,,,,2324.000
PaymentsOfStockIssuanceCosts,,,,,,,,,,,,,,,144000.000
PaymentsToAcquireMarketableSecurities,,,7500341.000,,,,,,,,,,,,
PaymentsToAcquireProductiveAssets,,,,,1703.000,,26403.000,37751.000,,,,,,,41563.000
PaymentsToAcquirePropertyPlantAndEquipment,,,11597.000,,,,26403.000,,,,,,,,41563.000
PaymentsToDevelopSoftware,,,48313.000,,,,62587.000,,,,,,,,10692.000
ProceedsFromIssuanceOfCommonStock,,,,,,,,,,,,,,,3000000.000
ProceedsFromSaleAndMaturityOfMarketableSecurities,,,,,,,2879000.000,,,,250000.000,,,,
ProvisionForDoubtfulAccounts,,,,,,,,,,,,,,,145891.000
Revenues,976920.000,979289.000,1237653.000,1032287.000,1575380.000,7798411.000,10702440.000,10398829.000,9343312.000,8169645.000,7343143.000,6851028.000,6360167.000,5672728.000,5634481.000
SalesRevenueGoodsNet,,,,,11395.000,,235693.000,64736.000,330769.000,117450.000,86993.000,404590.000,52857.000,34026.000,46368.000
SalesRevenueNet,976920.000,979289.000,1237653.000,1032287.000,1575380.000,7798411.000,10702440.000,10398829.000,9343312.000,8169645.000,7343143.000,6851028.000,6360167.000,5672728.000,5634481.000
SalesRevenueServicesNet,556111.000,601539.000,816343.000,585106.000,712728.000,806614.000,846662.000,756039.000,830250.000,690586.000,623309.000,717360.000,954887.000,636086.000,658544.000
SellingAndMarketingExpense,576018.000,606606.000,796444.000,763083.000,991785.000,5489485.000,6615511.000,5479052.000,5132077.000,5274954.000,3821576.000,3428115.000,3064454.000,3000863.000,3254897.000
ShareBasedCompensation,,,,,,,122070.000,,,,57184.000,,,,515511.000
ValuationAllowanceDeferredTaxAssetChangeInAmount,,,,,,,,,,,,96000.000,627000.000,,
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,6318227.000,6318227.000,6316207.000,6313717.000,6721357.000,-11335207.000,12719689.000,14023916.000,14464789.000,-27289800.000,14466513.000,14466513.000,1809676.000,-28665978.000,3870386.000
