,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccountsPayableAndAccruedLiabilitiesCurrentAndNoncurrent,,,,218223000.000,,,,,,,,,,,,,,,,,,,,,
AccruedIncomeTaxes,,,,347579000.000,,,,219040000.000,,,,65052000.000,,,,,,,,,,,,,
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,455049000.000,,,,531022000.000,,,,567321000.000,,,,598000000.000,,,,611000000.000,,,,591000000.000,
AccumulatedOtherComprehensiveIncomeLossAvailableForSaleSecuritiesAdjustmentNetOfTax,,,,,,,,136972000.000,121867000.000,-103939000.000,-94792000.000,-160849000.000,-91000000.000,,,,,,,,,,,,
AccumulatedOtherComprehensiveIncomeLossCumulativeChangesInNetGainLossFromCashFlowHedgesEffectNetOfTax,,-331949000.000,-451026000.000,-457953000.000,-430230000.000,-469792000.000,-471226000.000,-452341000.000,-426238000.000,-340729000.000,-331409000.000,-298110000.000,-293000000.000,,,,,,,,,,,,
AccumulatedOtherComprehensiveIncomeLossForeignCurrencyTranslationAdjustmentNetOfTax,,,,,,,,5441000.000,5435000.000,5001000.000,5583000.000,5516000.000,5000000.000,,,,,,,,,,,,
AccumulatedOtherComprehensiveIncomeLossNetOfTax,-418897000.000,-378859000.000,-375727000.000,-386629000.000,-341617000.000,-340699000.000,-303403000.000,-309928000.000,-298936000.000,-439667000.000,-420618000.000,-453443000.000,-379000000.000,-295000000.000,-299000000.000,-249000000.000,-211000000.000,-253000000.000,-9000000.000,-99000000.000,-14000000.000,46000000.000,39000000.000,-137000000.000,-98000000.000
AdditionalPaidInCapitalCommonStock,6920812000.000,7247894000.000,7307880000.000,7306862000.000,7307207000.000,7310487000.000,7316057000.000,7319257000.000,7320491000.000,7324425000.000,7326891000.000,7328202000.000,7333000000.000,7336000000.000,7340000000.000,7350000000.000,7350000000.000,7361000000.000,7368000000.000,7356000000.000,7056000000.000,6911000000.000,6916000000.000,6921000000.000,6919000000.000
AdvancesFromFederalHomeLoanBanks,,2299655000.000,2330921000.000,2302695000.000,2301919000.000,2311096000.000,1895543000.000,831749000.000,836392000.000,1191132000.000,845971000.000,850859000.000,,,,,,,,,,,,,
AlternativeNetCapitalRequirement,,250000.000,250000.000,250000.000,250000.000,250000.000,,,,,,,,,,,,,,,,,,,
AlternativeNetCapitalRequirement1,,,,,,,250000.000,250000.000,250000.000,250000.000,250000.000,250000.000,250000.000,250000.000,250000.000,250000.000,250000.000,250000.000,250000.000,250000.000,250000.000,250000.000,250000.000,250000.000,250000.000
