,2011-12-31,2012-12-31,2013-12-31,2015-12-31,2016-12-31
AdjustmentForAmortization,,431154.000,,,
AdjustmentsToAdditionalPaidInCapitalConvertibleDebtWithConversionFeature,,,22759.000,,
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue,,,,80635.000,
AdjustmentsToAdditionalPaidInCapitalStockIssuedIssuanceCosts,,,-131090.000,,
AdvertisingExpense,,1050.000,0.000,0.000,284138.000
AmortizationOfDebtDiscountPremium,58299.000,479239.000,713429.000,1080771.000,604042.000
AmortizationOfFinancingCosts,,,,-18917.000,0.000
AmortizationOfFinancingCostsAndDiscounts,,,555468.000,13917.000,0.000
AmortizationOfIntangibleAssets,6668.000,11162.000,8889.000,1339.000,0.000
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,,,,3096077396.000,50159569.000
AssetImpairmentCharges,0.000,,332709.000,,43957.000
CashAndCashEquivalentsPeriodIncreaseDecrease,-536833.000,-46146.000,-6411.000,178829.000,-151143.000
CostOfGoodsSold,64042.000,,105331.000,474.000,0.000
CostOfServicesDirectMaterials,,72820.000,,,
DebtConversionConvertedInstrumentAmount1,234650.000,,,109812.000,
DebtConversionConvertedInstrumentSharesIssued1,,,,92051568.000,
DebtConversionConvertedInstrumentWarrantsOrOptionsIssued1,,,,,6000.000
DebtConversionOriginalDebtAmount1,,,,,193831.000
DebtInstrumentConvertibleBeneficialConversionFeature,,,,375000.000,1444950.000
DebtInstrumentConvertibleInterestExpense,,84243.000,,,
DebtInstrumentIncreaseAccruedInterest,,37044.000,,251918.000,
DebtInstrumentSinkingFundPayment,,,,1500000.000,
DebtIssuanceCosts,,,-32800.000,,
DebtorReorganizationItemsGainLossOnAssetSalesNet1,,0.000,,,
DebtorReorganizationItemsGainLossOnSettlementOfOtherClaimsNet1,,,,-3562067.000,-3108342.000
Depreciation,539720.000,472038.000,199743.000,4333.000,2947.000
DepreciationAndAmortization,546388.000,483200.000,208632.000,5672.000,2947.000
DerivativeGainLossOnDerivativeNet,,2228538.000,1874560.000,7887025.000,-2244353.000
EarningsPerShareBasic,-0.040,-0.110,-0.030,,
EarningsPerShareBasicAndDiluted,,,,0.003,-0.460
EntityWideRevenueMajorCustomerPercentage,,0.727,,,
GainLossOnDispositionOfAssets1,,,0.000,,
GainLossOnSaleOfOtherAssets,0.000,,,,
GainLossOnSaleOfPropertyPlantEquipment,-25000.000,,,,
GainsLossesOnExtinguishmentOfDebt,0.000,-48469.000,-97816.000,3562067.000,3108342.000
GainsLossesOnRestructuringOfDebt,,,,,1456113.000
GeneralAndAdministrativeExpense,564655.000,1118927.000,1218760.000,944653.000,432470.000
GoodwillAndIntangibleAssetImpairment,,16661.000,,,35482.000
ImpairedAssetsToBeDisposedOfByMethodOtherThanSaleAmountOfImpairmentLoss,,16661.000,,,
ImpairmentOfIntangibleAssetsFinitelived,,,332709.000,,
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,-2749616.000,-8586264.000,-3470813.000,6232686.000,-9854895.000
IncomeTaxExpenseBenefit,0.000,0.000,0.000,,0.000
IncomeTaxReconciliationChangeInDeferredTaxAssetsValuationAllowance,,840400.000,733800.000,851000.000,846900.000
IncomeTaxReconciliationForeignIncomeTaxRateDifferential,,,,2119100.000,-3350700.000
IncomeTaxReconciliationNondeductibleExpenseDepreciation,,99200.000,12300.000,-41500.000,-25300.000
IncomeTaxReconciliationNondeductibleExpenseImpairmentLosses,,,113100.000,,
IncomeTaxReconciliationNondeductibleExpenseMealsAndEntertainment,,3300.000,2700.000,1600.000,1600.000
IncomeTaxReconciliationNondeductibleExpenseOther,,,,-3112100.000,-90600.000
IncomeTaxReconciliationNondeductibleExpenseShareBasedCompensationCost,,557000.000,215600.000,113900.000,341300.000
IncomeTaxReconciliationOtherAdjustments,,1032400.000,-67100.000,,
IncomeTaxesPaid,0.000,0.000,0.000,,0.000
IncreaseDecreaseInAccountsAndOtherReceivables,,,0.000,,
IncreaseDecreaseInAccountsPayable,619580.000,397834.000,205635.000,151607.000,102954.000
IncreaseDecreaseInAccountsReceivable,1671.000,-7540.000,21239.000,,
IncreaseDecreaseInDeferredRevenue,-245727.000,-680234.000,-265531.000,,
IncreaseDecreaseInDepositsOutstanding,0.000,,,,
IncreaseDecreaseInDerivativeLiabilities,,2228538.000,,,
