,2011-09-30,2012-03-31,2012-09-30,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-09-30,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccretionAmortizationOfDiscountsAndPremiumsInvestments,,-124000.000,,-823000.000,,,,-3441000.000,,-3573000.000,,,,-2057000.000,,,,-2219000.000
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue,,630000.000,,745000.000,,,,772000.000,,464000.000,,,,553000.000,,,,775000.000
AdjustmentsToAdditionalPaidInCapitalStockIssuedIssuanceCosts,,,,,,,,,,,,,,,,,,200000.000
AllocatedShareBasedCompensationExpense,,,,745000.000,,,,772000.000,,464000.000,,,,553000.000,,,,775000.000
AmortizationOfIntangibleAssets,250000.000,250000.000,250000.000,250000.000,250000.000,250000.000,392000.000,304000.000,304000.000,297000.000,298000.000,298000.000,293000.000,294000.000,344000.000,394000.000,371000.000,379000.000
AmountOfDilutiveSecuritiesStockOptionsAndRestrictiveStockUnits,,,0.000,0.000,,,,,,,,,,,,,,
AvailableForSaleSecuritiesContinuousUnrealizedLossPosition12MonthsOrLongerAggregateLosses,,,,,,,,,,1899000.000,,,,,,,,
AvailableForSaleSecuritiesContinuousUnrealizedLossPositionAggregateLosses,,,,,,,,,,2444000.000,,,,,,,,
AvailableForSaleSecuritiesContinuousUnrealizedLossPositionLessThan12MonthsAggregateLosses,,,,,,,,,,545000.000,,,,,,,,
AvailableForSaleSecuritiesGrossUnrealizedGains,,,,,,,,,,27014000.000,,,,,,,,
AvailableForSaleSecuritiesGrossUnrealizedLoss,,,,,,,,,,2444000.000,,,,,,,,
CashAndCashEquivalentsPeriodIncreaseDecrease,,1056613000.000,,171064000.000,,,,-401333000.000,,-54949000.000,,,,-378639000.000,,,,-260098000.000
CommunicationsAndInformationTechnology,,,,,,,,,,550000.000,412000.000,458000.000,596000.000,378000.000,587000.000,582000.000,435000.000,592000.000
ComprehensiveIncomeNetOfTax,,6085000.000,,6911000.000,,,,5723000.000,,2567000.000,,,,-4965000.000,,,,10230000.000
CostmethodInvestmentsOtherThanTemporaryImpairment,,,,20000.000,,,,,,0.000,,,,0.000,,,,0.000
DeferredIncomeTaxExpenseBenefit,,2000.000,,,,,,,,,,,,,,,,
DepreciationAmortizationAndAccretionNet,,1056000.000,,1327000.000,,,,1677000.000,,1499000.000,,,,1533000.000,,,,1585000.000
DepreciationAndAmortization,767000.000,806000.000,854000.000,796000.000,935000.000,934000.000,1029000.000,1050000.000,1178000.000,1202000.000,1195000.000,1171000.000,1179000.000,1239000.000,1271000.000,1241000.000,1231000.000,1206000.000
DiscontinuedOperationIncomeLossFromDiscontinuedOperationBeforeIncomeTax,,,,,,,,,-35512000.000,3099000.000,4097000.000,2997000.000,2600000.000,-369000.000,-16214000.000,-21490000.000,-5044000.000,2667000.000
DiscontinuedOperationIncomeLossFromDiscontinuedOperationNetOfTaxPerBasicShare,,,,,,,,,-0.490,0.050,0.070,0.050,0.040,-0.010,-0.360,-0.510,-0.010,0.030
DiscontinuedOperationIncomeLossFromDiscontinuedOperationNetOfTaxPerDilutedShare,,,,,,,,,-0.490,0.050,0.070,0.050,0.040,-0.010,-0.360,-0.510,-0.010,0.030
DiscontinuedOperationTaxEffectOfDiscontinuedOperation,,,,,,,,,-17217000.000,1078000.000,1424000.000,955000.000,1264000.000,-79000.000,-2616000.000,2531000.000,-3278000.000,1006000.000
DisposalGroupIncludingDiscontinuedOperationInterestExpense,,,,,,,,,112000.000,,,,,,,,,
DisposalGroupIncludingDiscontinuedOperationInterestIncome,,,,,,,,,12689000.000,8535000.000,7397000.000,6343000.000,6650000.000,5819000.000,5327000.000,3891000.000,3238000.000,3361000.000
EarningsPerShareBasic,0.070,0.120,0.110,0.200,0.150,0.130,0.190,0.010,-0.450,,0.000,-0.150,,-0.290,-0.830,-0.540,-0.510,0.140
EarningsPerShareDiluted,0.070,0.120,0.110,0.200,0.150,0.130,0.180,0.010,-0.450,,0.000,-0.150,,-0.290,-0.830,-0.540,-0.510,0.140
EquipmentExpense,429000.000,431000.000,411000.000,809000.000,,,,,,,,,,,,,,
ExcessTaxBenefitFromShareBasedCompensationFinancingActivities,,-2000.000,,-8000.000,,,,,,,,,,,,,,
FairValueOptionChangesInFairValueGainLoss1,,,156000.000,,,,,,,513000.000,,,,4200000.000,,,,155000.000
FairValueOptionCreditRiskGainsLossesOnLiabilities,,,,,,,,,,0.000,,,,,,,,
FederalDepositInsuranceCorporationPremiumExpense,705000.000,934000.000,716000.000,976000.000,858000.000,895000.000,953000.000,1689000.000,1492000.000,2853000.000,2753000.000,2700000.000,3009000.000,2350000.000,2332000.000,2436000.000,2973000.000,2065000.000
FeesAndCommissionsDebitCards,,,98000.000,196000.000,201000.000,158000.000,337000.000,426000.000,414000.000,460000.000,471000.000,427000.000,253000.000,-92000.000,,,,
