,2016-12-31,2017-03-31
AccountsPayableAndAccruedLiabilitiesCurrent,7650.000,4150.000
AdditionalPaidInCapital,4641.000,4641.000
Assets,5225.000,23.000
AssetsCurrent,5225.000,23.000
Capital,,15677.000
CashAndCashEquivalentsAtCarryingValue,5225.000,23.000
CommonStockNoParValue,,0.001
CommonStockParOrStatedValuePerShare,0.001,0.001
CommonStockSharesAuthorized,200000000.000,200000000.000
CommonStockSharesIssued,11744250.000,11744250.000
CommonStockSharesOutstanding,11744250.000,11744250.000
CommonStockValue,11744.000,11744.000
CumulativeEarningsDeficit,,32062.000
Liabilities,15650.000,15700.000
LiabilitiesAndStockholdersEquity,5225.000,23.000
LiabilitiesCurrent,15650.000,15700.000
LoansPayableCurrent,8000.000,11550.000
RetainedEarningsAccumulatedDeficit,-26810.000,-32062.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,-10425.000,-15677.000
