,2011-09-30,2011-12-31,2012-03-31,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30
AccountsPayable,101582.000,102328.000,88385.000,100056.000,93236.000,,,,,,,
AccountsPayableAndAccruedLiabilitiesCurrentAndNoncurrent,,,,,,,,,,162159.000,154212.000,241053.000
AccountsPayableCurrent,,,,,,91188.000,,,,,,
AccountsPayableCurrentAndNoncurrent,,,,,,,124644.000,126270.000,130898.000,,,
AccountsPayableRelatedParties,,,,28762.000,45568.000,,,,,,,
AccountsPayableRelatedPartiesCurrent,,,,-198720.000,-232366.000,-265479.000,-315245.000,,,,,
AccruedBonusesCurrent,,,,169958.000,186768.000,207813.000,2022.000,234866.000,245111.000,,,
AccruedLiabilities,,,10000.000,10000.000,9981.000,,,,,,,
AccruedLiabilitiesCurrent,,,,,,17839.000,,,,,,
AccruedLiabilitiesCurrentAndNoncurrent,,,,,,,2279.000,2325.000,2254.000,,,
AccumulatedOtherComprehensiveIncomeLossBeforeTax,-294193.000,-394068.000,,,,,,,,,,
AccumulatedOtherComprehensiveIncomeLossForeignCurrencyTranslationAdjustmentNetOfTax,,,,,,,,,,-265495.000,,
AccumulatedOtherComprehensiveIncomeLossNetOfTax,,,-307438.000,-310587.000,-306866.000,-311596.000,-280834.000,-286965.000,-276011.000,,-267254.000,-253924.000
AdditionalPaidInCapital,6123312.000,6150537.000,6175240.000,6229883.000,6229883.000,6229883.000,6327383.000,6327383.000,6327383.000,6496321.000,6534321.000,6534321.000
AdditionalPaidInCapitalPreferredStock,2268900.000,2268900.000,2268900.000,2268900.000,2268900.000,2268900.000,2268900.000,2268900.000,2268900.000,,,
Assets,1894823.000,107996.000,12093.000,7236.000,7622.000,75154.000,264261.000,110638.000,145741.000,157808.000,160565.000,165075.000
AssetsCurrent,1894823.000,107996.000,12093.000,7236.000,7622.000,10130.000,161255.000,31098.000,68692.000,84033.000,84710.000,91941.000
AssetsNoncurrent,,,,,,,103006.000,79540.000,77049.000,73775.000,75855.000,73134.000
AvailableForSaleSecuritiesFairValueDisclosure,,,,20780.000,20780.000,,,,,,,
Cash,429.000,1040.000,4857.000,,,2894.000,576.000,-112.000,29343.000,4610.000,4420.000,11458.000
ClassOfWarrantOrRightNumberOfSecuritiesCalledByWarrantsOrRights,,,,,,0.000,,,,,,
ClassOfWarrantOrRightOutstanding,,,,,1420000.000,1340000.000,,,,,,
CommonStockParOrStatedValuePerShare,,,,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
CommonStockSharesAuthorized,,,,500000000.000,500000000.000,500000000.000,500000000.000,500000000.000,500000000.000,500000000.000,500000000.000,500000000.000
CommonStockSharesIssued,,,,500000.000,,,,,,,67388179.000,67388179.000
CommonStockSharesOutstanding,,,,,,,,,,,67338179.000,67338179.000
CommonStockSharesSubscriptions,,,40375.000,,,,,,,40000.000,,
CommonStockValue,56713.000,56988.000,57288.000,57788.000,57788.000,57288.000,60288.000,60288.000,60288.000,65288.000,67288.000,67288.000
ConvertibleNotesPayableCurrent,,,,,,,,,,60000.000,65000.000,
CostsInExcessOfBillingsOnUncompletedContractsOrPrograms,,,,,,,128550.000,,,,,
CustomerAdvancesCurrent,,,,,,,80000.000,80000.000,,268789.000,5000.000,30200.000
CustomerAdvancesForConstruction,,,,,,80721.000,,,,,,
DebtConversionConvertedInstrumentWarrantsOrOptionsIssued,,,,200000.000,200000.000,,,,,,,
DeferredCreditsAndOtherLiabilitiesCurrent,,,,,,,151605.000,,,,,
DeferredTaxAssetsCapitalLossCarryforwards,,,,,,,,,,2000.000,,
DeferredTaxAssetsGross,,,,,,,,,,782000.000,,
DeferredTaxAssetsOperatingLossCarryforwardsNotSubjectToExpiration,,,,,,,,,,6000.000,,
DeferredTaxAssetsOperatingLossCarryforwardsSubjectToExpiration,,,,,,,,,,2999000.000,,
DeferredTaxAssetsOtherLossCarryforwards,,,,,,,,,,780000.000,,
DeferredTaxAssetsValuationAllowance,,,,,,,,,,-782000.000,,
DerivativeLiabilityFairValueNet,,,,,,,,,,12532.000,55226.000,47764.000
DevelopmentStageEnterpriseDeficitAccumulatedDuringDevelopmentStage,-6553206.000,-8315513.000,-8566473.000,-8665297.000,-8695108.000,-8747418.000,-8884667.000,-8910609.000,-8980141.000,-6915940.000,-6988077.000,-7083120.000
