,2016-08-31,2016-11-30,2017-02-28,2017-05-31
AccruedLiabilitiesCurrent,5000.000,,,
AdditionalPaidInCapital,16965.000,36116.000,36116.000,36116.000
Assets,18220.000,9167.000,9167.000,575.000
AssetsCurrent,11247.000,9167.000,9167.000,
AssetsNoncurrent,6973.000,,,575.000
CashAndCashEquivalentsAtCarryingValue,76.000,,,
CommonStockParOrStatedValuePerShare,0.001,0.001,0.001,0.001
CommonStockSharesAuthorized,75000000.000,75000000.000,75000000.000,75000000.000
CommonStockSharesIssued,4885000.000,4885000.000,4885000.000,4885000.000
CommonStockSharesOutstanding,4885000.000,4885000.000,4885000.000,4885000.000
CommonStockValue,4885.000,4885.000,4885.000,4885.000
DeferredTaxAssetsOperatingLossCarryforwards,36834.000,,,
DeferredTaxAssetsValuationAllowance,36834.000,,,
DueToOtherRelatedPartiesClassifiedCurrent,,320.000,300.000,239148.000
DueToRelatedPartiesCurrent,28204.000,13785.000,14512.000,13785.000
InventoryNet,704.000,,,
Liabilities,33204.000,14105.000,14812.000,252933.000
LiabilitiesAndStockholdersEquity,18220.000,9167.000,9167.000,575.000
LiabilitiesCurrent,33204.000,14105.000,14812.000,252933.000
PrepaidRent,10467.000,9167.000,9167.000,
PropertyPlantAndEquipmentNet,6973.000,,,575.000
RetainedEarningsAccumulatedDeficit,-36834.000,-45939.000,-46646.000,-293359.000
SharesIssuedPricePerShare,0.010,,,
StockholdersEquity,-14984.000,-4938.000,-5645.000,-252358.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,-14984.000,-4938.000,-5645.000,-252358.000
