,2013-06-30,2013-09-30,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31
AcquisitionCosts,519532.000,641224.000,217733.000,311098.000,124850.000,307486.000,171000.000,245000.000,91000.000,458000.000,136000.000
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue,,,736622.000,,,,882000.000,,,,1082000.000
AdjustmentsToAdditionalPaidInCapitalStockIssuedIssuanceCosts,,,,,,,171000.000,,,,164000.000
AllocatedShareBasedCompensationExpense,750000.000,763000.000,737000.000,969000.000,984000.000,1010000.000,882000.000,1300000.000,1300000.000,1218000.000,1100000.000
AmortizationOfAboveAndBelowMarketLeases,,,,,,,-2330000.000,,,,-4135000.000
AmortizationOfFinancingCosts,,,-23741.000,,,,,,,,
AmortizationOfFinancingCostsAndDiscounts,,,,,,,-8000.000,,,,536000.000
AmortizationOfIntangibleAssets,,,-1997020.000,,,,,,,,
BusinessAcquisitionEquityInterestsIssuedOrIssuableNumberOfSharesIssued,,,3290263.000,,,,,,,,
BusinessAcquisitionsProFormaNetIncomeLoss,1890940.000,25104331.000,3517561.000,6585367.000,6748847.000,6865775.000,5521000.000,5201000.000,7751000.000,9664000.000,8087000.000
BusinessAcquisitionsProFormaRevenue,26331595.000,31583264.000,37227165.000,40424349.000,40855871.000,53392934.000,50244000.000,46215000.000,50702000.000,66314000.000,57082000.000
CapitalExpendituresIncurredButNotYetPaid,,,-302699.000,,,,1653000.000,,,,3377000.000
CashAndCashEquivalentsPeriodIncreaseDecrease,,,4844882.000,,,,910000.000,,,,6143000.000
CommonStockDividendsPerShareCashPaid,0.150,0.150,0.160,0.160,0.160,0.160,0.170,0.170,0.170,0.170,0.180
ComprehensiveIncomeNetOfTax,9383638.000,25030685.000,2631879.000,5178649.000,7753243.000,4823994.000,4734000.000,5736000.000,8077000.000,7456000.000,8323000.000
ComprehensiveIncomeNetOfTaxAttributableToNoncontrollingInterest,,,134558.000,217012.000,231849.000,164758.000,176000.000,210000.000,295000.000,547000.000,898000.000
ComprehensiveIncomeNetOfTaxIncludingPortionAttributableToNoncontrollingInterest,,,2766437.000,5395661.000,7985092.000,4988752.000,4910000.000,5946000.000,8372000.000,8003000.000,9221000.000
DepreciationAndAmortization,,,,14257274.000,15364808.000,,,,,,
DepreciationDepletionAndAmortization,9176706.000,9755321.000,13364066.000,,,,17634000.000,16874000.000,18059000.000,18390000.000,20933000.000
DerivativeGainLossOnDerivativeNet,41927.000,-1259.000,-643.000,306.000,174.000,,,,,,
DerivativeInstrumentsGainLossReclassifiedFromAccumulatedOCIIntoIncomeEffectivePortionNet,1172818.000,1187866.000,-883543.000,887957.000,869554.000,2344721.000,534000.000,535000.000,535000.000,535000.000,593000.000
