,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30
AccountsPayable,,,100.000,0.000,,,,,,,,,,,,
AccountsPayableCurrent,,,,,104726.000,10970.000,65185.000,76232.000,102237.000,121518.000,144024.000,187684.000,270923.000,400323.000,742304.000,761861.000
AccruedLiabilitiesCurrent,,,,,,82490.000,61489.000,56234.000,75481.000,136070.000,250245.000,287831.000,408739.000,924372.000,281527.000,42912.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,,,,,,,4951.000,,,,25649.000,,
AdditionalPaidInCapital,3450.000,23250.000,23250.000,23250.000,29241.000,1721729.000,3323013.000,3845151.000,4314060.000,4599514.000,20906821.000,23220940.000,24341872.000,25242130.000,29794904.000,31441424.000
Assets,2998.000,17484.000,11297.000,5006.000,1258.000,569683.000,646700.000,604096.000,623078.000,522534.000,923071.000,1048800.000,962541.000,70935.000,76050.000,80723.000
AssetsCurrent,2998.000,17484.000,11297.000,5006.000,1258.000,357643.000,396910.000,313406.000,278563.000,72762.000,310124.000,201705.000,22693.000,18153.000,16708.000,28859.000
CapitalizedComputerSoftwareGross,,,,,,,,185040.000,204540.000,312973.000,476612.000,682488.000,781423.000,0.000,,
Cash,1740.000,8199.000,4532.000,741.000,0.000,357643.000,396910.000,313406.000,273563.000,67762.000,305124.000,186509.000,7497.000,2957.000,1512.000,13663.000
CashAndCashEquivalentsAtCarryingValue,,,,,,357643.000,396910.000,313406.000,273563.000,67762.000,305124.000,186509.000,7497.000,2957.000,1512.000,13663.000
CashEquivalentsAtCarryingValue,1740.000,8199.000,4532.000,741.000,0.000,,,,,,,,,,,
CashFDICInsuredAmount,,,,,,250000.000,,,,250000.000,,,,250000.000,,
ClassOfWarrantOrRightExercisePriceOfWarrantsOrRights1,,,,,,,,,,,,1.000,,0.900,,
CommonStockParOrStatedValuePerShare,,,,,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
CommonStockShareSubscribedButUnissuedSubscriptionsReceivable,,,,,,,,,,,,,,,125000.000,17000.000
CommonStockSharesAuthorized,,,,,75000000.000,300000000.000,300000000.000,300000000.000,300000000.000,300000000.000,300000000.000,300000000.000,300000000.000,300000000.000,300000000.000,1000000000.000
CommonStockSharesIssued,,,,,10400000.000,17932500.000,18207500.000,18407500.000,18657500.000,18807500.000,23476384.000,24332098.000,24332098.000,25481323.000,61325877.000,67620394.000
CommonStockSharesOutstanding,,,,,10400000.000,17932500.000,18207500.000,18407500.000,18657500.000,18807500.000,23476384.000,24332098.000,24332098.000,25481323.000,61325877.000,67620394.000
CommonStockValue,8200.000,10400.000,10400.000,10400.000,10400.000,17932.000,18207.000,18407.000,18658.000,18807.000,23476.000,24332.000,24332.000,25481.000,61326.000,67620.000
ConvertibleDebtCurrent,,,,,,,,,,,,,,6000.000,150901.000,286588.000
ConvertibleDebtNoncurrent,,,,,,,,,,,,,,0.000,1854.000,4820.000
ConvertibleNotesPayable,,,,,,,,,,,,,,,,872976.000
DebtInstrumentCarryingAmount,,,,,,,,,,,,,,,,1164384.000
DebtInstrumentConvertibleConversionPrice1,,,,,,,,,,,,,,,0.120,
DebtInstrumentUnamortizedDiscount,,,,,,,,,,,,,,,,872976.000
DeferredTaxAssetsGross,,,,,50090.000,,,,,,,,,,,
DeferredTaxAssetsNet,,,,,0.000,0.000,,,,0.000,,,,0.000,,
DeferredTaxAssetsOperatingLossCarryforwards,,,,,,99987.000,,,,462684.000,,,,1774275.000,,
DeferredTaxAssetsValuationAllowance,,,,,-50090.000,99987.000,,,,462684.000,,,,1774275.000,,
DepositAssets,,,,,,,,,5000.000,5000.000,5000.000,15196.000,15196.000,15196.000,15196.000,15196.000
DerivativeLiabilities,,,,,,,,,,,,,,,851625.000,1624822.000
DerivativeLiabilitiesCurrent,,,,,,,,,,,,,,177149.000,675166.000,1392959.000
DerivativeLiabilitiesNoncurrent,,,,,,,,,,,,3837638.000,2651155.000,328044.000,176459.000,231863.000
DevelopmentStageEnterpriseDeficitAccumulatedDuringDevelopmentStage,-8943.000,-16457.000,-23594.000,-29785.000,143109.000,1307188.000,2864944.000,3435678.000,3931108.000,4353375.000,20401495.000,26509625.000,,,32084915.000,34738626.000
DueToRelatedParties,291.000,,1141.000,1141.000,,,,,,,,,,,,
DueToRelatedPartiesCurrent,,,,,0.000,0.000,,0.000,,,,,,,53387.000,252094.000
DueToRelatedPartiesCurrentAndNoncurrent,,,,,,,,,,,,21977.000,10422.000,10422.000,,
EmployeeServiceShareBasedCompensationNonvestedAwardsTotalCompensationCostNotYetRecognized,,,,,,147582.000,1195343.000,1134214.000,938288.000,599155.000,2820809.000,2904881.000,3137850.000,1662863.000,,1278837.000
FairValueMeasurementWithUnobservableInputsReconciliationsRecurringBasisLiabilityValue,,,,,,,,,,,,3837638.000,2651155.000,505193.000,851625.000,1624822.000
FairValueNetDerivativeAssetLiabilityMeasuredOnRecurringBasisWithUnobservableInputs,,,,,,,,,,,,,,,,1489907.000
