,2011-12-31,2012-03-31,2012-09-30,2012-12-31,2013-06-30,2013-09-30,2013-12-31,2014-12-31,2015-03-31
AccountsPayableCurrent,0.000,0.000,0.000,0.000,2946.000,2446.000,3609.000,7966213.000,5797424.000
AccountsPayableOtherCurrent,,,,,,,,5055041.000,6540543.000
AccountsPayableRelatedParties,6380.000,,,,,,,,
AccountsPayableRelatedPartiesCurrent,,19518.000,35599.000,41295.000,56751.000,60148.000,0.000,,
AccountsPayableRelatedPartiesNoncurrent,,,,,,,6041.000,,
AccountsReceivableNetCurrent,,,,,,,,100788.000,33465.000
AccruedLiabilitiesCurrent,611.000,1310.000,710.000,678.000,2872.000,1496.000,459.000,4409541.000,6179586.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,162398.000,163558.000,165878.000,167038.000,169358.000,170518.000,171677.000,10526421.000,11602648.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipmentExcludingCapitalLeasedAssets,,,-164718.000,-167038.000,-168198.000,-170518.000,-171677.000,,
AdditionalPaidInCapital,275082.000,275082.000,275082.000,275082.000,275082.000,275082.000,275082.000,143860917.000,152627953.000
Assets,44287.000,44908.000,35617.000,40540.000,33396.000,27001.000,20826.000,47955765.000,47267596.000
AssetsCurrent,24881.000,26662.000,19691.000,25774.000,20950.000,15715.000,10699.000,840870.000,1083989.000
AssetsNoncurrent,19406.000,18246.000,15926.000,14766.000,12446.000,11286.000,10127.000,47114895.000,46183607.000
BuildingsAndImprovementsGross,,,,,,,,18836180.000,18836180.000
CapitalLeaseObligationsCurrent,,,,,,,,317302.000,317302.000
CapitalLeaseObligationsNoncurrent,,,,,,,,20789276.000,20722751.000
CapitalLeasesFutureMinimumPaymentsDue,,,,,,,,45685815.000,45085815.000
CapitalLeasesFutureMinimumPaymentsDueInFiveYears,,,,,,,,2440701.000,2440701.000
CapitalLeasesFutureMinimumPaymentsDueInFourYears,,,,,,,,2440701.000,2440701.000
CapitalLeasesFutureMinimumPaymentsDueInThreeYears,,,,,,,,2400000.000,2400000.000
CapitalLeasesFutureMinimumPaymentsDueInTwoYears,,,,,,,,2400000.000,1800000.000
CapitalLeasesFutureMinimumPaymentsDueThereafter,,,,,,,,33563712.000,33563712.000
CapitalLeasesFutureMinimumPaymentsInterestIncludedInPayments,,,,,,,,25491901.000,24036762.000
CapitalLeasesFutureMinimumPaymentsPresentValueOfNetMinimumPayments,,,,,,,,20193914.000,21049053.000
CapitalLeasesLesseeBalanceSheetAssetsByMajorClassOtherPropertyPlantAndEquipment,,,,,,,,18917398.000,18917398.000
