,2015-02-28,2015-05-31,2015-08-31,2015-11-30,2016-02-29,2016-05-31,2016-08-31,2016-11-30,2017-02-28,2017-05-31
AccountsPayableCurrent,1675746.000,1512058.000,1809007.000,1851747.000,1663245.000,1723471.000,1875842.000,1734944.000,1820470.000,1887040.000
AccountsReceivableNetCurrent,4291470.000,3488663.000,3428440.000,4107459.000,3799691.000,3066125.000,3535585.000,4391560.000,3855823.000,2737412.000
AccruedLiabilitiesForUnredeeemedGiftCards,2611774.000,,2595305.000,2645255.000,2835943.000,2749052.000,2720557.000,2758283.000,2921585.000,2957094.000
AccruedSalariesCurrent,819184.000,659962.000,488838.000,734954.000,683863.000,761062.000,600759.000,820621.000,608510.000,792620.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,12029536.000,-12176756.000,11723329.000,11937649.000,12177369.000,12397495.000,12468591.000,12175324.000,12390839.000,12600727.000
AdditionalPaidInCapital,7163092.000,,,,,,,,,
AdditionalPaidInCapitalCommonStock,7163092.000,7607648.000,7078357.000,7225711.000,5340190.000,5507962.000,5621140.000,5753593.000,5539357.000,5673772.000
AllowanceForDoubtfulAccountsReceivableCurrent,696798.000,733028.000,783178.000,825118.000,595471.000,597614.000,590976.000,612307.000,487446.000,498132.000
AllowanceForNotesAndLoansReceivableCurrent,3762.000,2262.000,2262.000,2262.000,0.000,,41505.000,,22147.000,6100.000
AllowanceForNotesAndLoansReceivableNoncurrent,28500.000,30000.000,30000.000,30000.000,75000.000,74979.000,,34845.000,26500.000,42647.000
Assets,34138213.000,33292155.000,31535035.000,31533772.000,30315725.000,30178596.000,29900165.000,30122648.000,29418356.000,29830596.000
AssetsCurrent,17657887.000,17083260.000,15420259.000,15509403.000,15438854.000,14787233.000,14790057.000,15320938.000,15150820.000,15751637.000
AssetsNoncurrent,9682790.000,9545743.000,9647519.000,9459550.000,8866568.000,9001760.000,8612354.000,8336719.000,7809605.000,7725386.000
CashAndCashEquivalentsAtCarryingValue,7157371.000,8368298.000,5910595.000,5153920.000,6194948.000,6102152.000,4876787.000,4596453.000,5779195.000,7641457.000
CashUninsuredAmount,6500000.000,,,,5500000.000,,,,5300000.000,
CertificatesOfDepositAtCarryingValue,108000.000,,,,108000.000,,,,,
CommonStockParOrStatedValuePerShare,0.030,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
CommonStockSharesAuthorized,100000000.000,,,,,46000000.000,46000000.000,46000000.000,46000000.000,46000000.000
CommonStockSharesIssued,6012799.000,,,,,5841396.000,5889480.000,5889480.000,5854372.000,5854372.000
CommonStockSharesOutstanding,6012799.000,,,,,5826974.000,5854372.000,5854372.000,5854372.000,5854372.000
CommonStockValue,180384.000,,,,,5841.000,5889.000,5889.000,5854.000,5854.000
CommonStockValueOutstanding,180384.000,,,,,,,,,
ContractualObligation,798000.000,,,,945000.000,,,,2595000.000,
DebtInstrumentInterestRateStatedPercentage,0.037,,,,0.037,,,,0.037,
DeferredIncomeTaxLiabilities,1330390.000,,,,1643791.000,,,,,
DeferredRevenueCurrent,951241.000,820681.000,733130.000,604238.000,502950.000,424290.000,497244.000,478633.000,451171.000,514808.000
DeferredTaxAssetsDeferredIncome,129446.000,,,,1299191.000,,,,1175351.000,
DeferredTaxAssetsGoodwillAndIntangibleAssets,36688.000,,,,861594.000,,,,782683.000,
DeferredTaxAssetsGross,349010.000,,,,,,,,,
DeferredTaxAssetsInventory,73133.000,,,,96698.000,,,,90027.000,
DeferredTaxAssetsLiabilitiesNet,,,,,1421655.000,,,,858874.000,
DeferredTaxAssetsLiabilitiesNetCurrent,572957.000,,,,,1440736.000,,,,
DeferredTaxAssetsLiabilitiesNetNoncurrent,,,,,1421655.000,,1217434.000,1184524.000,858874.000,959514.000
DeferredTaxAssetsNet,873840.000,,,,3065446.000,,,,2635452.000,
DeferredTaxAssetsNetCurrent,572957.000,637443.000,454414.000,515303.000,,,,,,
DeferredTaxAssetsOperatingLossCarryforwardsDomestic,,,,,346605.000,,,,164035.000,
DeferredTaxAssetsTaxDeferredExpenseCompensationAndBenefitsEmployeeCompensation,216469.000,,,,183898.000,,,,188002.000,
DeferredTaxAssetsTaxDeferredExpenseReservesAndAccrualsAllowanceForDoubtfulAccounts,248067.000,,,,248537.000,,,,198354.000,
DeferredTaxAssetsTaxDeferredExpenseReservesAndAccrualsRestructuringCharges,148494.000,,,,148494.000,,,,148494.000,
DeferredTaxAssetsTaxDeferredExpenseReservesAndAccrualsSelfInsurance,21543.000,,,,28923.000,,,,37000.000,
DeferredTaxAssetsValuationAllowance,349010.000,,,,148494.000,,,,148494.000,
DeferredTaxLiabilities,456550.000,,,,,,,,1776578.000,
