,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2013-03-31,2013-06-30
AccountsPayableAndOtherAccruedLiabilitiesCurrent,350648.000,24049.000,17343.000,37583.000,74480.000,147837.000,376924.000,378957.000
AccountsPayableRelatedPartiesCurrent,32946.000,55446.000,83525.000,106025.000,128615.000,151025.000,196025.000,218525.000
AdditionalPaidInCapital,5615266.000,5615243.000,5602193.000,5609285.000,5603262.000,5612863.000,131855.000,131855.000
Assets,17779138.000,16586172.000,16565739.000,16551306.000,16572343.000,16833704.000,38068.000,43932.000
AssetsCurrent,90536.000,46141.000,21700.000,16426.000,29373.000,300335.000,38068.000,43932.000
BusinessAcquisitionPreacquisitionContingencyAmountOfSettlement,,,,,,250000.000,,
CashAndCashEquivalentsAtCarryingValue,86564.000,44641.000,20200.000,14926.000,27873.000,105897.000,36568.000,42432.000
CommonStockParOrStatedValuePerShare,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
CommonStockSharesAuthorized,50000000.000,50000000.000,50000000.000,50000000.000,50000000.000,50000000.000,50000000.000,50000000.000
CommonStockSharesIssued,3698825.000,3552991.000,3552991.000,3552991.000,3552991.000,3552991.000,807065.000,807065.000
CommonStockSharesOutstanding,3698825.000,3552991.000,3552991.000,3552991.000,3552991.000,3552991.000,807065.000,807065.000
CommonStockValue,1710.000,1707.000,1707.000,1707.000,1707.000,1707.000,807.000,807.000
DevelopmentStageEnterpriseDeficitAccumulatedDuringDevelopmentStage,106605.000,155382.000,197188.000,254361.000,292811.000,127217.000,667543.000,736212.000
DueFromRelatedPartiesCurrent,,,,,,192938.000,466799.000,
Liabilities,383594.000,79495.000,100868.000,143608.000,203095.000,298862.000,572949.000,647482.000
LiabilitiesAndStockholdersEquity,17779138.000,16586172.000,16565739.000,16551306.000,16572343.000,16833704.000,38068.000,43932.000
PreferredStockParOrStatedValuePerShare,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
PreferredStockSharesAuthorized,5000000.000,5000000.000,5000000.000,5000000.000,5000000.000,5000000.000,5000000.000,5000000.000
PreferredStockSharesIssued,0.000,0.000,0.000,,0.000,0.000,0.000,0.000
PreferredStockSharesOutstanding,0.000,0.000,0.000,,0.000,0.000,0.000,0.000
PreferredStockValue,,0.000,0.000,,0.000,0.000,0.000,0.000
PrepaidExpenseCurrent,3972.000,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000
RestrictedCashAndInvestmentsNoncurrent,17688602.000,16540031.000,16544039.000,16534880.000,16542970.000,16533369.000,0.000,0.000
StockholdersEquity,5510371.000,5461568.000,5406712.000,5356631.000,5312158.000,5478353.000,-534881.000,-603550.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,17395544.000,16506677.000,16464871.000,16407698.000,16369248.000,16534842.000,-534881.000,-603550.000
TemporaryEquityCarryingAmount,11885173.000,11045109.000,11058159.000,11051067.000,,,,
TemporaryEquityCarryingAmountAttributableToParent,,,,,11057090.000,11047489.000,0.000,0.000
TemporaryEquityRedemptionPricePerShare,,,,,5.990,5.990,,
TemporaryEquitySharesIssued,1989773.000,1845663.000,1846386.000,1845879.000,1846327.000,1845795.000,0.000,0.000
