,2014-12-31
AccretionAmortizationOfDiscountsAndPremiumsInvestments,-3230000.000
AccretionOfDiscount,278598000.000
AcquisitionCosts,28571000.000
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue,54587000.000
AllowanceForDoubtfulAccountsReceivableWriteOffs,0.000
AmortizationOfDebtDiscountPremium,7163000.000
AssetRetirementObligationAccretionExpense,4752000.000
AssetRetirementObligationLiabilitiesIncurred,6860000.000
AssetRetirementObligationLiabilitiesSettled,6504000.000
AssetRetirementObligationPeriodIncreaseDecrease,12277000.000
AssetRetirementObligationRevisionOfEstimate,3701000.000
CapitalizedCostsOfUnprovedPropertiesExcludedFromAmortization,2164708000.000
CashAndCashEquivalentsPeriodIncreaseDecrease,23099000.000
CashFlowHedgeGainLossToBeReclassifiedWithinTwelveMonths,29700000.000
ComprehensiveIncomeNetOfTax,-1376839000.000
CostsIncurredAcquisitionOfOilAndGasPropertiesWithProvedReserves,44733000.000
CostsIncurredAcquisitionOfUnprovedOilAndGasProperties,28571000.000
CostsIncurredDevelopmentCosts,785949000.000
CostsIncurredExplorationCosts,57278000.000
CostsIncurredOilAndGasPropertyAcquisitionExplorationAndDevelopmentActivities,916531000.000
CurrentFederalTaxExpenseBenefit,0.000
CurrentStateAndLocalTaxExpenseBenefit,264000.000
DeferredFederalIncomeTaxExpenseBenefit,-772858000.000
DeferredIncomeTaxExpenseBenefit,-789783000.000
DeferredStateAndLocalIncomeTaxExpenseBenefit,-16925000.000
DefinedBenefitPlanContributionsByEmployer,8600000.000
DefinedContributionPlanEmployerMatchingContributionPercentOfMatch,0.060
Depreciation,29200000.000
DepreciationDepletionAndAmortization,478740000.000
DerivativeCashReceivedOnHedge,68500000.000
DerivativeGainLossOnDerivativeNet,81319000.000
Dividends,0.000
EffectiveIncomeTaxRateContinuingOperations,0.360
EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate,0.350
EffectiveIncomeTaxRateReconciliationOtherAdjustments,0.000
EffectiveIncomeTaxRateReconciliationStateAndLocalIncomeTaxes,0.010
EmployeeServiceShareBasedCompensationAllocationOfRecognizedPeriodCostsCapitalizedAmount,10700000.000
ExplorationAndProductionRevenue,427381000.000
ExplorationCosts,377000.000
ExtensionsDiscoveriesAdditionsAndImprovedRecoveryLessRelatedCosts,376534000.000
FairValueAssetsMeasuredOnRecurringBasisChangeInUnrealizedGainLoss,-1392000.000
FairValueNetDerivativeAssetLiabilityMeasuredOnRecurringBasisUnobservableInputsReconciliationGainLossIncludedInEarnings,19734000.000
FairValueNetDerivativeAssetLiabilityMeasuredOnRecurringBasisUnobservableInputsReconciliationSettlements,378000.000
FairValueNetDerivativeAssetLiabilityMeasuredOnRecurringBasisUnobservableInputsReconciliationTransfersOutOfLevel3,14861000.000
GainLossOnSaleOfOilAndGasProperty,0.000
GainLossOnSaleOfOtherAssets,-1211000.000
GeneralAndAdministrativeExpense,175631000.000
ImpairmentOfLongLivedAssetsHeldForUse,0.000
ImpairmentOfOilAndGasProperties,2325346000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,-2210100000.000
IncomeTaxExpenseBenefit,-789519000.000
IncomeTaxesPaidNet,75000.000
IncreaseDecreaseInAccountsPayable,-13194000.000
