,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30
AccountsPayableAndAccruedLiabilitiesCurrent,44150.000,,21021.000,17371.000,17970.000,155992.000,148785.000,20539.000,11386.000,,
AccountsPayableCurrent,,,,,,,,,,19393.000,37500.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,,,-1452.000,2930.000,,,,
AccumulatedOtherComprehensiveIncomeLossNetOfTax,,,,,,,-42818.000,,,,
AccumulatedOtherComprehensiveIncomeLossOtherThanTemporaryImpairmentNotCreditLossNetOfTaxDebtSecurities,,,,,,48578.000,,,,,
AdditionalPaidInCapital,50260.000,,50260.000,45253.000,45253.000,65228.000,65228.000,152488.000,163919.000,167026.000,167026.000
Assets,67039.000,,2487.000,2346.000,49547.000,736517.000,728586.000,17094.000,1173.000,1047.000,873.000
AssetsCurrent,67039.000,,2487.000,2346.000,49547.000,97159.000,85120.000,,,,873.000
Cash,,,2469.000,2346.000,21452.000,5588.000,0.000,17094.000,1173.000,1047.000,
CashAndCashEquivalentsAtCarryingValue,67021.000,,,2346.000,21452.000,5588.000,155.000,17094.000,1173.000,1047.000,873.000
CashEquivalentsAtCarryingValue,67021.000,7734.000,,,,,,,,,
CashFDICInsuredAmount,,,,250000.000,,250000.000,250000.000,,,,
CommonStockAdditionalSeriesParOrStatedValuePerShare,240.000,,,,,,,,,,
CommonStockParOrStatedValuePerShare,0.000,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
CommonStockSharesAuthorized,100000000.000,,100000000.000,1000000000.000,1000000000.000,1000000000.000,1000000000.000,1000000000.000,1000000000.000,1000000000.000,1000000000.000
CommonStockSharesIssued,,,2000000.000,240000000.000,240000000.000,40250000.000,40250000.000,42381281.000,42674381.000,,42674381.000
CommonStockSharesOutstanding,,,2400000.000,240000000.000,240000000.000,40250000.000,40250000.000,240000000.000,42674381.000,,42381281.000
CommonStockSharesSubscriptions,-3074.000,,,,120000.000,,,,,,
CommonStockValue,,,240.000,24000.000,24000.000,4025.000,4025.000,4238.000,4531.000,4267.000,4267.000
ConvertibleNotesPayable,,,,,,,,,,7.000,7.000
DeferredTaxAssetsOperatingLossCarryforwards,,,,31267.000,,,,,,,
DeferredTaxAssetsOtherLossCarryforwards,,,,136000.000,,,,,,,
DeferredTaxAssetsValuationAllowance,,,,-31267.000,,,,,,,
DevelopmentStageEnterpriseDeficitAccumulatedDuringDevelopmentStage,,,69034.000,135944.000,193682.000,478415.000,535102.000,-160171.000,-207263.000,,
DueToRelatedPartiesCurrent,,,,,,23266.000,23468.000,,,,
ForeignCurrencyExchangeRateRemeasurement1,,,,,,2.632,2.630,,,,
ForeignCurrencyExchangeRateTranslation1,,,,,,2.730,2.707,,,,
FurnitureAndFixturesGross,,,,,,953.000,,,,,
IncomeTaxReceivable,,,,,,79381.000,,,,,
IncomeTaxesReceivable,,,,,,79381.000,,,,,
InterestPayableCurrent,,,,1666.000,6005.000,24424.000,51067.000,,,,
InterestReceivableCurrent,,,,1666.000,6005.000,,,,,,
LiabilitiesAndStockholdersEquity,67039.000,,2487.000,2346.000,49547.000,736517.000,728586.000,17094.000,1173.000,1047.000,873.000
LiabilitiesCurrent,44150.000,,21021.000,69037.000,173975.000,1194258.000,1237253.000,20539.000,39986.000,47993.000,86100.000
LongDurationContractsAssumptionsByProductAndGuaranteeOtherRate,,,,,,0.180,,,,,
MachineryAndEquipmentGross,,,,,,3446.000,,,,,
MineralRights,,,,,,616530.000,621906.000,,,,
NotesAndLoansPayable,,,,,,1015000.000,,,,,
NotesAndLoansPayableCurrent,,,,50000.000,,,1065000.000,,,28600.000,48600.000
NotesPayable,,,,50000.000,150000.000,1015000.000,,,,,
NotesPayableCurrent,,,,50000.000,150000.000,,,,,,
NotesPayableRelatedPartiesCurrent,,,,,,,,,28600.000,,
NotesReceivableNet,,,,,10000.000,,,,,,
OtherAccountsPayableAndAccruedLiabilities,,,,,,23266.000,,,,,
OtherAssets,,,,,,639358.000,643466.000,,,,
PreferredStockParOrStatedValuePerShare,0.000,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
PreferredStockSharesAuthorized,10000000.000,,10000000.000,20000000.000,20000000.000,20000000.000,20000000.000,20000000.000,20000000.000,20000000.000,20000000.000
PreferredStockSharesIssued,,,,,,,,,,,0.000
PreferredStockSharesOutstanding,,,,,,,,,,,0.000
PrepaidExpenseCurrent,,,,,18095.000,12189.000,8249.000,,,,
PropertyPlantAndEquipmentGross,,,,,,24280.000,24490.000,,,,
PropertyPlantAndEquipmentNet,,,,,,22828.000,21560.000,,,,
PropertyPlantAndEquipmentOther,,,,,,19881.000,,,,,
PropertyPlantAndEquipmentOwnedNet,,,,,,22828.000,21560.000,,,,
RetainedEarningsAccumulatedDeficit,,,,,,,,,,-218246.000,-256527.000
SharebasedCompensationSharesAuthorizedUnderStockOptionPlansExercisePriceRangeExercisableOptionsWeightedAverageExercisePrice1,,,,,0.001,,,,,,
SharesIssued,22889.000,-13911.000,,,,,,-3445.000,,,
ShortTermDebtPercentageBearingFixedInterestRate,,,,0.160,,,,,,,
StockholdersEquity,22889.000,,-18534.000,-66691.000,-124429.000,-457741.000,-508667.000,-3445.000,-38813.000,-46946.000,-85227.000
ValueAddedTaxReceivableCurrent,,,,,,,76716.000,,,,
