,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,514892000.000,,,,566077000.000,,,,628370000.000,,,,701438000.000,,,,739897000.000,,,,761854000.000,
AccumulatedOtherComprehensiveIncomeLossBeforeTax1,,,,,,,,,,,,,,,20506000.000,-297843000.000,-249910000.000,-356684000.000,-267967000.000,-414545000.000,-247288000.000,-166111000.000,-188367000.000,-485245000.000,-480230000.000
AccumulatedOtherComprehensiveIncomeLossNetOfTax,-197521000.000,-228769000.000,-192533000.000,-356441000.000,-331258000.000,-277849000.000,-230075000.000,-240264000.000,-225953000.000,-227771000.000,-198062000.000,-64159000.000,-25261000.000,40308000.000,12467000.000,-180994000.000,-152491000.000,-217502000.000,-163473000.000,-251627000.000,-150189000.000,-101021000.000,-114559000.000,-294636000.000,-291567000.000
AdditionalCollateralAggregateFairValue,,35000000.000,34000000.000,34000000.000,62000000.000,69000000.000,24000000.000,19000000.000,16000000.000,14000000.000,13000000.000,11000000.000,,,,,,,,,,,,,
AdditionalPaidInCapital,2367556000.000,2800002000.000,2814143000.000,2828986000.000,2857556000.000,2874516000.000,2951248000.000,3025520000.000,3061783000.000,3112666000.000,3192981000.000,3232014000.000,3302402000.000,3347314000.000,3377714000.000,3409506000.000,3445707000.000,3477611000.000,3511182000.000,6680768000.000,6683499000.000,6690671000.000,6689812000.000,6676948000.000,6603355000.000
Assets,67881208000.000,77727154000.000,77863891000.000,77924287000.000,79186887000.000,80807578000.000,81085233000.000,83008803000.000,82811957000.000,83229005000.000,84427485000.000,85162391000.000,88530360000.000,90835002000.000,97228342000.000,96685535000.000,98377783000.000,97080076000.000,97797062000.000,122787884000.000,124625632000.000,123820584000.000,126841028000.000,123449206000.000,123223251000.000
AssetsFairValueDisclosure,,,,,,,,6810225000.000,6179318000.000,5698783000.000,6024204000.000,5500135000.000,6949086000.000,9063202000.000,10402010000.000,10299485000.000,11708514000.000,12417341000.000,12073211000.000,12965041000.000,13124426000.000,13082566000.000,,,
AvailableForSaleDebtSecuritiesAmortizedCostBasis,,,,,,,,,,,,,,,9095552000.000,8845423000.000,10345733000.000,11009433000.000,10874036000.000,12064841000.000,11862055000.000,11511142000.000,11481502000.000,13030337000.000,12570045000.000
AvailableForSaleSecurities,4854984000.000,4890489000.000,5635878000.000,6228560000.000,5838022000.000,5534054000.000,5183878000.000,4739437000.000,4400742000.000,3085086000.000,4692180000.000,4531786000.000,6191571000.000,8008779000.000,9384017000.000,9156932000.000,10703500000.000,11250877000.000,11159509000.000,12242671000.000,12200647000.000,11918974000.000,11862567000.000,13332072000.000,12631000000.000
AvailableForSaleSecuritiesAccumulatedGrossUnrealizedGainBeforeTax,,,,,,,,,,,,,,,227607000.000,258851000.000,307771000.000,216819000.000,274610000.000,174699000.000,297018000.000,365681000.000,330225000.000,135286000.000,125261000.000
AvailableForSaleSecuritiesAccumulatedGrossUnrealizedLossBeforeTax,,,,,,,,,,,,,,,18885000.000,21243000.000,29991000.000,59035000.000,38335000.000,70664000.000,33697000.000,25536000.000,19272000.000,141515000.000,134505000.000
AvailableForSaleSecuritiesAmortizedCost,4932460000.000,5026881000.000,5717180000.000,6312423000.000,5892799000.000,5510097000.000,5091116000.000,4643070000.000,4288994000.000,2985526000.000,4555109000.000,4444365000.000,6042063000.000,7753752000.000,9175295000.000,8919324000.000,10425720000.000,11093093000.000,10923234000.000,12138636000.000,11937326000.000,11578829000.000,11551614000.000,13338301000.000,12640244000.000
AvailableForSaleSecuritiesContinuousUnrealizedLossPosition12MonthsOrLongerAccumulatedLoss,,,,,,,,,,,,,,,15358000.000,18584000.000,19254000.000,18872000.000,18626000.000,20937000.000,29791000.000,22912000.000,18264000.000,17768000.000,16109000.000
AvailableForSaleSecuritiesContinuousUnrealizedLossPositionLessThan12MonthsAccumulatedLoss,,,,,,,,,,,,,,,3527000.000,2659000.000,10737000.000,40163000.000,19709000.000,49727000.000,3906000.000,2624000.000,1008000.000,123747000.000,118396000.000
AvailableForSaleSecuritiesContinuousUnrealizedLossPositionLessThanTwelveMonthsFairValue,126208000.000,840819000.000,430976000.000,421016000.000,390078000.000,170328000.000,97059000.000,139295000.000,97591000.000,206853000.000,185779000.000,1699426000.000,1760369000.000,56623000.000,1535553000.000,65554000.000,1627889000.000,2704945000.000,1967719000.000,4246991000.000,363989000.000,267966000.000,228250000.000,8458946000.000,7331466000.000
AvailableForSaleSecuritiesContinuousUnrealizedLossPositionTwelveMonthsOrLongerFairValue,1146459000.000,989628000.000,903877000.000,851849000.000,843605000.000,946252000.000,949352000.000,888499000.000,811238000.000,115883000.000,115290000.000,116330000.000,117260000.000,113443000.000,109769000.000,103914000.000,103245000.000,103542000.000,96136000.000,104154000.000,1325788000.000,105755000.000,114814000.000,169469000.000,171883000.000
AvailableForSaleSecuritiesDebtMaturitiesAfterFiveThroughTenYearsAmortizedCost,19518000.000,16687000.000,15648000.000,13275000.000,7927000.000,11098000.000,8611000.000,9524000.000,9221000.000,8772000.000,8282000.000,7718000.000,5328000.000,5009000.000,4322000.000,3524000.000,3272000.000,2619000.000,3296000.000,2729000.000,2728000.000,3425000.000,3968000.000,2689000.000,56297000.000
AvailableForSaleSecuritiesDebtMaturitiesAfterFiveThroughTenYearsFairValue,21162000.000,18081000.000,16947000.000,14621000.000,8610000.000,11886000.000,9409000.000,10217000.000,9843000.000,9189000.000,8553000.000,8015000.000,5442000.000,5145000.000,4456000.000,3577000.000,3314000.000,2637000.000,3495000.000,2941000.000,2926000.000,3822000.000,4538000.000,3132000.000,54094000.000
AvailableForSaleSecuritiesDebtMaturitiesAfterOneThroughFiveYearsAmortizedCost,64615000.000,119212000.000,77765000.000,49833000.000,41748000.000,40715000.000,42405000.000,41800000.000,22459000.000,21020000.000,21212000.000,16005000.000,43459000.000,46209000.000,164546000.000,164412000.000,163114000.000,197809000.000,197796000.000,202864000.000,201714000.000,399312000.000,625911000.000,1760301000.000,1756628000.000
AvailableForSaleSecuritiesDebtMaturitiesAfterOneThroughFiveYearsFairValue,65828000.000,121204000.000,79896000.000,51977000.000,43230000.000,42082000.000,43791000.000,43139000.000,23522000.000,21951000.000,22016000.000,16617000.000,44086000.000,46952000.000,164995000.000,165340000.000,165027000.000,199557000.000,199712000.000,203235000.000,203128000.000,402100000.000,627585000.000,1750542000.000,1747311000.000
AvailableForSaleSecuritiesDebtMaturitiesAfterTenYearsAmortizedCost,407131000.000,278323000.000,258851000.000,254316000.000,254366000.000,206266000.000,183926000.000,182386000.000,181932000.000,181277000.000,181013000.000,174420000.000,170594000.000,164778000.000,163105000.000,162400000.000,162001000.000,160762000.000,159824000.000,159866000.000,159863000.000,157524000.000,128741000.000,128841000.000,75266000.000
AvailableForSaleSecuritiesDebtMaturitiesAfterTenYearsFairValue,424821000.000,271775000.000,229190000.000,221557000.000,230597000.000,187859000.000,170235000.000,175756000.000,181003000.000,178896000.000,179017000.000,177087000.000,177562000.000,174437000.000,173895000.000,165564000.000,162177000.000,166004000.000,164497000.000,159739000.000,151783000.000,151567000.000,111840000.000,112693000.000,63358000.000
AvailableForSaleSecuritiesDebtMaturitiesAmortizedCost,4854342000.000,4934501000.000,5545823000.000,6100686000.000,5774760000.000,5397760000.000,4980372000.000,4544125000.000,4178063000.000,2853349000.000,4453077000.000,4352885000.000,5952394000.000,7649887000.000,,,,,,,,,,,
AvailableForSaleSecuritiesDebtMaturitiesFairValue,4771549000.000,4784034000.000,,,,,,,,,,,,,,,,,,,,,,,
AvailableForSaleSecuritiesDebtMaturitiesSingleMaturityDate,,,,,,,,,,,234557000.000,231755000.000,237047000.000,234126000.000,355785000.000,341949000.000,339635000.000,378659000.000,376034000.000,472298000.000,365388000.000,563665000.000,849642000.000,2024701000.000,2021141000.000
AvailableForSaleSecuritiesDebtMaturitiesSingleMaturityDateAmortizedCostBasis,,,,,,,,,,,235393000.000,227982000.000,229211000.000,223509000.000,344332000.000,337748000.000,337446000.000,371608000.000,369198000.000,471808000.000,371809000.000,566408000.000,863845000.000,2049785000.000,2044402000.000
AvailableForSaleSecuritiesDebtMaturitiesWithinOneYearAmortizedCost,7437000.000,26403000.000,23908000.000,52096000.000,35769000.000,33314000.000,33460000.000,4918000.000,24442000.000,25043000.000,24886000.000,29839000.000,9830000.000,7513000.000,12359000.000,7412000.000,9059000.000,10418000.000,8282000.000,106349000.000,7504000.000,6147000.000,105225000.000,157954000.000,156211000.000
AvailableForSaleSecuritiesDebtMaturitiesWithinOneYearFairValue,7532000.000,26521000.000,23994000.000,52182000.000,35852000.000,33367000.000,33496000.000,4952000.000,24602000.000,25170000.000,24971000.000,30036000.000,9957000.000,7592000.000,12439000.000,7468000.000,9117000.000,10461000.000,8330000.000,106383000.000,7551000.000,6176000.000,105679000.000,158334000.000,156378000.000
