,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccountsPayableAndAccruedLiabilitiesCurrent,184796000.000,183723000.000,191382000.000,196667000.000,162153000.000,168311000.000,171048000.000,166000000.000,216279000.000,228022000.000,228296000.000,252277000.000,227041000.000,237438000.000,247762000.000,317566000.000,316149000.000,307591000.000,322271000.000,317675000.000,308576000.000,332859000.000,329446000.000,260107000.000,240586000.000
AccountsPayableTradeCurrent,,,,45800000.000,,,,46662000.000,,,,58200000.000,,,,49825000.000,,,,72689000.000,,,,49866000.000,
AccountsReceivableNetCurrent,277616000.000,253144000.000,260788000.000,271217000.000,257981000.000,250445000.000,239233000.000,252764000.000,232863000.000,233470000.000,220037000.000,244957000.000,239300000.000,246894000.000,292466000.000,248588000.000,226275000.000,229541000.000,250537000.000,234456000.000,208304000.000,221427000.000,222420000.000,229885000.000,213027000.000
AccrualForTaxesOtherThanIncomeTaxesCurrent,,,,,,,,,,,,24721000.000,,,,24522000.000,,,,24796000.000,,,,27707000.000,
AccruedIncomeTaxesCurrent,9903000.000,113000.000,106000.000,605000.000,13530000.000,94000.000,98000.000,102000.000,2352000.000,652000.000,964000.000,1243000.000,1859000.000,676000.000,889000.000,1368000.000,659000.000,1086000.000,1483000.000,1920000.000,2421000.000,1139000.000,1627000.000,2086000.000,2601000.000
AccruedInsuranceCurrent,,,,10353000.000,,,,10480000.000,,,,9658000.000,,,,8530000.000,,,,7911000.000,,,,8413000.000,
AccruedSalariesCurrent,,,,50169000.000,,,,42443000.000,,,,58810000.000,,,,58173000.000,,,,28871000.000,,,,29766000.000,
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,902384000.000,,,,999176000.000,,,,1080233000.000,,,,1151424000.000,,,,1193723000.000,,,1319452000.000,1352323000.000,1378224000.000
AdditionalPaidInCapitalCommonStock,1312796000.000,1290917000.000,1128807000.000,1129435000.000,1133300000.000,1137024000.000,1142271000.000,1146488000.000,1159512000.000,1711821000.000,1721497000.000,1725363000.000,1729807000.000,1734404000.000,1739240000.000,1748303000.000,1746727000.000,1752646000.000,1758386000.000,1762394000.000,1763685000.000,1768321000.000,1776504000.000,1780350000.000,1784532000.000
AdvancesToAffiliate,,,,4700000.000,,,,4800000.000,,,,4800000.000,,,,3700000.000,,,,3500000.000,,,,2900000.000,
AllowanceForDoubtfulAccountsReceivableCurrent,1531000.000,1357000.000,1395000.000,1218000.000,2053000.000,1318000.000,1155000.000,2578000.000,2138000.000,2127000.000,1112000.000,1265000.000,968000.000,968000.000,912000.000,748000.000,2269000.000,1407000.000,1370000.000,459000.000,1169000.000,1645000.000,414000.000,1580000.000,1619000.000
Assets,2932029000.000,2936348000.000,2932553000.000,3019631000.000,2971126000.000,2996002000.000,2967675000.000,2974742000.000,2936375000.000,2917160000.000,2968182000.000,3007425000.000,2969258000.000,2973494000.000,3101150000.000,3127191000.000,3159771000.000,3175166000.000,3250632000.000,3356018000.000,3273804000.000,3327750000.000,3285512000.000,3271604000.000,3240618000.000
AssetsCurrent,342397000.000,350404000.000,348690000.000,359429000.000,314026000.000,348011000.000,330241000.000,350742000.000,318601000.000,305730000.000,323280000.000,352734000.000,318516000.000,328867000.000,383813000.000,365985000.000,343178000.000,322482000.000,374568000.000,342058000.000,291761000.000,325265000.000,297893000.000,298824000.000,281582000.000
AssetsOfDisposalGroupIncludingDiscontinuedOperation,,2030000.000,2057000.000,1848000.000,16000.000,12000.000,12000.000,,,,566000.000,15000.000,,0.000,0.000,0.000,,,,0.000,,,,,
AssetsOfDisposalGroupIncludingDiscontinuedOperationCurrent,2135000.000,2030000.000,2057000.000,1848000.000,16000.000,12000.000,12000.000,,,,541000.000,15000.000,6000.000,,,,,,,,,,,,
AssetsOfDisposalGroupIncludingDiscontinuedOperationNoncurrent,0.000,,,,,,,,,,25000.000,,,,,,,,,,,,,,
