,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AdjustmentForAmortization,,,,,,7902000.000,7606000.000,,8488000.000,8211000.000,11529000.000,9030000.000,9189000.000
AllocatedShareBasedCompensationExpense,1506000.000,1940000.000,2172000.000,14382000.000,,,,,,,,,
AllowanceForDoubtfulAccountsReceivablePeriodIncreaseDecrease,1664000.000,,,,,,,,,,,,
AmortizationOfAcquisitionCosts,,,,,,23211000.000,31384000.000,,34130000.000,34018000.000,39430000.000,35847000.000,35181000.000
AmortizationOfFinancingCosts,1682000.000,,,,1536000.000,,,,1946000.000,,,,2475000.000
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,22000000.000,24000000.000,2000000.000,-47999000.000,1000000.000,1000000.000,1000000.000,-2000000.000,1000000.000,1000000.000,1000000.000,-2000000.000,3000000.000
BusinessCombinationAcquisitionRelatedCosts,,,,,,2053000.000,9350000.000,,108000.000,516000.000,90000.000,65000.000,0.000
BusinessCombinationProFormaInformationEarningsOrLossOfAcquireeSinceAcquisitionDateActual,,,,,,,1000000.000,,,,,,
BusinessCombinationProFormaInformationRevenueOfAcquireeSinceAcquisitionDateActual,,,,,,,96000000.000,,,,,,
CashAndCashEquivalentsPeriodIncreaseDecrease,-21880000.000,,,,302878000.000,,,,-209430000.000,,,,-76475000.000
CashProvidedByUsedInInvestingActivitiesDiscontinuedOperations,,,,,278834000.000,,,,0.000,,,,0.000
CashProvidedByUsedInOperatingActivitiesDiscontinuedOperations,-14057000.000,,,,-18156000.000,,,,-3880000.000,,,,-1846000.000
CommonStockDividendsPerShareCashPaid,,,,,0.090,0.090,,,0.130,,0.130,,0.140
CommonStockDividendsPerShareDeclared,,,,,,0.090,0.090,,0.130,0.130,0.130,,0.140
ComprehensiveIncomeNetOfTax,-576000.000,-4842000.000,36544000.000,18189000.000,207135000.000,32837000.000,144337000.000,133841000.000,105707000.000,75479000.000,51767000.000,-16055000.000,84100000.000
ComprehensiveIncomeNetOfTaxIncludingPortionAttributableToNoncontrollingInterest,170000.000,-4140000.000,37264000.000,18753000.000,207882000.000,33915000.000,145013000.000,134821000.000,106809000.000,76557000.000,52814000.000,-14905000.000,85406000.000
CostOfGoodsAndServicesSoldDepreciationAndAmortization,60807000.000,49087000.000,47252000.000,41263000.000,64667000.000,53079000.000,59334000.000,67455000.000,66507000.000,65372000.000,77397000.000,78077000.000,73697000.000
CostOfRevenue,489745000.000,444276000.000,465689000.000,342768000.000,468998000.000,461126000.000,509906000.000,504020000.000,554265000.000,556317000.000,593650000.000,583430000.000,607586000.000
DebtInstrumentPeriodicPayment,6000000.000,,,,,,,,,,,,
DebtIssuanceCosts,,,,,,,,,29000000.000,,,,
DeferredIncomeTaxExpenseBenefit,,,,,27388000.000,,,,30756000.000,,,,20296000.000
DefinedBenefitPlanAmortizationOfGainsLosses,,,,,,-1798000.000,-1761000.000,,,,,,
DefinedBenefitPlanAmortizationOfPriorServiceCostCredit,,,,,,-359000.000,-358000.000,,,,,,
DefinedBenefitPlanExpectedReturnOnPlanAssets,,,,,,5259000.000,5279000.000,,,,,,
DefinedBenefitPlanInterestCost,,,,,,4799000.000,4774000.000,,,,,,
DefinedBenefitPlanNetPeriodicBenefitCost,,,,,,979000.000,898000.000,,,,,,
DepreciationAndAmortization,85394000.000,73355000.000,71712000.000,59169000.000,90061000.000,76556000.000,88237000.000,96626000.000,96283000.000,98443000.000,109230000.000,110030000.000,105670000.000
DepreciationDepletionAndAmortization,,,,,,46244000.000,49247000.000,,53665000.000,56214000.000,58271000.000,65153000.000,61300000.000
DerivativeInstrumentsGainLossReclassificationFromAccumulatedOCIToIncomeEstimatedNetAmountToBeTransferred,,,,,-10000000.000,,,,3000000.000,,,,1000000.000
