,2013-07-31,2013-10-31,2014-01-31
AccountsPayableCurrent,2226.000,7028.000,10049.000
AccountsPayableRelatedPartiesCurrent,0.000,,
AccruedLiabilitiesCurrent,6251.000,7105.000,8680.000
AdditionalPaidInCapital,2190702.000,2190702.000,2236520.000
Assets,5010.000,895.000,435.000
AssetsCurrent,5010.000,895.000,435.000
Cash,4699.000,584.000,124.000
CashAndCashEquivalentsAtCarryingValue,4699.000,584.000,124.000
CommonStockParOrStatedValuePerShare,0.001,0.001,0.001
CommonStockSharesAuthorized,74000000.000,74000000.000,74000000.000
CommonStockSharesIssued,8798000.000,8799000.000,8981000.000
CommonStockSharesOutstanding,8798000.000,8799000.000,8981000.000
CommonStockValue,8798.000,8799.000,8981.000
ConvertibleNotesPayable,,16000.000,
ConvertibleNotesPayableCurrent,16000.000,8250.000,15000.000
DeferredTaxAssetsLiabilitiesNet,0.000,0.000,0.000
DeferredTaxAssetsOperatingLossCarryforwards,68747.000,76425.000,85557.000
DevelopmentStageEnterpriseDeficitAccumulatedDuringDevelopmentStage,-2240267.000,-2262848.000,-2334767.000
DueFromEmployeesCurrent,,311.000,311.000
DueFromRelatedPartiesCurrent,311.000,,
DueToRelatedPartiesCurrent,,,8250.000
InterestPayableCurrent,,1409.000,2172.000
Liabilities,45777.000,64242.000,89701.000
LiabilitiesAndStockholdersEquity,5010.000,895.000,435.000
NotesPayableCurrent,9800.000,,
NotesPayableRelatedPartiesClassifiedCurrent,3250.000,24450.000,45550.000
OperatingLeasesFutureMinimumPaymentsDueCurrent,,7105.000,8680.000
OperatingLossCarryforwardsValuationAllowance,-68747.000,-76425.000,-85557.000
SharesOutstanding,-40767.000,-63347.000,-89266.000
StockholdersEquity,-40767.000,-63347.000,-89266.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,-40767.000,-63347.000,-89266.000
