,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30
AccountsPayableCurrent,171463000.000,187419000.000,252030000.000,256757000.000,200788000.000,202483000.000,246756000.000,289032000.000,271007000.000,271027000.000,306200000.000,330329000.000,420022000.000,381280000.000,370314000.000,444077000.000,326133000.000,287323000.000,265407000.000,291550000.000,223307000.000,251654000.000,264782000.000,309978000.000,318143000.000,368422000.000
AccountsReceivableNetCurrent,149655000.000,131567000.000,124542000.000,153321000.000,131263000.000,105800000.000,126022000.000,205479000.000,219705000.000,237372000.000,186061000.000,235781000.000,329377000.000,235306000.000,199609000.000,306085000.000,237067000.000,150390000.000,147229000.000,176957000.000,149517000.000,170268000.000,189416000.000,341628000.000,278981000.000,310975000.000
AccrualForEnvironmentalLossContingencies,,,,1700000.000,,,,2200000.000,,,,600000.000,,,,1300000.000,,,,,,,,,,
AccrualForTaxesOtherThanIncomeTaxesCurrent,,,,,,,,37048000.000,,,,39073000.000,,,,52035000.000,,,,44925000.000,,,,56874000.000,,
AccumulatedDeferredInvestmentTaxCredit,,,,-1467000.000,,,,-1043000.000,,,,,,,,,,,,,,,,,,
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,1847093000.000,1849063000.000,1907848000.000,1962404000.000,2061351000.000,2167508000.000,2288586000.000,2424605000.000,2567762000.000,2729035000.000,2897981000.000,2728374000.000,2876431000.000,3024600000.000,3174022000.000,3531337000.000,3720366000.000,3906192000.000,4091834000.000,4163528000.000,4379182000.000,4597653000.000,4830265000.000,5054559000.000,5280921000.000,5512037000.000
AccumulatedOtherComprehensiveIncomeLossAvailableForSaleSecuritiesAdjustmentNetOfTax,2925000.000,,,,,,,,,,,,,,,,,,,,,,,,,
AccumulatedOtherComprehensiveIncomeLossCumulativeChangesInNetGainLossFromCashFlowHedgesEffectNetOfTax,52338000.000,75702000.000,125006000.000,232066000.000,,,,138188000.000,,,,61699000.000,,,,217121000.000,,,,,,,,,,
AccumulatedOtherComprehensiveIncomeLossDefinedBenefitPensionAndOtherPostretirementPlansNetOfTax,31394000.000,30982000.000,30570000.000,36280000.000,,,,37365000.000,,,,15864000.000,,,,16640000.000,,,,,,,,,,
AccumulatedOtherComprehensiveIncomeLossNetOfTax,23869000.000,44720000.000,94436000.000,188141000.000,251028000.000,180695000.000,82736000.000,99547000.000,21582000.000,84993000.000,77175000.000,44703000.000,22984000.000,3889000.000,21920000.000,199494000.000,158981000.000,116638000.000,77530000.000,46378000.000,34203000.000,27921000.000,13299000.000,2042000.000,1266000.000,-293000.000
AdditionalCollateralAggregateFairValue,7000000.000,4600000.000,2300000.000,2200000.000,2000000.000,1700000.000,1500000.000,1400000.000,1600000.000,700000.000,300000.000,,,,,900000.000,3500000.000,,,,,,,,,
AllowanceForDoubtfulAccountsReceivableCurrent,21152000.000,18180000.000,14913000.000,16371000.000,16769000.000,12429000.000,10684000.000,12586000.000,14696000.000,13189000.000,10104000.000,5171000.000,6865000.000,6139000.000,6977000.000,5311000.000,4775000.000,3658000.000,2685000.000,3018000.000,3177000.000,3619000.000,4231000.000,6923000.000,5315000.000,5961000.000
AssetRetirementObligation,,,,104760000.000,,,,110779000.000,,,,116045000.000,,,,140086000.000,,,,168142000.000,,,,243600000.000,,
Assets,7036772000.000,7293089000.000,7720194000.000,8772719000.000,8858989000.000,8748171000.000,8997700000.000,8849862000.000,8802484000.000,9054275000.000,9682252000.000,9792053000.000,10246306000.000,11385936000.000,11763652000.000,12064900000.000,13066318000.000,13572330000.000,13740106000.000,13976172000.000,14049625000.000,14783186000.000,14889984000.000,15472922000.000,15646614000.000,15724011000.000
AssetsCurrent,615436000.000,799385000.000,968893000.000,1690134000.000,1604630000.000,1213553000.000,1227927000.000,852845000.000,657084000.000,577408000.000,933291000.000,1255425000.000,1370173000.000,1964177000.000,1859218000.000,1904323000.000,2522485000.000,2490307000.000,2262821000.000,2251019000.000,2156358000.000,2613889000.000,2146069000.000,1828219000.000,1251953000.000,996853000.000
AssetsHeldForSaleCurrent,,201852000.000,,,,,,,,,,,,,,,,,,,,,,,,
AvailableForSaleSecuritiesNoncurrent,15943000.000,,,,,,,,,,,,,,,,,,,,,,,,,
BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedCurrentLiabilities,,,,,,,,,,,,,,,,,,,,,,,,14300000.000,,
BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedCurrentLiabilitiesLongTermDebt,,,,,,,,,,,,,,,,,,,,,,,,5100000.000,,
BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedDeferredTaxLiabilities,,,,,,,,,,,,,,,,,,,,,,,,63400000.000,,
BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedNoncurrentLiabilities,,,,,,,,,,,,,,,,,,,,,,,,11100000.000,,
BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedOtherNoncurrentAssets,,,,,,,,,,,,,,,,,,,,,,,,1200000.000,,
BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedPropertyPlantAndEquipment,,,,,,,,,,,,,,,,,,,,,,,,1138800000.000,,
CapitalizedCostsAccumulatedDepreciationDepletionAmortizationAndValuationAllowanceForRelatingToOilAndGasProducingActivities,,,,1177526000.000,,,,1572775000.000,,,,2134953000.000,,,,2874257000.000,,,,3425618000.000,,,,4217154000.000,,
CapitalizedCostsOilAndGasProducingActivitiesGross,,,,5772083000.000,,,,6750343000.000,,,,8152951000.000,,,,10263547000.000,,,,11816769000.000,,,,13878659000.000,,
CapitalizedCostsOilAndGasProducingActivitiesNet,,,,4594557000.000,,,,5177568000.000,,,,6017998000.000,,,,7389290000.000,,,,8391151000.000,,,,9661505000.000,,
CapitalizedCostsProvedProperties,,,,,,,,,,,,,,,,,,,,10918499000.000,,,,12179833000.000,,
CapitalizedCostsUncompletedWellsEquipmentAndFacilities,,,,,,,,,,,,0.000,,,,,,,,,,,,,,
CapitalizedCostsUnprovedProperties,,,,358800000.000,,,,385600000.000,,,,450200000.000,,,,,,,,898270000.000,,,,1698826000.000,,
CapitalizedExploratoryWellCosts,,,,,,,,,,,,,,,,9000000.000,,,,0.000,,,,5100000.000,,
