,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30
AccountsAndOtherReceivablesNetCurrent,,104326000.000,113424000.000,112014000.000,112023000.000,117337000.000,117570000.000,103258000.000,109036000.000,109828000.000,156138000.000,125179000.000,107036000.000,131551000.000,112825000.000,132573000.000,68713000.000,69047000.000,60053000.000,48596000.000,25038000.000,21914000.000,19457000.000,23622000.000,29429000.000,37396000.000
AccountsPayableCurrent,21797000.000,19635000.000,24743000.000,38192000.000,27986000.000,20101000.000,12440000.000,20078000.000,18820000.000,15333000.000,22674000.000,24570000.000,23985000.000,29796000.000,30776000.000,22922000.000,13028000.000,13334000.000,10936000.000,10709000.000,6733000.000,4921000.000,2673000.000,7782000.000,6298000.000,8967000.000
AccruedIncomeTaxesCurrent,12752000.000,,,,8167000.000,1233000.000,4727000.000,727000.000,7107000.000,,2185000.000,,6367000.000,,,,,,,139000.000,,,,,,
AccruedLiabilitiesCurrent,25205000.000,,,,,,,,,,,,,,,,,,,,,,,,,
AccruedUtilitiesCurrent,,,,3704000.000,,,,3707000.000,,,,3577000.000,,,,3714000.000,1768000.000,1602000.000,2103000.000,2414000.000,1729000.000,1310000.000,1112000.000,1169000.000,,
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,177601000.000,185614000.000,192226000.000,201924000.000,213516000.000,220673000.000,230513000.000,240586000.000,250675000.000,260373000.000,272163000.000,283345000.000,291762000.000,304243000.000,313197000.000,303888000.000,314271000.000,328120000.000,338792000.000,349900000.000,362450000.000,374792000.000,386741000.000,398898000.000,410914000.000,420777000.000
AccumulatedOtherComprehensiveIncomeLossForeignCurrencyTranslationAdjustmentNetOfTax,-518000.000,327000.000,-3875000.000,,-725000.000,-4626000.000,-2786000.000,-1940000.000,-2392000.000,-3713000.000,-3053000.000,-3261000.000,-6339000.000,-4571000.000,-12712000.000,-22969000.000,-23371000.000,-22406000.000,-26694000.000,-37702000.000,-36259000.000,-35132000.000,-34869000.000,-34326000.000,-32622000.000,-33649000.000
AccumulatedOtherComprehensiveIncomeLossNetOfTax,,327000.000,-3875000.000,-3865000.000,,,,,,,,,,,,,,,,,,,,,,
AdditionalPaidInCapitalCommonStock,59895000.000,61133000.000,55449000.000,56539000.000,53665000.000,55032000.000,56071000.000,57364000.000,56087000.000,54329000.000,55533000.000,56782000.000,55052000.000,57267000.000,57684000.000,59297000.000,59937000.000,62116000.000,63728000.000,65067000.000,67311000.000,69137000.000,116076000.000,117192000.000,122511000.000,123899000.000
AllowanceForDoubtfulAccountsReceivableCurrent,,,,1933000.000,,,,1844000.000,,,,2083000.000,,,,1842000.000,,,,2688000.000,,,,2804000.000,,
Assets,640499000.000,662578000.000,694317000.000,740865000.000,751384000.000,763276000.000,786731000.000,808878000.000,815918000.000,813972000.000,860554000.000,878951000.000,882727000.000,905361000.000,909517000.000,934226000.000,939513000.000,944699000.000,913348000.000,836369000.000,759523000.000,742678000.000,752974000.000,723457000.000,691303000.000,672658000.000
AssetsCurrent,265188000.000,278955000.000,297122000.000,302565000.000,295162000.000,297738000.000,318128000.000,349917000.000,356275000.000,350058000.000,378262000.000,371382000.000,348311000.000,331351000.000,310765000.000,337611000.000,327585000.000,337197000.000,309664000.000,285277000.000,216070000.000,211344000.000,235388000.000,217223000.000,189205000.000,182683000.000
AssetsFairValueDisclosure,,,,,,,,,,,,,,,,,0.000,0.000,0.000,,0.000,0.000,0.000,,,
BuildingsAndImprovementsGross,57965000.000,58258000.000,65787000.000,67120000.000,70411000.000,70798000.000,71563000.000,67866000.000,67836000.000,68856000.000,70256000.000,72702000.000,72425000.000,77694000.000,77082000.000,74911000.000,75263000.000,76725000.000,75961000.000,83500000.000,86910000.000,87132000.000,87193000.000,87318000.000,87713000.000,87470000.000
CashAndCashEquivalentsAtCarryingValue,54359000.000,53250000.000,39677000.000,41270000.000,32033000.000,34866000.000,52021000.000,90635000.000,83797000.000,76023000.000,73757000.000,94250000.000,86098000.000,46379000.000,30104000.000,24298000.000,96143000.000,106584000.000,90694000.000,78866000.000,41462000.000,80723000.000,107999000.000,91680000.000,55591000.000,39361000.000
CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalents,,,,,,,,,,,,,,,,,,,,,,,,,,50627000.000
CommonStockParOrStatedValuePerShare,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010
CommonStockSharesAuthorized,40000000.000,40000000.000,40000000.000,40000000.000,40000000.000,80000000.000,80000000.000,80000000.000,80000000.000,80000000.000,80000000.000,80000000.000,80000000.000,80000000.000,80000000.000,80000000.000,80000000.000,80000000.000,80000000.000,80000000.000,80000000.000,80000000.000,80000000.000,80000000.000,80000000.000,80000000.000
