,2011-01-30,2011-05-01,2011-07-31,2011-10-30,2012-01-29,2012-04-29,2012-07-29,2012-10-28,2013-05-05,2013-08-04,2014-02-02,2014-05-04,2014-08-03,2014-11-02,2015-02-01,2015-05-03,2015-08-02,2015-11-01
AllocatedShareBasedCompensationExpense,,,11000000.000,,11000000.000,13000000.000,15000000.000,14000000.000,17000000.000,20000000.000,24000000.000,30000000.000,50000000.000,49000000.000,49000000.000,57000000.000,63000000.000,63000000.000
AmortizationOfDebtDiscountPremium,,,,,,,,,,,,,3000000.000,,,,,
AmortizationOfFinancingCostsAndDiscounts,0.000,,,,,,,,,,,,,,7000000.000,,,
AmortizationOfIntangibleAssets,6000000.000,5000000.000,5000000.000,6000000.000,5000000.000,5000000.000,6000000.000,5000000.000,6000000.000,6000000.000,7000000.000,8000000.000,91000000.000,91000000.000,59000000.000,59000000.000,68000000.000,63000000.000
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,,,1000000.000,,2000000.000,1000000.000,2000000.000,-3000000.000,2000000.000,2000000.000,1000000.000,1000000.000,2000000.000,-3000000.000,,,,
CapitalExpendituresIncurredButNotYetPaid,,,,,23000000.000,,,,,,34000000.000,43000000.000,57000000.000,-89000000.000,55000000.000,49000000.000,43000000.000,-69000000.000
CashAndCashEquivalentsPeriodIncreaseDecrease,-198000000.000,,,,-10000000.000,,,,,,127000000.000,,,,965000000.000,,,
CommonStockDividendsPerShareCashPaid,,,0.090,,0.120,0.130,0.150,,0.190,0.210,0.250,0.270,0.290,0.320,0.350,0.380,0.400,0.420
CommonStockDividendsPerShareDeclared,,0.080,0.090,,0.120,0.130,0.150,0.160,0.190,0.210,0.250,0.270,0.290,0.320,0.350,0.380,0.400,0.420
ComprehensiveIncomeNetOfTax,,,,,,,,,115000000.000,147000000.000,133000000.000,158000000.000,-164000000.000,92000000.000,352000000.000,344000000.000,240000000.000,405000000.000
CostOfGoodsSold,279000000.000,285000000.000,306000000.000,319000000.000,293000000.000,299000000.000,311000000.000,319000000.000,290000000.000,340000000.000,370000000.000,344000000.000,876000000.000,802000000.000,809000000.000,768000000.000,851000000.000,843000000.000
CostOfGoodsSoldAmortization,14000000.000,14000000.000,14000000.000,14000000.000,14000000.000,14000000.000,14000000.000,14000000.000,14000000.000,14000000.000,18000000.000,18000000.000,105000000.000,108000000.000,113000000.000,113000000.000,129000000.000,129000000.000
CostmethodInvestmentsOtherThanTemporaryImpairment,,,,,,,,,,,,,8000000.000,,,,,
DebtInstrumentBasisSpreadOnVariableRate1,,,,,,,,,,,,,0.010,,,,,
DebtInstrumentConvertibleConversionRatio1,,,,,,,,,,,,,20.822,,,,,
DebtInstrumentConvertibleThresholdPercentageOfStockPriceTrigger,,,,,,,,,,,,,1.500,,,,,
