,2011-06-30,2012-06-30
AdjustmentForAmortization,475374.000,
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationAndExerciseOfStockOptions,860504.000,403059.000
AdjustmentsToReconcileNetIncomeLossToCashProvidedByUsedInOperatingActivities,1165534.000,683552.000
CashAndCashEquivalentsPeriodIncreaseDecrease,-681.000,-132.000
DepreciationAndAmortization,618.000,
DepreciationNonproduction,618.000,
EarningsPerShareBasicAndDiluted,-0.020,-0.010
GainLossOnDispositionOfAssets,-809.000,
GeneralAndAdministrativeExpense,7940.000,291.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,-1206315.000,-683684.000
IncomeLossFromContinuingOperationsIncludingPortionAttributableToNoncontrollingInterest,-1206315.000,-619684.000
IncomeLossFromContinuingOperationsPerBasicAndDilutedShare,-1206315.000,-619684.000
IncreaseDecreaseInAccountsPayable,35014.000,6168.000
IncreaseDecreaseInAccruedInterestReceivableNet,24107.000,25415.000
IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,7233.000,1099.000
InvestmentIncomeInvestmentExpense,-24574.000,25968.000
NetCashProvidedByUsedInFinancingActivities,40100.000,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,40100.000,
NetCashProvidedByUsedInOperatingActivities,-40781.000,-132.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,-40781.000,-132.000
OperatingExpenses,1180932.000,657715.000
OperatingIncomeLoss,-1180932.000,-657715.000
ProceedsFromRepaymentsOfNotesPayable,37000.000,
ProceedsFromRepaymentsOfRelatedPartyDebt,-38979.000,
ProfessionalFees,102508.000,37089.000
ProfitLoss,-1206315.000,-619684.000
ResearchAndDevelopmentExpense,107.000,
WeightedAverageNumberOfSharesOutstandingBasic,67893000.000,67893000.000
