,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30
AccountsPayableCurrent,4546000.000,5547000.000,6059000.000,7254000.000,7800000.000,5800000.000,5600000.000,10100000.000,6000000.000,5400000.000,7300000.000,8000000.000,10000000.000,5500000.000,5900000.000
AccountsReceivableNetCurrent,258208000.000,242061000.000,247985000.000,247131000.000,259900000.000,242000000.000,236700000.000,249100000.000,262400000.000,269400000.000,252000000.000,252900000.000,287600000.000,289800000.000,271900000.000
AccruedLiabilitiesCurrent,321400000.000,391139000.000,321358000.000,297826000.000,375800000.000,277800000.000,244700000.000,327400000.000,345200000.000,225100000.000,205500000.000,267700000.000,275000000.000,272800000.000,251100000.000
AccruedParticipationLiabilitiesDueInNextOperatingCycle,26300000.000,120458000.000,79352000.000,,74800000.000,56600000.000,31300000.000,59600000.000,40800000.000,0.000,0.000,,,,
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,96421000.000,100059000.000,103502000.000,106404000.000,110700000.000,115000000.000,119300000.000,123400000.000,127800000.000,132100000.000,136200000.000,134500000.000,137400000.000,142300000.000,143800000.000
AccumulatedOtherComprehensiveIncomeLossForeignCurrencyTranslationAdjustmentNetOfTax,,,,-4300000.000,,,,-2300000.000,,,,-1500000.000,,,
AllowanceForDoubtfulAccountsReceivableCurrent,30198000.000,37719000.000,39239000.000,32808000.000,32100000.000,27600000.000,29500000.000,41900000.000,26600000.000,27000000.000,27200000.000,35200000.000,21700000.000,18400000.000,20600000.000
Assets,1498199000.000,1555144000.000,1493305000.000,1449998000.000,1559900000.000,1484600000.000,1499900000.000,1573200000.000,1687500000.000,1682700000.000,1616500000.000,1564200000.000,1655500000.000,1640500000.000,1575600000.000
AssetsCurrent,696031000.000,756867000.000,711337000.000,639125000.000,725500000.000,647700000.000,642800000.000,637000000.000,677300000.000,718500000.000,672100000.000,669800000.000,744300000.000,738800000.000,706200000.000
CapitalLeaseObligations,,,,,,,,,,,,,63400000.000,62000000.000,60600000.000
CapitalLeasesFutureMinimumPaymentsInterestIncludedInPayments,,,,59725000.000,,,,55100000.000,,,,50800000.000,,,
