,2015-05-31,2015-08-31,2015-11-30,2016-02-29,2016-05-31,2016-08-31,2016-11-30,2017-02-28,2017-05-31
AccountsPayableAndAccruedLiabilitiesCurrent,,,,,,21433.000,38079.000,16144.000,150.000
AccountsPayableCurrent,3638.000,12371.000,16007.000,25757.000,34075.000,,,,
AccumulatedOtherComprehensiveIncomeLossNetOfTax,50.000,,,,,,,,
AdditionalPaidInCapital,,,,,,,,,103010.000
AdditionalPaidInCapitalCommonStock,17080.000,17080.000,37319.000,50345.000,50345.000,50345.000,50345.000,50345.000,
Assets,17909.000,18470.000,40835.000,55712.000,54488.000,31148.000,42168.000,29061.000,23006.000
AssetsCurrent,17909.000,18470.000,40835.000,55712.000,54488.000,31148.000,42168.000,29061.000,23006.000
CashAndCashEquivalentsAtCarryingValue,13609.000,14687.000,32885.000,46762.000,46422.000,15606.000,20966.000,8699.000,5132.000
CommonStockParOrStatedValuePerShare,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
CommonStockSharesAuthorized,125000000.000,125000000.000,125000000.000,125000000.000,125000000.000,125000000.000,125000000.000,125000000.000,125000000.000
CommonStockSharesIssued,16770000.000,16770000.000,19018843.000,20466050.000,20466050.000,20466050.000,20466050.000,20466050.000,20466050.000
CommonStockSharesOutstanding,16770000.000,16770000.000,19018843.000,20466050.000,20466050.000,20466050.000,20466050.000,20466050.000,20466050.000
CommonStockValue,16770.000,16770.000,19019.000,20466.000,20466.000,20466.000,20466.000,20466.000,20466.000
DeferredTaxAssetsOperatingLossCarryforwards,6673.000,9435.000,10713.000,13891.000,,,22685.000,,
DeferredTaxAssetsValuationAllowance,,,,,,,-22685.000,,
DueFromRelatedPartiesCurrent,3700.000,,,,,,,,
DueToRelatedPartiesCurrent,,,,,,,,30000.000,0.000
InventoryNet,600.000,3783.000,7950.000,7950.000,7916.000,12767.000,19267.000,19267.000,17874.000
Liabilities,3638.000,12371.000,16007.000,25757.000,34075.000,21433.000,38079.000,46144.000,150.000
LiabilitiesAndStockholdersEquity,17909.000,18470.000,40835.000,55712.000,54488.000,31148.000,42168.000,29061.000,23006.000
LiabilitiesCurrent,3638.000,12371.000,16007.000,25757.000,34075.000,21433.000,38079.000,46144.000,150.000
OperatingLossCarryforwards,19629.000,27751.000,31510.000,40856.000,,,66722.000,,
OperatingLossCarryforwardsValuationAllowance,6673.000,9435.000,10713.000,13891.000,,,,,
PreferredStockParOrStatedValuePerShare,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
PreferredStockSharesAuthorized,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000
PreferredStockSharesIssued,,,0.000,0.000,0.000,0.000,0.000,0.000,0.000
PreferredStockSharesOutstanding,,,0.000,0.000,0.000,0.000,0.000,0.000,0.000
PrepaidExpenseAndOtherAssetsCurrent,,,,1000.000,150.000,2775.000,1935.000,1095.000,
RetainedEarningsAccumulatedDeficit,-19629.000,-27751.000,-31510.000,-40856.000,-50398.000,-61096.000,-66722.000,-87894.000,-100620.000
SharesIssuedPricePerShare,,,0.010,,,,,,
StockholdersEquity,14271.000,6099.000,24828.000,29955.000,20413.000,9715.000,4089.000,-17083.000,22856.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,14271.000,6099.000,24828.000,29955.000,20413.000,9715.000,4089.000,-17083.000,22856.000
