,2012-02-29,2012-05-31,2012-08-31,2012-11-30,2013-02-28,2013-05-31,2013-08-31,2013-11-30,2014-02-28,2014-05-31,2014-08-31,2014-11-30,2015-02-28,2015-05-31,2015-08-31,2015-11-30,2016-03-31,2016-06-30,2016-09-30
AccountsPayableAndOtherAccruedLiabilitiesCurrent,,,,,,,,,,,,,,,,,,,620765.000
AccountsPayableRelatedParties,,,,243.000,,,,,,,,,,,,,,,
AccountsReceivableNet,,,,,,,,,,,,,,,,,50253.000,119256.000,12488.000
AccruedLiabilities,,141.000,141.000,141.000,,,,,,,,,,,,,,,
AccruedLiabilitiesCurrent,,,,,141.000,,,3143.000,4963.000,6011.000,2813.000,3282.000,3750.000,4899.000,5368.000,11500.000,444055.000,961303.000,
AccruedLiabilitiesCurrentAndNoncurrent,,,,,,1048.000,2346.000,,,,,,,,,,,,
AdditionalPaidInCapital,6703.000,9349.000,9999.000,10649.000,15783.000,17474.000,18724.000,18974.000,18974.000,19074.000,22741.000,22741.000,22741.000,22741.000,22741.000,26430.000,10643865.000,10959599.000,11951815.000
Assets,0.000,,,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,452105.000,153817.000,48330.000
AssetsCurrent,,,,,,,,,,,,,,,,,437854.000,138040.000,31938.000
Cash,0.000,,,,0.000,,,,,,,,,,,,378197.000,9380.000,2666.000
CashAndCashEquivalentsAtCarryingValue,,,,,0.000,,,,,,,,,,,,,,
CashEquivalentsAtCarryingValue,0.000,,,,,,,,,,,,,,,,,,
CommonStockParOrStatedValuePerShare,1.000,1.000,1.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
CommonStockSharesAuthorized,,,,,,500000000.000,500000000.000,500000000.000,500000000.000,500000000.000,500000000.000,500000000.000,500000000.000,500000000.000,500000000.000,500000000.000,500000000.000,500000000.000,500000000.000
CommonStockSharesIssued,,,,,,10000.000,10000.000,10000.000,10000.000,10000.000,10000.000,10000.000,10000.000,10000.000,10000.000,10000.000,30782521.000,31425021.000,34186572.000
