,2016-03-31,2016-06-30,2016-12-31,2017-03-31
AccountsPayableAndAccruedLiabilitiesCurrent,,,573827.000,1144278.000
AccruedLiabilitiesCurrent,,2.000,106413.000,61069.000
AccumulatedOtherComprehensiveIncomeLossNetOfTax,-107.000,15664.000,-104357.000,-58678.000
AdditionalPaidInCapital,2998.000,2998.000,65116.000,65116.000
Assets,42090.000,388781.000,3228902.000,3288040.000
AssetsCurrent,24618.000,370702.000,2699155.000,2574763.000
CashAndCashEquivalentsAtCarryingValue,24618.000,320532.000,2646855.000,2488136.000
CommonStockParOrStatedValuePerShare,0.000,0.000,0.000,0.000
CommonStockSharesAuthorized,500000000.000,500000000.000,500000000.000,500000000.000
CommonStockSharesIssued,20000000.000,20000000.000,27596000.000,27596000.000
CommonStockSharesOutstanding,20000000.000,20000000.000,27596000.000,27596000.000
CommonStockValue,2000.000,2000.000,2760.000,2760.000
DeferredIncomeTaxAssetsNet,,,21848.000,22537.000
FixturesAndEquipmentGross,17768.000,19370.000,,
Liabilities,46719.000,179150.000,1867962.000,1445933.000
LiabilitiesAndStockholdersEquity,42090.000,388781.000,3228902.000,3288040.000
LiabilitiesCurrent,46719.000,179150.000,1867962.000,1445933.000
LoansAndLeasesReceivableOther,46719.000,67761.000,,
MachineryAndEquipmentGross,17472.000,18079.000,,
PreferredStockParOrStatedValuePerShare,0.000,0.000,0.000,0.000
PreferredStockSharesAuthorized,20000000.000,20000000.000,20000000.000,20000000.000
PreferredStockSharesIssued,0.000,0.000,0.000,0.000
PreferredStockSharesOutstanding,0.000,0.000,0.000,0.000
PrepaidExpenseAndOtherAssets,,,30452.000,64090.000
PropertyPlantAndEquipmentGross,,,529747.000,713277.000
RealEstateInvestmentPropertyAccumulatedDepreciation,-296.000,-1291.000,,
ReceivablesNetCurrent,,50170.000,,
RetainedEarningsAccumulatedDeficit,-9520.000,188969.000,1397421.000,1832909.000
StockholdersEquity,-4629.000,209631.000,1360940.000,1842107.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,-4629.000,209631.000,1360940.000,1842107.000
TaxesPayableCurrent,,111387.000,1187722.000,240586.000
