,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-11-13,2015-12-31
AccountsPayableAndAccruedLiabilitiesCurrent,,,,,,,,64798.000,77668.000,,,,,,,,,
AccountsPayableCurrent,12598.000,50702.000,170234.000,17332.000,34119.000,3117.000,28234.000,64798.000,77668.000,42442.000,375562.000,340995.000,342696.000,480705.000,334778.000,351381.000,,316047.000
AccountsPayableRelatedPartiesCurrent,,,,220544.000,313645.000,339543.000,412615.000,511735.000,603503.000,700596.000,1147446.000,1221593.000,1295558.000,1364322.000,1508955.000,1697737.000,,2069902.000
AccountsReceivableNet,,,,,,,,,,,250000.000,120000.000,200000.000,140000.000,0.000,0.000,,0.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,,,,,135966.000,176175.000,216384.000,258652.000,298861.000,337302.000,375744.000,414185.000,452627.000,,529018.000
AdditionalPaidInCapital,6916963.000,6943330.000,6961350.000,7177585.000,7226067.000,7226067.000,8493178.000,9294814.000,9339514.000,9342975.000,11141229.000,11399938.000,11668525.000,11685552.000,11753473.000,11834099.000,,11941626.000
Assets,2014647.000,1797719.000,1645605.000,1587985.000,1917337.000,2176464.000,2025311.000,1981826.000,1873452.000,1775513.000,1911252.000,1805020.000,2172519.000,1684116.000,1399546.000,1350202.000,,1252800.000
AssetsCurrent,1056156.000,808683.000,470599.000,420348.000,723769.000,990512.000,761180.000,761580.000,705181.000,659216.000,845801.000,791558.000,1209278.000,771096.000,536747.000,537625.000,,530833.000
CashAndCashEquivalentsAtCarryingValue,932734.000,686256.000,404331.000,328459.000,231482.000,445049.000,75508.000,80590.000,54880.000,18719.000,11112.000,90869.000,301839.000,48444.000,9784.000,10662.000,,3870.000
CashUninsuredAmount,,,,167000.000,78467.000,129274.000,,,,,,,,,,,,
CommonStockSharesAuthorized,150000000.000,150000000.000,150000000.000,150000000.000,150000000.000,150000000.000,150000000.000,150000000.000,150000000.000,150000000.000,150000000.000,150000000.000,150000000.000,150000000.000,150000000.000,150000000.000,,150000000.000
CommonStockSharesIssued,31662190.000,31662190.000,47662190.000,48222190.000,48334690.000,48334690.000,50401940.000,52089940.000,52089940.000,52089940.000,58404734.000,58424734.000,58424734.000,58424734.000,60206655.000,60206655.000,,60206655.000
CommonStockValue,31662.000,31662.000,47662.000,48222.000,48335.000,48335.000,50402.000,52090.000,52090.000,52090.000,58404.000,58424.000,58424.000,58424.000,60206.000,60206.000,,60206.000
ConvertibleNotesPayable,,,,,,,,35478.000,55299.000,94202.000,35861.000,106516.000,0.000,0.000,0.000,,,
ConvertibleNotesPayableCurrent,,,,,,,,63000.000,127000.000,127500.000,83500.000,83500.000,0.000,0.000,0.000,,,
CustomerAdvancesAndDeposits,,,,,500000.000,570000.000,570000.000,,70000.000,70000.000,0.000,,450000.000,5832.000,5832.000,5832.000,,5832.000
DebtInstrumentUnamortizedDiscountPremiumNet,,,,,,,,27522.000,71701.000,36666.000,48849.000,,,,0.000,,,
DeferredRevenue,,,,,,,63754.000,133754.000,0.000,0.000,0.000,,80000.000,37500.000,,,,
DeferredTaxAssetsOperatingLossCarryforwards,,,,,,,,,,,10941250.000,,,,12396156.000,,,
DueFromAffiliateCurrent,111122.000,109952.000,63193.000,81889.000,82287.000,85463.000,54418.000,55241.000,55612.000,55808.000,0.000,,,,,,,
FurnitureAndFixturesGross,,,,,,,,2954.000,2954.000,2954.000,5013.000,5013.000,5013.000,5013.000,5013.000,5013.000,,5013.000
IntangibleAssetsCurrent,,,,,,,,,,,,,,,0.000,0.000,,0.000
IntangibleAssetsNetExcludingGoodwill,759652.000,759651.000,759651.000,759651.000,790244.000,790244.000,818427.000,814750.000,802984.000,791219.000,780582.000,768802.000,757022.000,745243.000,733463.000,721683.000,,707464.000
InterestAndDividendsPayableCurrent,,,,,,,,,,3368.000,1210.000,23016.000,0.000,0.000,0.000,,,
InterestPayableCurrent,,,,,,,,21229.000,30797.000,,,,,,,,,
InterestPayableCurrentAndNoncurrent,,,,,,,,,30000.000,40000.000,60000.000,60000.000,60000.000,60000.000,69101.000,69101.000,,69101.000
InventoryGross,,,,,,,,,,,42580.000,42580.000,42580.000,42580.000,0.000,0.000,,0.000
InventoryNet,,,,,,,,,42580.000,42580.000,0.000,0.000,,,,,,
LiabilitiesAndStockholdersEquity,2014647.000,1797719.000,1645605.000,1587985.000,1917337.000,2176464.000,2025311.000,1981826.000,1873452.000,1775513.000,1911252.000,1805020.000,2172519.000,1684116.000,1399546.000,1350202.000,,1252800.000
LiabilitiesCurrent,12598.000,50702.000,170234.000,237876.000,847764.000,1412660.000,1574603.000,1417249.000,1554311.000,1738441.000,1652869.000,1729104.000,2228254.000,1948359.000,1982023.000,2188358.000,,2527090.000
LoansPayable,,,,,,,,108382.000,152125.000,195485.000,0.000,,,,63357.000,,,
LoansPayableCurrent,,,,,,,,63102.000,95716.000,95716.000,0.000,,,,,,,
MachineryAndEquipmentGross,,,,,,,,391118.000,391118.000,391118.000,391118.000,391118.000,391118.000,391118.000,391118.000,391118.000,,391118.000
NotesPayable,,,,,,500000.000,500000.000,500000.000,500000.000,540000.000,94000.000,60000.000,60000.000,60000.000,132458.000,133408.000,,135309.000
OperatingLossCarryforwards,,,,,,,,,,,3972768.000,,,,4501044.000,,,
OperatingLossCarryforwardsValuationAllowance,,,,,,,,,,,-3972768.000,,,,-4501044.000,,,
PreferredStockSharesAuthorized,10000.000,10000.000,10000.000,10000.000,10000.000,10000.000,10000.000,10000.000,10000.000,10000.000,10000.000,10000.000,10000.000,10000.000,10000.000,10000.000,,10000.000
PreferredStockSharesIssued,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,0.000
PreferredStockValue,,,,,,,,,,,,,,,0.000,0.000,,0.000
PrepaidExpenseAndOtherAssets,12300.000,12475.000,3075.000,10000.000,410000.000,460000.000,631254.000,625749.000,552109.000,542109.000,584689.000,580689.000,707439.000,582652.000,526963.000,526963.000,,526963.000
PrepaidExpenseCurrent,,,,,,,,6790.000,6904.000,6904.000,6904.000,6904.000,6904.000,6904.000,0.000,0.000,,0.000
PropertyPlantAndEquipmentGross,,,,,,,,541462.000,541462.000,541462.000,543521.000,543521.000,543521.000,543521.000,543521.000,543521.000,,543521.000
PropertyPlantAndEquipmentNet,198839.000,229385.000,415355.000,407986.000,403324.000,395708.000,445704.000,405496.000,365287.000,325078.000,284869.000,244660.000,206219.000,167777.000,129336.000,90894.000,,14503.000
PropertyPlantAndEquipmentOtherNet,,,,,,,,147390.000,147390.000,147390.000,147390.000,147390.000,147390.000,147390.000,147390.000,147390.000,,147390.000
RetainedEarningsAccumulatedDeficit,-4946576.000,-5227975.000,-5533641.000,-5875698.000,-6204829.000,-6510598.000,-8092872.000,-8782327.000,-9072463.000,-9357993.000,-10941250.000,-11382446.000,-11782684.000,-12008219.000,-12396156.000,-12732461.000,,-13276122.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsExercisableWeightedAverageExercisePrice,,,,0.370,0.370,0.370,0.370,0.370,0.370,0.370,0.360,0.360,0.350,0.350,0.350,0.340,,0.340
StockholdersEquity,2002049.000,1747017.000,1475371.000,1350109.000,1069573.000,763804.000,450708.000,564577.000,319141.000,37072.000,258383.000,75916.000,-55735.000,-264243.000,-582477.000,-838156.000,,-1274290.000
