,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccountsPayableAndAccruedLiabilitiesCurrent,,,,,,,227869.000,309276.000,269772.000,208868.000,173110.000,182871.000,210546.000,155630.000,198686.000,227095.000,274781.000,226687.000,171029.000,154042.000,158468.000,149877.000
AccountsPayableCurrent,126031.000,194208.000,198780.000,187095.000,156439.000,165263.000,,,,,,,,,,,,,,,,
AccountsReceivableNet,,,,,,,,,,,,,,,,,92517.000,154388.000,,,,
AccruedIncomeTaxes,,,,,0.000,0.000,0.000,,,,0.000,,,,,,,,,,,
AccruedLiabilitiesCurrent,49485.000,77012.000,109670.000,126767.000,139625.000,81102.000,,,,,,,,,,,,,,,,
AccruedPayrollTaxesCurrent,,,,,,,,79357.000,79357.000,79357.000,,79357.000,79357.000,,,,,,,,,
AccruedPayrollTaxesCurrentAndNoncurrent,,,,,,,,,,,,,,79357.000,,,,,,,,77169.000
AccruedSalariesCurrentAndNoncurrent,,,,,,,,,,,,,,936866.000,1016223.000,,,,,,,
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,,125798.000,141945.000,158208.000,176234.000,193466.000,210677.000,230436.000,246973.000,262824.000,-276069.000,-289909.000,,,319375.000,329208.000,337614.000,-344007.000,-349233.000
AdditionalPaidInCapital,16149375.000,16228273.000,16548389.000,16650959.000,16835095.000,16836280.000,17484057.000,17484058.000,18325032.000,18507933.000,20580952.000,21130625.000,21234334.000,21249272.000,21259285.000,22062887.000,22062887.000,22062887.000,22062888.000,22062888.000,22062888.000,22457688.000
AdvanceRoyaltiesCurrent,,,,,,,,,,,,,,,,1124422.000,1072551.000,1372551.000,436250.000,472500.000,688123.000,0.000
Assets,448720.000,432075.000,429480.000,570432.000,523324.000,802242.000,598719.000,599652.000,538902.000,499140.000,1557220.000,1964386.000,1969968.000,1793358.000,1761202.000,1443941.000,1226368.000,1258380.000,959684.000,732191.000,688518.000,956464.000
AssetsCurrent,188554.000,165335.000,160502.000,302159.000,220918.000,501740.000,352836.000,357940.000,302568.000,274898.000,1343152.000,1769719.000,1799233.000,1643681.000,1614164.000,1312748.000,1048757.000,1095650.000,811207.000,595481.000,561559.000,796228.000
BankLoans,477368.000,382271.000,370271.000,349276.000,0.000,0.000,0.000,,,,,,,,,,,,,,,
CapitalizedComputerSoftwareGross,,,,,,,,,,,,,,268340.000,291090.000,,,,,,,
Cash,,,,,,,,,,,,,,1530105.000,1478565.000,1166270.000,800255.000,730443.000,657396.000,443037.000,399430.000,566488.000
CashAndCashEquivalentsAtCarryingValue,42214.000,12181.000,5072.000,137249.000,60420.000,301006.000,241976.000,161662.000,74143.000,120026.000,1226508.000,1653075.000,1649339.000,1530105.000,1478565.000,1166270.000,800255.000,730443.000,657396.000,443037.000,399431.000,566488.000
CashEquivalentsAtCarryingValue,,12181.000,5072.000,137249.000,60420.000,301006.000,301006.000,161662.000,74143.000,120026.000,1226508.000,1653075.000,1649339.000,,,,,,,,,
CashFDICInsuredAmount,,,,,,,,,,,,,,,250000.000,,,,,,,
CommonStockParOrStatedValuePerShare,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,,0.001,0.001,0.001,0.001,0.001,0.001
CommonStockSharesAuthorized,1000000000.000,1000000000.000,1000000000.000,1000000000.000,1000000000.000,1000000000.000,1000000000.000,1000000000.000,1000000000.000,1000000000.000,1000000000.000,1000000000.000,1000000000.000,1000000000.000,1000000000.000,,1000000000.000,1000000000.000,1000000000.000,1000000000.000,1000000000.000,1000000000.000
CommonStockSharesIssued,157088270.000,158542441.000,163701996.000,165969569.000,156899702.000,156899702.000,158439702.000,158439702.000,161773035.000,161773035.000,177906365.000,183099694.000,184167694.000,184167694.000,184968551.000,,193997906.000,193997906.000,193997906.000,193997906.000,193997906.000,194197906.000
CommonStockSharesOutstanding,,,163701996.000,165969569.000,156899702.000,156899702.000,158439702.000,158439702.000,161773035.000,161773035.000,177906365.000,183099694.000,184167694.000,184167694.000,184968551.000,,193997906.000,193997906.000,193997906.000,193997906.000,193997906.000,194197906.000
CommonStockSharesSubscribedButUnissued,,,,,,,,,,,9029251.000,9029251.000,9029251.000,9029251.000,9029251.000,,9029355.000,9029251.000,0.000,,,
CommonStockValue,157089.000,158544.000,163704.000,165971.000,156901.000,156901.000,158441.000,158440.000,161773.000,161773.000,177906.000,183099.000,184167.000,184167.000,184968.000,193999.000,193999.000,193999.000,193998.000,193998.000,193998.000,194198.000
ConvertibleDebtNoncurrent,,,,,7508.000,23630.000,,,,,,,,,,,,,,,,
ConvertibleNotesPayableCurrent,68825.000,102442.000,69791.000,29083.000,0.000,0.000,44826.000,59844.000,0.000,0.000,0.000,,,,,,,,,,,
CustomerAdvancesCurrent,136533.000,136533.000,136533.000,136533.000,,,0.000,,,,,,,,,,,,,,,
DeferredRevenueCurrent,116951.000,116951.000,147444.000,147444.000,109936.000,36533.000,0.000,,,,,,,,,,,,,,,
DeferredTaxAssetsNet,,,,,,,0.000,,,,,,,,,,,,4436000.000,,,
DeferredTaxAssetsNetCurrent,,,,,,,,,,,,,,,,,,,0.000,,,
DeferredTaxAssetsOperatingLossCarryforwards,,,,,,,3646000.000,,,,,,,,,,,,3585000.000,,,
DeferredTaxAssetsOther,,,,,,,283000.000,,,,,,,,,,,,,,,
DeferredTaxAssetsTaxDeferredExpenseCompensationAndBenefitsShareBasedCompensationCost,,,,,,,2501000.000,,,,,,,,,,,,725000.000,,,
DeferredTaxAssetsValuationAllowance,,,,,,,6430000.000,,,,,,,,,,1.000,1.000,4436000.000,,,
DerivativeLiabilities,,,,,0.000,0.000,0.000,,,,,,,,,,,,,,,
DerivativeLiabilitiesCurrent,57733.000,77808.000,23034.000,6271.000,0.000,0.000,0.000,,,,,,,,,,,,,,,
