,2012-12-31,2014-12-31,2015-12-31
AmortizationOfDebtDiscountPremium,,459089.000,
AmortizationOfIntangibleAssets,,0.000,
BusinessCombinationConsiderationTransferred1,,12723745.000,
BusinessCombinationConsiderationTransferredOther1,,8687798.000,
CashPeriodIncreaseDecrease,,5932.000,99739.000
ConversionOfStockAmountConverted1,27000.000,,
ConversionOfStockSharesConverted1,100000.000,,
CostOfGoodsSold,,162196.000,49679.000
CurrentFederalTaxExpenseBenefit,,0.000,
CurrentIncomeTaxExpenseBenefit,,0.000,
CurrentStateAndLocalTaxExpenseBenefit,,0.000,
DebtConversionConvertedInstrumentAmount1,,,549175.000
DeconsolidationRevaluationOfRetainedInvestmentGainOrLossAmount,,,48688.000
Depreciation,,,655109.000
DepreciationAndAmortization,,41091.000,655109.000
DerivativeGainLossOnDerivativeNet,,6025137.000,549175.000
EarningsPerShareBasicAndDiluted,,-1.060,-1.150
EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate,,0.340,0.340
EquityMethodInvestmentRealizedGainLossOnDisposal,,-192207.000,
FairValueAdjustmentOfWarrants,,6025137.000,37988.000
FeesAndCommissions,,,13701.000
GainLossOnRepurchaseOfDebtInstrument,,,-1086715.000
GeneralAndAdministrativeExpense,,3290761.000,1350108.000
GoodwillImpairmentLoss,,,12502318.000
IncomeLossAttributableToNoncontrollingInterest,,-7069639.000,-14977382.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,,-7227885.000,-15295602.000
IncomeTaxExpenseBenefit,,0.000,
IncomeTaxesPaid,,0.000,
IncreaseDecreaseInAccountsPayableTrade,,,161741.000
IncreaseDecreaseInAccountsReceivable,,2224.000,-1287.000
IncreaseDecreaseInAccruedInterestReceivableNet,,0.000,
IncreaseDecreaseInAccruedLiabilities,,153869.000,260257.000
IncreaseDecreaseInInventories,,,-34106.000
InterestAndDebtExpense,,190727.000,70311.000
InterestExpense,,,37747.000
InterestExpenseDebt,,-139210.000,
InterestExpenseRelatedParty,,,70310.000
InterestIncomeExpenseNet,,0.000,
InterestPaid,,0.000,
InvestmentsInAndAdvancesToAffiliatesAtFairValueGrossAdditions,,-326344.000,
LegalFees,,,170517.000
NetCashProvidedByUsedInFinancingActivities,,932350.000,390499.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,932350.000,390499.000
NetCashProvidedByUsedInInvestingActivities,,-342129.000,-16947.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,-342129.000,-16947.000
NetCashProvidedByUsedInOperatingActivities,,-584130.000,-273813.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,-584130.000,-273813.000
NetIncomeLoss,,-7227885.000,-15295602.000
NetIncomeLossAttributableToNoncontrollingInterest,,158246.000,318220.000
OperatingCostsAndExpenses,,3494048.000,2054896.000
OtherExpenses,,3765158.000,13284795.000
PaymentsForCommissions,,,6630.000
PaymentsToAcquireMachineryAndEquipment,,15785.000,
PaymentsToAcquireOilAndGasPropertyAndEquipment,,,16947.000
ProceedsFromConvertibleDebt,,150000.000,
ProceedsFromIssuanceOfCommonStock,,664850.000,438800.000
ProceedsFromNotesPayable,,137500.000,15210.000
ProceedsFromRepaymentsOfNotesPayable,,,70500.000
ProceedsFromUnsecuredNotesPayable,,200000.000,
ProfessionalFees,,243000.000,243000.000
RelatedPartyTransactionRate,,,0.100
RepaymentsOfLongTermDebt,,,134011.000
Revenues,,31322.000,44090.000
SalesRevenueNet,,31322.000,44090.000
ShareBasedCompensation,,,51689.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsForfeituresAndExpirationsInPeriod,,,5700.000
ShareBasedCompensationArrangementsByShareBasedPaymentAwardOptionsExercisesInPeriodWeightedAverageExercisePrice,,1.360,
StockIssuedDuringPeriodSharesStockOptionsExercised,,-488284.000,
StockIssuedDuringPeriodValueIssuedForServices,,2417500.000,-185067.000
WeightedAverageNumberDilutedSharesOutstandingAdjustment,,117416.000,3161264.000
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,,6693639.000,13278957.000
