,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31
AccountsPayableCurrent,80018000.000,81931000.000,88424000.000,144801000.000,69868000.000,83066000.000,78735000.000,126489000.000,80985000.000
AccountsPayableRelatedPartiesCurrent,,,,,,,,1946000.000,3873000.000
AccountsReceivableNetCurrent,296513000.000,310850000.000,304808000.000,466317000.000,280761000.000,213140000.000,220802000.000,352089000.000,201614000.000
AccountsReceivableRelatedPartiesCurrent,,,,,,,1798000.000,57000.000,1025000.000
AccruedIncomeTaxesCurrent,3325000.000,1190000.000,1070000.000,8766000.000,7208000.000,7363000.000,9421000.000,10039000.000,4755000.000
AccruedIncomeTaxesNoncurrent,,,,,,,,9837000.000,9194000.000
AccruedLiabilitiesCurrent,,,,34790000.000,,,,,
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,80333000.000,,,,100854000.000,
AccumulatedOtherComprehensiveIncomeLossForeignCurrencyTranslationAdjustmentNetOfTax,,,,,28719000.000,,,,
AccumulatedOtherComprehensiveIncomeLossNetOfTax,,,,27888000.000,56607000.000,17817000.000,28438000.000,14325000.000,37732000.000
AcquiredFiniteLivedIntangibleAssetAmount,,,8200000.000,,,,,,
AdditionalPaidInCapitalCommonStock,1367509000.000,1368202000.000,1368864000.000,1369471000.000,1370335000.000,1371059000.000,1371389000.000,1372378000.000,1372670000.000
AllowanceForDoubtfulAccountsReceivableCurrent,34056000.000,34586000.000,27355000.000,23112000.000,26221000.000,27387000.000,26512000.000,25250000.000,18159000.000
Assets,3562285000.000,3581379000.000,2407561000.000,2072529000.000,2032742000.000,1868525000.000,1980166000.000,1767552000.000,1527106000.000
AssetsCurrent,763132000.000,730191000.000,615108000.000,726030000.000,562349000.000,537660000.000,572390000.000,751823000.000,544712000.000
AssetsHeldForSaleLongLived,,,676000.000,675000.000,675000.000,675000.000,675000.000,0.000,
AssetsNoncurrent,2799153000.000,2851188000.000,1792453000.000,1346499000.000,1470393000.000,1330865000.000,1407776000.000,1015729000.000,982394000.000
AssetsOfDisposalGroupIncludingDiscontinuedOperation,,8800000.000,,,,,,,
AvailableforsaleSecuritiesRestrictedCurrent,,,,,,,,1034000.000,
CapitalLeaseObligations,,,,1641000.000,1887000.000,1641000.000,1423000.000,1150000.000,1256000.000
CapitalLeaseObligationsCurrent,838000.000,916000.000,931000.000,1109000.000,1159000.000,956000.000,832000.000,729000.000,810000.000
CapitalLeaseObligationsNoncurrent,1096000.000,892000.000,838000.000,532000.000,728000.000,684000.000,674000.000,499000.000,519000.000
CapitalLeasesFutureMinimumPaymentsDue,,,,1526000.000,1755000.000,1526000.000,1323000.000,1228000.000,1329000.000
CapitalLeasesFutureMinimumPaymentsDueCurrent,,,,1109000.000,1194000.000,801000.000,594000.000,729000.000,810000.000
CapitalLeasesFutureMinimumPaymentsDueInThreeYears,,,,44000.000,171000.000,236000.000,236000.000,49000.000,139000.000
CapitalLeasesFutureMinimumPaymentsDueInTwoYears,,,,488000.000,522000.000,604000.000,593000.000,450000.000,380000.000
CapitalLeasesFutureMinimumPaymentsInterestIncludedInPayments,,,,115000.000,132000.000,115000.000,100000.000,78000.000,73000.000
CapitalLeasesLesseeBalanceSheetAssetsByMajorClassAccumulatedDeprecation,,,,931000.000,,,,651000.000,
CashAndCashEquivalentsAtCarryingValue,168112000.000,126534000.000,111191000.000,94410000.000,107798000.000,138680000.000,102713000.000,84729000.000,44012000.000
CommonStockParOrStatedValuePerShare,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010
CommonStockSharesAuthorized,120000000.000,120000000.000,120000000.000,120000000.000,120000000.000,120000000.000,120000000.000,120000000.000,120000000.000
CommonStockSharesIssued,72716235.000,72732559.000,72739924.000,72740302.000,73125230.000,73129194.000,73045992.000,76047506.000,76107506.000
CommonStockSharesOutstanding,,,,72740302.000,73125230.000,73129194.000,73045992.000,76047506.000,76107506.000
CommonStockValue,727000.000,727000.000,728000.000,727000.000,731000.000,731000.000,730000.000,760000.000,761000.000
ConvertibleLongTermNotesPayable,,,,,,0.000,0.000,0.000,
ConvertibleNotesPayable,,,,,,,,,257858000.000
