,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-09-30,2012-12-31,2013-03-31,2013-09-30,2014-03-27,2014-05-09,2014-08-08,2014-11-12,2015-03-23,2015-05-06,2015-08-07,2015-11-10
AccountsPayableAndAccruedLiabilitiesCurrentAndNoncurrent,266000.000,218000.000,147000.000,50000.000,101000.000,97000.000,35000.000,14000.000,,,,,,,,
AccumulatedOtherComprehensiveIncomeLossNetOfTax,-133000.000,-215000.000,,161000.000,199000.000,156000.000,21000.000,347000.000,,,,,,,,
AdditionalPaidInCapitalCommonStock,62262000.000,62262000.000,62262000.000,62262000.000,61217000.000,61217000.000,61217000.000,60296000.000,,,,,,,,
AllowanceForDoubtfulAccountsPremiumsAndOtherReceivables,187000.000,208000.000,228000.000,0.000,0.000,0.000,0.000,0.000,,,,,,,,
AllowanceForLoanAndLeaseLossesRealEstate,4910000.000,5495000.000,5485000.000,4482000.000,628000.000,183000.000,183000.000,750000.000,,,,,,,,
AllowanceForNotesReceivable,938000.000,938000.000,837000.000,,,,,,,,,,,,,
Assets,21787000.000,20926000.000,20695000.000,20415000.000,22514000.000,22194000.000,21966000.000,21267000.000,,,,,,,,
AssetsHeldForSaleLongLived,,,,,4292000.000,4398000.000,4480000.000,4042000.000,,,,,,,,
AssetsHeldForSalePropertyPlantAndEquipment,,,,,3849000.000,,,,,,,,,,,
BusinessAcquisitionPurchasePriceAllocationAssetsAcquiredLiabilitiesAssumedNet,,,,,4140000.000,4140000.000,4140000.000,4140000.000,,,,,,,,
BusinessAcquisitionPurchasePriceAllocationCurrentAssets,,,,,14000.000,14000.000,14000.000,14000.000,,,,,,,,
BusinessAcquisitionPurchasePriceAllocationCurrentAssetsCashAndCashEquivalents,,,,,308000.000,308000.000,308000.000,308000.000,,,,,,,,
BusinessAcquisitionPurchasePriceAllocationCurrentLiabilitiesAccountsPayable,,,,,23000.000,23000.000,23000.000,23000.000,,,,,,,,
BusinessAcquisitionPurchasePriceAllocationPropertyPlantAndEquipment,,,,,3841000.000,3841000.000,3841000.000,3841000.000,,,,,,,,
CashAndCashEquivalentsAtCarryingValue,5775000.000,3142000.000,6758000.000,3888000.000,534000.000,2482000.000,2191000.000,3962000.000,,,,,,,,
CashUninsuredAmount,,,,,,,1900000.000,,,,,,,,,
CommonStockParOrStatedValuePerShare,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,,,,,,,
CommonStockSharesAuthorized,25000000.000,25000000.000,25000000.000,25000000.000,25000000.000,25000000.000,25000000.000,25000000.000,,,,,,,,
CommonStockSharesIssued,6875066.000,6875066.000,6875066.000,6875066.000,6340859.000,6875066.000,6340859.000,5781935.000,,,,,,,,
CommonStockSharesOutstanding,6340859.000,6340859.000,6340859.000,6340859.000,6340859.000,6340859.000,6340859.000,5781935.000,,,,,,,,
CommonStockValue,1000.000,1000.000,1000.000,1000.000,1000.000,1000.000,1000.000,1000.000,,,,,,,,
DeferredGainOnSaleOfProperty,,,63000.000,56000.000,42000.000,10000.000,,,,,,,,,,
DeferredTaxAssetsGross,,,,,14088000.000,,,,,,,,,,,
