,2012-09-30,2012-12-31,2013-03-31,2013-08-12,2013-09-30,2014-05-12,2014-08-07,2014-11-10,2015-04-28,2015-11-10,2016-03-30,2016-05-13,2016-08-04,2016-11-07,2017-03-22,2017-05-08
AccountsPayableRelatedPartiesCurrent,1600000.000,,,,,,,,,,,,,,,
AccountsReceivableNet,,3000.000,4000.000,,,,,,,,,,,,,
AccruedLiabilitiesCurrentAndNoncurrent,496000.000,81000.000,42000.000,,,,,,,,,,,,,
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,3000.000,-10000.000,-29000.000,,,,,,,,,,,,,
AdditionalPaidInCapital,201000.000,4069000.000,4254000.000,,,,,,,,,,,,,
Assets,2116000.000,6171000.000,7506000.000,,,,,,,,,,,,,
BuildingsAndImprovementsGross,,2460000.000,2460000.000,,,,,,,,,,,,,
BusinessAcquisitionPurchasePriceAllocationAssetsAcquired,,3308000.000,,,,,,,,,,,,,,
BusinessAcquisitionPurchasePriceAllocationAssetsAcquiredLiabilitiesAssumedNet,,3308000.000,,,,,,,,,,,,,,
BusinessAcquisitionPurchasePriceAllocationBuildings,,2460000.000,,,,,,,,,,,,,,
BusinessAcquisitionPurchasePriceAllocationCurrentAssetsCashAndCashEquivalents,,29000.000,,,,,,,,,,,,,,
BusinessAcquisitionPurchasePriceAllocationDeferredIncomeTaxesAssetLiabilityNet,,77000.000,,,,,,,,,,,,,,
BusinessAcquisitionPurchasePriceAllocationProperty,,819000.000,,,,,,,,,,,,,,
CashAndCashEquivalentsAtCarryingValue,101000.000,531000.000,2401000.000,,846000.000,,,,,,,,,,,
CashFDICInsuredAmount,,250000.000,250000.000,,,,,,,,,,,,,
CashUninsuredAmount,,,2200000.000,,,,,,,,,,,,,
CommitmentsAndContingencies,100000.000,100000.000,100000.000,,,,,,,,,,,,,
CommonStockParOrStatedValuePerShare,0.001,0.001,0.001,,,,,,,,,,,,,
CommonStockSharesAuthorized,98999000.000,98999000.000,98999000.000,,,,,,,,,,,,,
CommonStockSharesIssued,22222.000,468370.000,489271.000,,,,,,,,,,,,,
CommonStockSharesOutstanding,22222.000,468370.000,489271.000,,,,,,,,,,,,,
CommonStockValue,0.000,0.000,0.000,,,,,,,,,,,,,
DebtInstrumentFaceAmount,,,1800000.000,,,,,,,,,,,,,
DebtInstrumentFeeAmount,,,71000.000,,,,,,,,,,,,,
DebtInstrumentInterestRateStatedPercentage,,0.043,0.047,,,,,,,,,,,,,
DeferredCostsCurrentAndNoncurrent,1670000.000,2068000.000,1551000.000,,,,,,,,,,,,,
DeferredFinanceCostsNoncurrentNet,,,71000.000,,,,,,,,,,,,,
DeferredTaxAssetsGross,,372000.000,,,,,,,,,,,,,,
DeferredTaxAssetsOperatingLossCarryforwards,,307000.000,,,,,,,,,,,,,,
DeferredTaxAssetsPropertyPlantAndEquipment,,-14000.000,,,,,,,,,,,,,,
DeferredTaxAssetsValuationAllowance,,372000.000,,,,,,,,,,,,,,
DeferredTaxLiabilitiesDeferredExpenseOtherCapitalizedCosts,,1000.000,,,,,,,,,,,,,,
DueToRelatedPartiesCurrentAndNoncurrent,1562000.000,3008000.000,4211000.000,,,,,,,,,,,,,
EquityMethodInvestmentOwnershipPercentage,0.600,0.600,,,,,,,,,,,,,,
LandAndLandImprovements,,819000.000,819000.000,,,,,,,,,,,,,
Liabilities,2276000.000,3243000.000,6091000.000,,,,,,,,,,,,,
LiabilitiesAndStockholdersEquity,2116000.000,6171000.000,7506000.000,,,,,,,,,,,,,
MortgageLoansOnRealEstate,,,,,100000000000.000,,,,,,,,,,,
NotesPayable,218000.000,154000.000,1838000.000,,,,,,,,,,,,,
OtherAssetsNoncurrent,,,3000.000,,,,,,,,,,,,,
PreferredStockRedemptionPricePerShare,1.000,1.000,1.000,,,,,,,,,,,,,
PrepaidExpenseCurrent,273000.000,216000.000,142000.000,,,,,,,,,,,,,
PropertyPlantAndEquipmentGross,,84000.000,84000.000,,,,,,,,,,,,,
PropertyPlantAndEquipmentNet,72000.000,3353000.000,3334000.000,,,,,,,,,,,,,
PropertyPlantAndEquipmentOther,,3363000.000,3363000.000,,,,,,,,,,,,,
RealEstateAccumulatedDepreciation,,3000.000,,,,,,,,,,,,,,
RealEstateAndAccumulatedDepreciationAccumulatedDepreciation,,3000000.000,,,,,,,,,,,,,,
RealEstateAndAccumulatedDepreciationCarryingAmountOfBuildingsAndImprovements,,2460000000.000,,,,,,,,,,,,,,
RealEstateAndAccumulatedDepreciationCarryingAmountOfLand,,819000000.000,,,,,,,,,,,,,,
RealEstateAndAccumulatedDepreciationCarryingAmountOfLandAndBuildingsAndImprovements,,3279000000.000,,,,,,,,,,,,,,
RealEstateAndAccumulatedDepreciationInitialCostOfBuildingsAndImprovements,,2460000000.000,,,,,,,,,,,,,,
RealEstateAndAccumulatedDepreciationInitialCostOfLand,,819000000.000,,,,,,,,,,,,,,
RealEstateFederalIncomeTaxBasis,,3300000.000,,,,,,,,,,,,,,
RealEstateGrossAtCarryingValue,,3279000.000,,,,,,,,,,,,,,
RetainedEarningsAccumulatedDeficit,-361000.000,-1141000.000,-2839000.000,,,,,,,,,,,,,
SharePrice,,9.000,,,,,,,,,,,,,,
StockholdersEquity,-160000.000,2928000.000,1415000.000,,16635000.000,,,,,,,,,,,
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,-260000.000,2828000.000,1315000.000,,,,,,,,,,,,,
UnamortizedDebtIssuanceExpense,,,71000.000,,,,,,,,,,,,,
