,2011-05-31,2011-08-31,2011-11-30,2012-02-29,2012-05-31,2012-11-30,2013-02-28,2013-05-31,2013-08-31,2013-11-30,2014-02-28,2014-05-31,2014-08-31,2014-11-30,2015-02-28
AccountsPayable,92371.000,,,,,87259.000,86957.000,,,,,,,,
AccountsPayableCurrent,,100448.000,93862.000,100767.000,91290.000,,,85226.000,96413.000,67377.000,66831.000,55346.000,55496.000,55496.000,55496.000
AccountsReceivableNet,16934.000,30671.000,56947.000,38575.000,,21.000,,132.000,23388.000,,,,,,
AccountsReceivableNetCurrent,,,,,6937.000,,,,,,,,,,
AccountsReceivableRelatedParties,20078.000,14721.000,,,,,,,,,,,,,
AccountsReceivableRelatedPartiesCurrent,,,3955.000,,,,15448.000,,,,,,,,
AccruedLiabilities,296067.000,,80000.000,,,132723.000,132931.000,,,,,,,,
AccruedLiabilitiesCurrent,,303962.000,123960.000,120171.000,278779.000,,,188920.000,166700.000,164806.000,161841.000,198291.000,196041.000,185816.000,185816.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,-14774.000,,,,,-1149256.000,,,-903391.000,-314903.000,,,
AccumulatedOtherComprehensiveIncomeLossNetOfTax,-108779.000,-108025.000,-87303.000,-100042.000,-87575.000,-102278.000,-88551.000,-86203.000,-90240.000,-84197.000,-84113.000,-779695.000,-779695.000,-779695.000,-779695.000
AdditionalPaidInCapital,13041747.000,13041747.000,13035747.000,13495213.000,13495213.000,13546413.000,13735937.000,13893363.000,13896070.000,14799878.000,15094181.000,15806171.000,15806171.000,15806171.000,15806171.000
Assets,317469.000,329535.000,339520.000,337868.000,25434.000,40588.000,34193.000,31096.000,32537.000,2361.000,1893.000,1719.000,1719.000,1719.000,1719.000
AssetsCurrent,54468.000,69633.000,84532.000,82761.000,15171.000,32552.000,27668.000,25857.000,32537.000,2361.000,1893.000,1719.000,1719.000,1719.000,1719.000
CapitalLeasesLesseeBalanceSheetAssetsByMajorClassAccumulatedDeprecation,,,,-15299.000,,,,,,,,,,,
Cash,,3131.000,,,2685.000,,,,6272.000,1940.000,1815.000,1719.000,1719.000,,1719.000
CashAndCashEquivalentsAtCarryingValue,3475.000,3131.000,3010.000,2867.000,2685.000,26614.000,9022.000,23041.000,6272.000,1940.000,1815.000,1719.000,1719.000,1719.000,1719.000
CommitmentsAndContingencies,,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,0.000,0.000,0.000,0.000
CommonStockParOrStatedValuePerShare,,,0.001,0.001,0.001,0.001,0.001,0.001,,0.001,0.001,0.001,0.001,0.001,0.001
CommonStockShareSubscribedButUnissuedSubscriptionsReceivable,,,,,,,,,,,,56000.000,,,
CommonStockSharesAuthorized,,,800000000.000,800000000.000,800000000.000,800000000.000,800000000.000,80000000.000,,800000000.000,800000000.000,800000000.000,800000000.000,800000000.000,800000000.000
CommonStockSharesIssued,,,120945575.000,12507970.000,12507975.000,12807975.000,37403642.000,4324110.000,,55589390.000,75886165.000,75886165.000,75886165.000,75886165.000,75886165.000
CommonStockSharesOutstanding,,,120945575.000,12507970.000,12507975.000,12807975.000,37403642.000,4324110.000,,55589390.000,75886165.000,75886165.000,75886165.000,75886165.000,75886165.000
CommonStockValue,105944.000,105944.000,120944.000,12508.000,12508.000,12808.000,37431.000,4324.000,4517.000,55589.000,75886.000,75886.000,75886.000,75886.000,75886.000
CommonStockValueOutstanding,,,,,,,,-2060610.000,,,,-1298482.000,,,
ConvertibleNotesPayable,,,,,,52250.000,,,,,,,,,
ConvertibleNotesPayableCurrent,,,,,,87750.000,205521.000,335961.000,189241.000,540106.000,542221.000,542221.000,542221.000,542221.000,542221.000
DebtCurrent,,,,,,,769753.000,,737253.000,542221.000,542221.000,542221.000,542221.000,542221.000,542221.000
DebtInstrumentPrincipalOutstanding,,,,,,496267.000,,,,,,,,,
DebtLongtermAndShorttermCombinedAmount,,,,,,,882256.000,,1153619.000,569980.000,569750.000,565227.000,565227.000,565227.000,565227.000
DeferredIncomeTaxAssetsNet,,,,,,,,,,,,0.000,,,
DeferredTaxAssetsNet,,,,,,,,4257000.000,,,,,,,
DeferredTaxAssetsOperatingLossCarryforwards,,,,,,,,4446162.000,,,,4634866.000,,,
DeferredTaxAssetsValuationAllowance,,,,,,,,4446162.000,,,,-4634866.000,,,
DepositLiabilitiesAccruedInterest,232279.000,246053.000,251963.000,261423.000,273458.000,300151.000,311698.000,322876.000,2740.000,3122.000,3530.000,3794.000,4094.000,4481.000,4934.000
DevelopmentStageEnterpriseDeficitAccumulatedDuringDevelopmentStage,,,,,,,,,,24782.000,37239.000,,,,
DisposalGroupIncludingDiscontinuedOperationAccruedLiabilities,,,,,,,0.000,,,,,,,,
DisposalGroupIncludingDiscontinuedOperationOtherLiabilities,,,,,,52250.000,,,,,,,,,
DueToRelatedPartiesCurrent,,,,,,,1487.000,,2740.000,3122.000,3530.000,,4094.000,4481.000,
DueToRelatedPartiesCurrentAndNoncurrent,,,,,,,341665.000,,10529.000,13763.000,17677.000,,19902.000,30127.000,
FurnitureAndFixturesGross,,,,,,,,342754.000,,,,,,,
Goodwill,243701.000,243672.000,242490.000,243250.000,,,,,,,,,,,
IncomeTaxReceivable,782.000,,80.000,77.000,156.000,335.000,878.000,381.000,616.000,421.000,78.000,,,,
InterestPayable,,,,,,,311698.000,,,,,,,,
InterestPayableCurrent,,,,,,,,1507.000,331934.000,241473.000,250682.000,259891.000,269100.000,278309.000,287518.000
InventoryGross,,,,,,,,,,,,53701.000,,,
InventoryNet,9582.000,17498.000,17117.000,37698.000,1952.000,2021.000,1954.000,1939.000,1904.000,,,,,,
Liabilities,1970058.000,2038787.000,2033570.000,1744621.000,1856688.000,1889383.000,1772824.000,2091706.000,1795323.000,1058406.000,1070311.000,1300201.000,1309860.000,1319456.000,1329118.000
LiabilitiesAndStockholdersEquity,317469.000,329535.000,339520.000,337868.000,25434.000,40588.000,34193.000,31096.000,32537.000,2361.000,1893.000,1719.000,1719.000,1719.000,1719.000
LiabilitiesCurrent,1276805.000,1345534.000,1051317.000,1088868.000,1200935.000,1094363.000,1153071.000,1471953.000,1175570.000,1058406.000,1070311.000,1300201.000,1309860.000,1319456.000,1329118.000
LiabilitiesOfDisposalGroupIncludingDiscontinuedOperation,,,,,,52250.000,,,,,,,,,
LineOfCredit,48253.000,52181.000,45592.000,33944.000,43437.000,49030.000,46796.000,39551.000,46647.000,,,,,,
LongTermDebt,693253.000,693253.000,982253.000,655753.000,655753.000,795020.000,619753.000,619753.000,619753.000,,,,,,
LongTermNotesPayable,693253.000,693253.000,693253.000,655753.000,655753.000,655753.000,619753.000,619753.000,619753.000,,,,,,
NotesPayable,,,,,61250.000,,112503.000,,416366.000,27759.000,27529.000,,23006.000,23006.000,23006.000
NotesPayableCurrent,,103505.000,102380.000,103103.000,,,,,,,,,,,
NotesPayableRelatedPartiesClassifiedCurrent,424302.000,459385.000,353560.000,408210.000,350232.000,357000.000,341665.000,320036.000,10529.000,13763.000,17677.000,17652.000,19902.000,30127.000,30127.000
NotesPayableRelatedPartiesCurrentAndNoncurrent,,,,,,,,,,,,17652.000,,,
NotesPayableRelatedPartiesNoncurrent,,,289000.000,,,,,,,,,,,,
OperatingLossCarryforwards,,,,,,,,13076828.000,,,,13631839.000,,,
OtherAccruedLiabilitiesCurrent,80000.000,80000.000,,,,,,150000.000,,,,,,,
OtherAssets,243701.000,243672.000,242490.000,243250.000,,,0.000,,,,,,,,0.000
OtherAssetsNoncurrent,,,14774.000,15299.000,0.000,,,,,,,,,,
