,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30
AccountsPayableAndAccruedLiabilitiesCurrent,,,5543.000,19250.000,13000.000,25250.000,21500.000,32500.000,14207.000,2289250.000
AccrualForTaxesOtherThanIncomeTaxesCurrent,,,180000.000,225000.000,90000.000,135000.000,180000.000,225000.000,270000.000,315000.000
AccruedLiabilitiesCurrent,67379.000,1312.000,,,,,,,,
AdditionalPaidInCapital,24468.000,5090725.000,5369762.000,5484051.000,5605230.000,5759379.000,5914395.000,6006983.000,6407446.000,8937019.000
Assets,320991.000,213931443.000,213828334.000,213778738.000,213510431.000,213417919.000,213299061.000,213270768.000,212901927.000,99560630.000
AssetsCurrent,,1181440.000,1070760.000,974479.000,760431.000,667919.000,547794.000,488916.000,146452.000,161886.000
CashAndCashEquivalentsAtCarryingValue,93676.000,1084359.000,1004609.000,911753.000,735428.000,579010.000,496021.000,463030.000,123952.000,139616.000
ClassOfWarrantOrRightExercisePriceOfWarrantsOrRights1,,5.750,5.750,5.750,5.750,5.750,5.750,5.750,5.750,
ClassOfWarrantOrRightNumberOfSecuritiesCalledByWarrantsOrRights,,12000000.000,12000000.000,,,,,,,
ClassOfWarrantOrRightOutstanding,,16637500.000,16637500.000,16637500.000,16637500.000,16637500.000,16637500.000,16637500.000,16637500.000,16637500.000
CommonStockParOrStatedValuePerShare,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
CommonStockSharesAuthorized,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000
CommonStockSharesIssued,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
CommonStockSharesOutstanding,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
CommonStockValue,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
DeferredOfferingCosts,227315.000,,,,,,,,,
DeferredTaxAssetsGross,,,148162.000,,,,366017.000,,,
DeferredTaxAssetsLiabilitiesNet,,,0.000,,241000.000,304000.000,0.000,403000.000,563000.000,1334000.000
DeferredTaxAssetsNet,,,148000.000,,,,366017.000,,,
DeferredTaxAssetsOperatingLossCarryforwards,,,72000.000,,,,144000.000,,,
DeferredTaxAssetsValuationAllowance,,,148162.000,,,,366017.000,,,
DevelopmentStageEnterpriseDeficitAccumulatedDuringDevelopmentStage,355.000,91366.000,,,,,,,,
DueToRelatedPartiesCurrent,28967.000,335.000,867.000,6855.000,976.000,5364.000,273.000,8571.000,13485.000,588.000
IntangibleAssetsNetExcludingGoodwill,,,,5000001.000,5000001.000,5000001.000,5000001.000,5000001.000,5000001.000,5000001.000
Liabilities,296346.000,7461729.000,7637660.000,7702355.000,7555226.000,7616864.000,7653023.000,7717321.000,7748942.000,6580463.000
LiabilitiesAndStockholdersEquity,320991.000,213931443.000,213828334.000,213778738.000,213510431.000,213417919.000,213299061.000,213270768.000,212901927.000,99560630.000
LiabilitiesCurrent,,10479.000,186410.000,251105.000,103976.000,165614.000,201773.000,266071.000,297692.000,2854838.000
NotesPayableCurrent,200000.000,,,,,,,,,
NotesPayableRelatedPartiesClassifiedCurrent,,,,,,,,,,250000.000
OperatingLossCarryforwards,,,180000.000,,,,360000.000,,,
PreferredStockParOrStatedValuePerShare,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
PreferredStockSharesAuthorized,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000
PreferredStockSharesIssued,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
PreferredStockSharesOutstanding,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
PreferredStockValue,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
PrepaidExpenseCurrent,,97081.000,66151.000,62726.000,25003.000,88909.000,51773.000,25886.000,22500.000,22270.000
RestrictedCashAndCashEquivalentsAtCarryingValue,,,,,212750000.000,212750000.000,212750000.000,212781852.000,212755475.000,99398744.000
RestrictedCashAndInvestmentsNoncurrent,,212750003.000,212757574.000,212804259.000,212750000.000,212750000.000,212751267.000,212781852.000,212755475.000,99398744.000
RetainedEarningsAccumulatedDeficit,,,370406.000,484697.000,-605875.000,-760026.000,-915043.000,-1007633.000,-1408096.000,-3937660.000
StockholdersEquity,24645.000,5000004.000,5000004.000,5000003.000,5000005.000,5000005.000,5000005.000,5000004.000,5000008.000,5000005.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,24645.000,206469714.000,206190674.000,206076383.000,205955205.000,205801055.000,205646038.000,205553447.000,205152985.000,92980167.000
TemporaryEquityCarryingAmountAttributableToParent,,,201190670.000,201076380.000,200955200.000,200801050.000,200646033.000,200553443.000,200152977.000,87980162.000
