,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccountsPayableCurrent,10000000.000,631000000.000,651000000.000,646000000.000,670000000.000,675000000.000,674000000.000,699000000.000,712000000.000,667000000.000,939000000.000,755000000.000,758000000.000,763000000.000,808000000.000,824000000.000,985000000.000,971000000.000
AccruedLiabilitiesCurrent,285000000.000,,,,,,,,,,,,,,,,,
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,261000000.000,180000000.000,250000000.000,298000000.000,341000000.000,394000000.000,446000000.000,496000000.000,501000000.000,552000000.000,604000000.000,656000000.000,708000000.000,748000000.000,750000000.000,817000000.000,830000000.000,863000000.000
AccumulatedOtherComprehensiveIncomeLossAvailableForSaleSecuritiesAdjustmentNetOfTax,,,,,,,,,,0.000,0.000,0.000,,0.000,0.000,0.000,,0.000
AccumulatedOtherComprehensiveIncomeLossNetOfTax,12000000.000,-13000000.000,-15000000.000,-4000000.000,4000000.000,4000000.000,6000000.000,-3000000.000,-21000000.000,-28000000.000,-40000000.000,-46000000.000,-51000000.000,-46000000.000,-51000000.000,-54000000.000,-62000000.000,-62000000.000
AdditionalPaidInCapital,3348000000.000,3148000000.000,3153000000.000,3115000000.000,2217000000.000,2255000000.000,2036000000.000,2057000000.000,,,,,,78000000.000,268000000.000,147000000.000,87000000.000,3331000000.000
AllowanceForDoubtfulAccountsReceivableCurrent,36000000.000,,,,4000000.000,,,,8000000.000,,,,6000000.000,,,,9000000.000,
Assets,8325000000.000,32396000000.000,33884000000.000,33943000000.000,34542000000.000,33693000000.000,34075000000.000,33845000000.000,31207000000.000,31430000000.000,31111000000.000,30680000000.000,29798000000.000,30326000000.000,30889000000.000,31563000000.000,31377000000.000,41002000000.000
AssetsCurrent,2211000000.000,3458000000.000,2365000000.000,2481000000.000,2494000000.000,1801000000.000,2274000000.000,2171000000.000,2344000000.000,2737000000.000,2478000000.000,2110000000.000,691000000.000,1164000000.000,1768000000.000,1472000000.000,1029000000.000,1708000000.000
AssetsFairValueDisclosure,,,,,,289000000.000,331000000.000,330000000.000,,323000000.000,305000000.000,310000000.000,,204000000.000,164000000.000,233000000.000,,370000000.000
AssetsOfDisposalGroupIncludingDiscontinuedOperationCurrent,,0.000,0.000,0.000,0.000,,,,,,,,,,,,,
