,2011-12-31,2012-12-31,2013-12-31
AdjustmentsToAdditionalPaidInCapitalStockIssuedIssuanceCosts,603033.000,578887.000,695250.000
AdjustmentsToAdditionalPaidInCapitalWarrantIssued,381394.000,126958.000,
AmortizationOfDebtDiscountPremium,,166513.000,518481.000
AmortizationOfFinancingCostsAndDiscounts,,,270000.000
CashAndCashEquivalentsPeriodIncreaseDecrease,-212953.000,-292879.000,219132.000
ConcentrationRiskPercentage1,,,0.290
CostOfGoodsSold,1686254.000,2439759.000,2783204.000
CurrentIncomeTaxExpenseBenefit,175.000,-158895.000,-103471.000
DepreciationDepletionAndAmortization,107410.000,118059.000,64517.000
EarningsPerShareBasicAndDiluted,-0.410,-0.290,-0.210
EffectiveIncomeTaxRateContinuingOperations,,0.040,0.030
EmployeeBenefitsAndShareBasedCompensation,1201878.000,543267.000,584671.000
EntityWideRevenueMajorCustomerPercentage,,0.540,
FairValueMeasurementWithUnobservableInputsReconciliationRecurringBasisLiabilityPeriodIncreaseDecrease,,,-676048.000
FairValueMeasurementWithUnobservableInputsReconciliationRecurringBasisLiabilityPurchasesSalesIssuancesSettlements,,,1451644.000
GainsLossesOnExtinguishmentOfDebt,1000000.000,0.000,
GrossProfit,-903876.000,-441092.000,-587770.000
ImpairmentOfIntangibleAssetsFinitelived,,,3699.000
ImpairmentOfLongLivedAssetsHeldForUse,,33302.000,168247.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,-4005832.000,-3648791.000,-3376411.000
IncomeTaxExpenseBenefit,,-158895.000,-103471.000
IncomeTaxExpenseBenefitContinuingOperations,,-158895.000,
IncomeTaxReconciliationChangeInDeferredTaxAssetsValuationAllowance,,1386246.000,1195703.000
IncomeTaxReconciliationIncomeTaxExpenseBenefitAtFederalStatutoryIncomeTaxRate,,-1186565.000,-1112800.000
IncomeTaxReconciliationNondeductibleExpenseShareBasedCompensationCost,,-64115.000,0.000
IncomeTaxReconciliationStateAndLocalIncomeTaxes,,-187427.000,-136634.000
IncomeTaxReconciliationTaxCredits,,107034.000,0.000
IncomeTaxesPaid,175.000,-158895.000,-103471.000
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,272555.000,612975.000,151054.000
IncreaseDecreaseInAccountsReceivable,-60052.000,354049.000,-135174.000
IncreaseDecreaseInAccruedLiabilities,,,-119758.000
IncreaseDecreaseInCustomerDeposits,-142520.000,15021.000,-108239.000
IncreaseDecreaseInDeferredRevenue,,126043.000,-62732.000
IncreaseDecreaseInInventories,-18483.000,158323.000,-142171.000
IncreaseDecreaseInOtherAccruedLiabilities,,4468.000,0.000
IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,-216278.000,-71416.000,-86882.000
InterestAndDebtExpense,,26942.000,0.000
InterestExpenseDebt,7527.000,185765.000,626223.000
InterestPaid,13249.000,3866.000,7752.000
IssuanceOfStockAndWarrantsForServicesOrClaims,381394.000,126958.000,
NetCashProvidedByUsedInFinancingActivities,3224638.000,1531813.000,1503312.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,3224638.000,1531813.000,1503312.000
NetCashProvidedByUsedInInvestingActivities,-131165.000,-22778.000,0.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,-131165.000,-22778.000,0.000
NetCashProvidedByUsedInOperatingActivities,-3306426.000,-1801914.000,-1284180.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,-3306426.000,-1801914.000,-1284180.000
NetIncomeLoss,,-3489896.000,-3272940.000
NoncashOrPartNoncashAcquisitionNoncashFinancialOrEquityInstrumentConsiderationWarrantsIssued1,,,646332.000
OperatingExpenses,3094429.000,3021934.000,2838466.000
OperatingIncomeLoss,-3998305.000,-3463026.000,-3426236.000
OtherAssetImpairmentCharges,,27702.000,20486.000
PaymentsToAcquirePropertyPlantAndEquipment,131165.000,-22778.000,0.000
ProceedsFromIssuanceOfCommonStock,3185000.000,795000.000,1245000.000
ProceedsFromLinesOfCredit,,748500.000,270000.000
ProceedsFromRepaymentsOfLinesOfCredit,39638.000,-11687.000,-11688.000
ProductWarrantyAccrualPayments,,-28348.000,0.000
ProductWarrantyAccrualWarrantiesIssued,,32816.000,0.000
ProfitLoss,-4006007.000,,
ResearchAndDevelopmentExpense,1183839.000,526460.000,377777.000
Revenues,782378.000,1998667.000,2195434.000
SalesRevenueNet,782378.000,1998667.000,2195434.000
SellingGeneralAndAdministrativeExpense,2910590.000,2495474.000,2460689.000
ShareBasedCompensation,173677.000,581940.000,695250.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardAcceleratedCompensationCost,,0.000,
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsExpirationsInPeriod,,,865500.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsGrantsInPeriodGross,,,1735208.000
StockIssued1,,,157903.000
StockIssuedDuringPeriodSharesNewIssues,0.000,,
StockIssuedDuringPeriodSharesRestrictedStockAwardGross,0.000,,
StockIssuedDuringPeriodSharesShareBasedCompensation,0.000,152959.000,
StockIssuedDuringPeriodSharesStockOptionsExercised,,0.000,
