,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccountsPayableAndAccruedLiabilitiesCurrentAndNoncurrent,7396000.000,8506000.000,7372000.000,5424000.000,5948000.000,4431000.000,6406000.000,4597000.000,5105000.000,4522000.000,5233000.000,3237000.000,4733000.000,5914000.000,6653000.000,5278000.000,4647000.000,5684000.000,5576000.000,5949000.000,5823000.000,4798000.000,5918000.000,5884000.000
AccountsPayableAndOtherAccruedLiabilities,,,,,,,514000.000,,,,825000.000,,,,710000.000,,,,671000.000,,,,740000.000,
AccountsReceivableNet,716000.000,585000.000,409000.000,318000.000,210000.000,200000.000,276000.000,192000.000,169000.000,403000.000,139000.000,245000.000,333000.000,266000.000,624000.000,801000.000,402000.000,199000.000,95000.000,1737000.000,372000.000,124000.000,125000.000,236000.000
AccrualForTaxesOtherThanIncomeTaxesCurrentAndNoncurrent,,,,,,,4474000.000,,,,3306000.000,,,,3858000.000,,,,3909000.000,,,,4407000.000,
AccumulatedAmortizationDeferredFinanceCosts,,5000.000,12000.000,20000.000,27000.000,35000.000,43000.000,50000.000,58000.000,65000.000,73000.000,80000.000,88000.000,95000.000,103000.000,110000.000,118000.000,125000.000,133000.000,,,,,
AccumulatedDistributionsInExcessOfNetIncome,31510000.000,32137000.000,33059000.000,33953000.000,34640000.000,36097000.000,37222000.000,37474000.000,37751000.000,38538000.000,39558000.000,40543000.000,41793000.000,42677000.000,43186000.000,43838000.000,43903000.000,44472000.000,46303000.000,46871000.000,47722000.000,48678000.000,49666000.000,50721000.000
AdditionalPaidInCapital,197162000.000,197162000.000,197162000.000,197162000.000,197162000.000,197162000.000,197162000.000,197162000.000,197162000.000,197162000.000,197162000.000,197162000.000,197162000.000,197162000.000,197162000.000,197162000.000,197162000.000,197162000.000,197162000.000,197162000.000,197162000.000,197162000.000,197162000.000,197162000.000
AllowanceForDoubtfulAccountsReceivable,67000.000,67000.000,60000.000,68000.000,76000.000,84000.000,64000.000,73000.000,81000.000,30000.000,0.000,6000.000,11000.000,25000.000,0.000,,,,162000.000,114000.000,114000.000,98000.000,98000.000,98000.000
Assets,173477000.000,209203000.000,207142000.000,204296000.000,204107000.000,201127000.000,201973000.000,199884000.000,200111000.000,198642000.000,198279000.000,195294000.000,195544000.000,195820000.000,196055000.000,193984000.000,193259000.000,193700000.000,191831000.000,191563000.000,190522000.000,188583000.000,188547000.000,187282000.000
BelowMarketLeaseAccumulatedAmortization,,,,,,,,,,,,,,,,,,,,,,,0.000,
