,2011-01-31,2011-04-30,2011-07-31,2011-10-31,2012-01-31,2012-04-30,2012-07-31,2012-10-31,2013-01-31,2013-04-30,2013-07-31,2013-10-31,2014-01-31,2014-04-30,2014-07-31,2014-10-31,2015-01-31,2015-04-30,2015-07-31,2015-10-31,2016-01-31,2016-04-30,2016-07-31,2016-10-31,2017-01-31,2017-04-30
AdjustmentForAmortization,,,,,,,,,,,5537000.000,,,,,,,,,,9063000.000,10108000.000,10439000.000,10306000.000,10004000.000,9979000.000
AdjustmentsNoncashItemsToReconcileNetIncomeLossToCashProvidedByUsedInOperatingActivitiesOther,435000.000,,,,,,,,,,,,,,,,,,,,,,,,,
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue,543000.000,,,,942000.000,,,,,,,,,,,,,,,,,,,,,
AmortizationOfIntangibleAssets,,,,,,4000000.000,4200000.000,,4500000.000,4400000.000,5400000.000,6300000.000,7100000.000,7000000.000,7000000.000,6600000.000,6100000.000,7000000.000,6600000.000,7300000.000,8300000.000,9300000.000,9400000.000,9400000.000,9200000.000,9100000.000
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,,,273125.000,,509000.000,645.000,720000.000,-518645.000,747000.000,598000.000,639000.000,-1230000.000,544000.000,305000.000,442000.000,-861000.000,305000.000,305000.000,445000.000,-643000.000,715000.000,737000.000,574000.000,-1446000.000,137000.000,462000.000
BusinessAcquisitionProFormaEarningsPerShareBasic,,,,,,,,,,,0.460,,,,,,,,,,,,,,,
BusinessAcquisitionProFormaEarningsPerShareDiluted,,,,,,,,,,,0.460,,,,,,,,,,,,,,,
BusinessAcquisitionsProFormaNetIncomeLoss,,,,,,,,,,,29963000.000,,,,,,,,,,,,,,,
BusinessAcquisitionsProFormaRevenue,,,,,,,,,,,240940000.000,,,,,,,,,,,,,,,
BusinessCombinationContingentConsiderationArrangementsChangeInAmountOfContingentConsiderationLiability,,,,,,,,,-159000.000,,,,,,,,,,,,,,,,,
BusinessCombinationContingentConsiderationArrangementsChangeInAmountOfContingentConsiderationLiability1,,,,,,,,,,,,,-7046000.000,,,,20000.000,,,,847000.000,,,,537000.000,
CashAndCashEquivalentsPeriodIncreaseDecrease,7322000.000,,,,5591000.000,,,,-2362000.000,,,,-260000.000,,,,-1857000.000,,,,-3717000.000,,,,2950000.000,
CommonStockDividendsPerShareCashPaid,0.060,0.000,0.060,-0.012,0.060,0.000,0.060,-0.012,2.200,0.000,0.070,-0.454,0.410,0.000,0.060,0.000,0.070,0.000,0.070,0.000,0.080,0.000,0.080,0.000,0.090,0.000
ComprehensiveIncomeNetOfTax,,,,,,,,,23192000.000,20710000.000,29545000.000,32667000.000,24993000.000,30178000.000,31302000.000,26387000.000,16359000.000,33461000.000,29021000.000,37732000.000,28808000.000,47114000.000,38716000.000,41308000.000,39706000.000,47231000.000
ComprehensiveIncomeNetOfTaxAttributableToNoncontrollingInterest,,,,,,,,,,,,,,,,,,,4475000.000,,,5830000.000,4621000.000,,,5368000.000
ComprehensiveIncomeNetOfTaxIncludingPortionAttributableToNoncontrollingInterest,20028000.000,,,,16657000.000,,,,28218000.000,26056000.000,35366000.000,38639000.000,30100000.000,34591000.000,35288000.000,30360000.000,20353000.000,38507000.000,33496000.000,43557000.000,33257000.000,52944000.000,43337000.000,46304000.000,44748000.000,52599000.000
ContractRevenueCost,,,,,,,,,,,,,,,,,17505000.000,,,,24387000.000,,,,20937000.000,
ContractsRevenue,,,,,,,,,,,,,,,,,29237000.000,,,,,,,,,
CostOfRevenue,110293000.000,118115000.000,127442000.000,134600000.000,134407000.000,141116000.000,141717000.000,152671000.000,138901000.000,148260000.000,169593000.000,180822000.000,174709000.000,182310000.000,187703000.000,189277000.000,174388000.000,185927000.000,192278000.000,201876000.000,194031000.000,216619000.000,222501000.000,227615000.000,218015000.000,228275000.000
CostsAndExpenses,141847000.000,151573000.000,161561000.000,171479000.000,175023000.000,178713000.000,183514000.000,196803000.000,181551000.000,193020000.000,218727000.000,231869000.000,216441000.000,233061000.000,240917000.000,238504000.000,221779000.000,235633000.000,241860000.000,259720000.000,253606000.000,283854000.000,286230000.000,287223000.000,278882000.000,292115000.000
DeferredIncomeTaxExpenseBenefit,347000.000,,,,851000.000,,,,803000.000,,,,-1999000.000,,,,1557000.000,,,,2276000.000,,,,-346000.000,
DeferredTaxExpenseFromStockOptionsExercised,,,,,,,,,,,,,93000.000,,,,1407000.000,,,,871000.000,,,,,
DefinedBenefitPlanAmortizationOfGainsLosses,,,,,,,,,,,,,,,,,,,,,,,,,7000.000,8000.000
DefinedBenefitPlanExpectedReturnOnPlanAssets,,,,,,,,,,,,,,,,,185000.000,185000.000,185000.000,183000.000,,,,,,
DefinedBenefitPlanInterestCost,,,,,,,,,,,,,,,,,140000.000,140000.000,140000.000,141000.000,,,,,,
DefinedBenefitPlanNetPeriodicBenefitCost,,,,,,,,,,,,,,,,,-45000.000,-45000.000,-45000.000,-42000.000,,,,,,
DefinedContributionPlanEmployerDiscretionaryContributionAmount,,,,,,,,,,,,,,,,,1393000.000,,,,1417000.000,,,,1714000.000,
Depreciation,,,,,,,,,,,,,,,,,,,,,4858000.000,5154000.000,4981000.000,5368000.000,5244000.000,5274000.000
DepreciationDepletionAndAmortization,4307000.000,5000000.000,4535000.000,4701000.000,6975000.000,7463000.000,7737000.000,8481000.000,8140000.000,8265000.000,9495000.000,10890000.000,12050000.000,12089000.000,12131000.000,11487000.000,10904000.000,12237000.000,11925000.000,12841000.000,13921000.000,,,,15248000.000,
DividendsCommonStockCash,-1990000.000,,,,2526000.000,,,,,,,,,,,,,,,,,,,,,
EarningsPerShareBasic,0.520,0.400,0.490,0.340,0.460,0.360,0.440,0.360,0.380,0.450,0.550,0.160,0.410,0.430,0.500,0.480,0.420,0.500,0.510,0.570,0.470,0.580,0.630,0.650,0.610,0.540
EarningsPerShareDiluted,0.500,0.400,0.480,0.330,0.450,0.360,0.430,0.360,0.370,0.440,0.540,0.180,0.410,0.420,0.490,0.480,0.410,0.490,0.510,0.560,0.460,0.570,0.620,0.640,0.590,0.530
EffectOfExchangeRateOnCashAndCashEquivalents,29000.000,,,,-345000.000,,,,326000.000,,,,-170000.000,,,,-1106000.000,,,,-177000.000,,,,-99000.000,
EffectiveIncomeTaxRateContinuingOperations,,,,,0.342,0.347,,,0.278,0.341,0.266,-0.574,0.339,0.318,0.234,-0.590,0.295,0.300,0.300,-0.578,0.290,0.328,0.305,-0.608,0.266,0.320
ExcessTaxBenefitFromShareBasedCompensationFinancingActivities,6359000.000,,,,11983000.000,,,,5105000.000,,,,93000.000,,,,1407000.000,,,,871000.000,,,,,
ExcessTaxBenefitFromShareBasedCompensationOperatingActivities,6359000.000,,,,11983000.000,,,,-5105000.000,,,,93000.000,,,,1407000.000,,,,871000.000,,,,,
FairValueAssetsMeasuredOnRecurringBasisChangeInUnrealizedGainLossIncludedInOtherIncome,,,,,-12000.000,,,,,,,,,,,,,,,,,,,,,
FiniteLivedIntangibleAssetsAmortizationExpense,,,1878000.000,,3500000.000,,,,,,,,,,,,,,,,,,,,,
ForeignCurrencyTransactionGainBeforeTax,,,,,,,,,,,,,,,,,1374000.000,,,,839000.000,,,,956000.000,
FutureAmortizationExpenseAfterYearFive,,,,,35300000.000,,,,,,,,,,,,,,,,,,,,,
FutureAmortizationExpenseYearFive,,,,,10800000.000,,,,,,,,,,,,,,,,,,,,,
FutureAmortizationExpenseYearFour,,,,,11300000.000,,,,,,,,,,,,,,,,,,,,,
FutureAmortizationExpenseYearOne,,,,,14800000.000,,,,,,,,,,,,,,,,,,,,,
FutureAmortizationExpenseYearThree,,,,,12700000.000,,,,,,,,,,,,,,,,,,,,,
FutureAmortizationExpenseYearTwo,,,,,14100000.000,,,,,,,,,,,,,,,,,,,,,
GoodwillAcquiredDuringPeriod,,,,,76308000.000,,,,,,,,,,,,33400000.000,,,,98844000.000,,,,,
GoodwillForeignCurrencyTranslationGainLoss,,,,,,,,,,,,,,,,,,,,,,,,,-1059000.000,
GoodwillPurchaseAccountingAdjustments,,,,,,,,,-108000.000,,,,,,,,,,,,264000.000,,,,,
GoodwillTranslationAdjustments,,,,,-3464000.000,,,,1926000.000,,,,-1445000.000,,,,-6918000.000,,,,-1831000.000,,,,,
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,,,,,,,,,,,,,,,,,,,,,,66794000.000,69854000.000,,,76542000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,32373000.000,33026000.000,35642000.000,37312000.000,37166000.000,37124000.000,41772000.000,45113000.000,34584000.000,44046000.000,47368000.000,54763000.000,49262000.000,48080000.000,48752000.000,52478000.000,45491000.000,55004000.000,57238000.000,67231000.000,50624000.000,65029000.000,67576000.000,73821000.000,63065000.000,74733000.000
IncomeTaxExpenseBenefit,9850000.000,10900000.000,9250000.000,12900000.000,12700000.000,12900000.000,13100000.000,15800000.000,9600000.000,15000000.000,12600000.000,19000000.000,16700000.000,15300000.000,11400000.000,16400000.000,13400000.000,16500000.000,18300000.000,23200000.000,14700000.000,21300000.000,20600000.000,24300000.000,16800000.000,23900000.000
IncomeTaxReconciliationTaxCreditsResearch,,,,,,,900000.000,,1600000.000,,,,,,,,,,,,,,,,,
IncreaseDecreaseInAccountsPayable,1027000.000,,,,-4375000.000,,,,-8115000.000,,,,-2949000.000,,,,-5299000.000,,,,-7696000.000,,,,-6322000.000,
IncreaseDecreaseInAccruedIncomeTaxesPayable,782000.000,,,,-2457000.000,,,,-2393000.000,,,,14405000.000,,,,6323000.000,,,,5851000.000,,,,7230000.000,
IncreaseDecreaseInAccruedLiabilities,-8010000.000,,,,-20431000.000,,,,-16605000.000,,,,-20813000.000,,,,-14172000.000,,,,-14787000.000,,,,-18908000.000,
IncreaseDecreaseInInventories,2045000.000,,,,5885000.000,,,,-4960000.000,,,,5536000.000,,,,2851000.000,,,,2326000.000,,,,14989000.000,
IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,2534000.000,,,,7666000.000,,,,-2456000.000,,,,-2875000.000,,,,2105000.000,,,,3030000.000,,,,1563000.000,
IncreaseDecreaseInReceivables,-4836000.000,,,,-4189000.000,,,,12142000.000,,,,-6586000.000,,,,-2082000.000,,,,-12348000.000,,,,-25998000.000,
IncrementalCommonSharesAttributableToShareBasedPaymentArrangements,,,840545.000,,539000.000,648.000,593000.000,-522648.000,488000.000,463000.000,538000.000,-805000.000,959000.000,1018000.000,977000.000,-1964000.000,1074000.000,1090000.000,1088000.000,-2181000.000,1065000.000,1105000.000,1152000.000,-2197000.000,1809000.000,2416000.000
InterestExpenseDebt,54000.000,38000.000,7000.000,43000.000,610000.000,654000.000,552000.000,616000.000,640000.000,803000.000,1097000.000,1177000.000,1281000.000,1441000.000,1444000.000,1275000.000,1112000.000,1146000.000,1088000.000,1280000.000,1567000.000,2333000.000,2294000.000,2078000.000,1969000.000,1960000.000
MinorityInterestChangeInRedemptionValue,126000.000,-447000.000,980000.000,-10299000.000,-992000.000,500000.000,-600000.000,-2683000.000,,,,,,,,,,,,,,,,,,
MinorityInterestDecreaseFromDistributionsToNoncontrollingInterestHolders,2269000.000,,,,0.000,,,,,,,,,,,,,,,,,,,,,
NetCashProvidedByUsedInFinancingActivities,7965000.000,,,,154409000.000,,,,-10260000.000,,,,-29046000.000,,,,23284000.000,,,,220833000.000,,,,-46923000.000,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,7965000.000,,,,154409000.000,,,,-10260000.000,,,,-29046000.000,,,,23284000.000,,,,220833000.000,,,,-46923000.000,
NetCashProvidedByUsedInInvestingActivities,-24219000.000,,,,-146223000.000,,,,-5711000.000,,,,-4593000.000,,,,-53490000.000,,,,-269540000.000,,,,-6003000.000,
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,-24219000.000,,,,-146223000.000,,,,-5711000.000,,,,-4593000.000,,,,-53490000.000,,,,-269540000.000,,,,-6003000.000,
NetCashProvidedByUsedInOperatingActivities,23547000.000,,,,-2250000.000,,,,13283000.000,,,,33549000.000,,,,29455000.000,,,,45167000.000,,,,55975000.000,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,23547000.000,,,,-2250000.000,,,,13283000.000,,,,33549000.000,,,,29455000.000,,,,45167000.000,,,,55975000.000,
NetIncomeLoss,17074000.000,16830000.000,20402000.000,18514000.000,19185000.000,19043000.000,23128000.000,23791000.000,19958000.000,23700000.000,28947000.000,29791000.000,27455000.000,28367000.000,33366000.000,32105000.000,27640000.000,33105000.000,34369000.000,38250000.000,31271000.000,38657000.000,42002000.000,44262000.000,40927000.000,45686000.000
NetIncomeLossAttributableToNoncontrollingInterest,5449000.000,5296000.000,5990000.000,5898000.000,5281000.000,5181000.000,5544000.000,5522000.000,5026000.000,5346000.000,5821000.000,5972000.000,5107000.000,4413000.000,3986000.000,3973000.000,4451000.000,5399000.000,4569000.000,5781000.000,4653000.000,5072000.000,4974000.000,5259000.000,5338000.000,5147000.000
