,2011-06-30,2011-09-30,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2014-03-31,2014-09-30,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AcquisitionCosts,,,,,,,,,,,,,,,,,,1357537.000,,
AdjustmentForAmortization,,,1151.000,,,,2383436.000,,,414115.000,,2605003.000,,,,4143670.000,,,,6538578.000
AdjustmentsToAdditionalPaidInCapitalStockIssuedIssuanceCosts,,,,,,,3000000.000,,,,,,,,,,,,,
AdjustmentsToAdditionalPaidInCapitalWarrantIssued,,,,,,,20840645.000,,,12157780.000,,,,,,,,,,
AmortizationOfAboveAndBelowMarketLeases,,,,,,,-115498.000,,,-5723.000,,-183431.000,,,,-265410.000,,,,-797582.000
AmortizationOfFinancingCosts,,,21493.000,21493.000,21492.000,129534.000,137761.000,54556.000,,140658.000,,347538.000,,,,691207.000,,,,1180186.000
AmortizationOfFinancingCostsAndDiscounts,,,,-21493.000,-48487.000,,,,,,,,,,,,,,,
AmortizationOfIntangibleAssets,,,,0.000,0.000,,,,,412924.000,,2645382.000,1798139.000,3028567.000,3131620.000,4222313.000,5289319.000,6386957.000,,
BusinessAcquisitionProFormaEarningsPerShareDiluted,,,,,,,,,,0.090,-0.370,,,,,,,,,
BusinessCombinationAcquisitionRelatedCosts,1442444.000,18272.000,912.000,0.000,0.000,0.000,,,,188031.000,3056997.000,423592.000,669342.000,1783708.000,1309450.000,2652705.000,2490566.000,1036171.000,1428295.000,9002.000
BusinessCombinationSeparatelyRecognizedTransactionsAdditionalDisclosuresAcquisitionCostExpensed,,,,,,,,,,,,,,,,,2500000.000,,,
CapitalExpendituresIncurredButNotYetPaid,,,33623.000,,,,131463.000,,,113377.000,,109603.000,,,,710932.000,,,,454528.000
CashAndCashEquivalentsPeriodIncreaseDecrease,,,689352.000,,,,,,,-71018.000,,4501523.000,,,,2263900.000,,,,1043343.000
CommonStockDividendsPerShareDeclared,,,,,0.001,,0.145,,0.150,0.160,0.160,0.175,0.180,0.180,0.193,0.193,0.203,0.203,0.219,0.220
ConcentrationRiskCreditRiskFinancialInstrumentMaximumExposure,,,,,,,32500000.000,,,,,,,,,,,,,
CostOfReimbursableExpense,,,,238857.000,247165.000,,479887.000,553096.000,,625261.000,632051.000,1117573.000,1308832.000,1688347.000,1770490.000,2363463.000,2516605.000,2808402.000,2710241.000,2776967.000
CostsAndExpenses,5187988.000,4702679.000,2033158.000,2044530.000,1988139.000,1908961.000,,,,6302798.000,14261986.000,18078289.000,19788682.000,26208060.000,28146217.000,36500042.000,40800154.000,44728743.000,49506319.000,52390294.000
DeferredRevenueRevenueRecognized,,,,,,,,,,308457.000,178727.000,150319.000,200552.000,204790.000,274308.000,239599.000,,,,
DeferredRevenueRevenueRecognized1,,,,,,,,,,,,,,,,,196127.000,201147.000,,259174.000
Depreciation,,,976251.000,915862.000,904837.000,793743.000,1728867.000,1954162.000,,1894411.000,,5340425.000,,,,11203056.000,12770480.000,15413816.000,17028256.000,18287611.000
DepreciationAndAmortization,2802109.000,3623732.000,977402.000,917014.000,905988.000,794894.000,4112303.000,4884319.000,,2308526.000,3185739.000,7945428.000,7927849.000,10536486.000,11686571.000,15346726.000,17969975.000,21664363.000,23158734.000,24826189.000
DepreciationDepletionAndAmortization,,,,,,,,,,,,,,,,,,21664363.000,,
DistributionMadeToLimitedPartnerCashDistributionsDeclared,,,,,,,,,,,23201.000,49063.000,50465.000,49779.000,53238.000,117395.000,179449.000,179449.000,194957.000,198742.000
DividendsCommonStockCash,,,673181.000,677477.000,729699.000,771616.000,-771923.000,,,-2453769.000,,3850754.000,,,,4435489.000,,,,5970658.000
DividendsPreferredStock,,,,79685.000,,,1822438.000,,,,,3172897.000,,,,7881735.000,,,,
DividendsPreferredStockCash,,,718.000,,,,,,,1420536.000,2078839.000,3172897.000,,,,7881735.000,,3886173.000,,14383779.000
EarningsPerShareBasic,,,,,,,,,,0.090,-0.290,-0.180,-0.170,-0.310,-0.290,-0.490,-0.400,-0.560,-0.660,0.540
EarningsPerShareBasicAndDiluted,-0.810,-0.560,-0.090,-0.060,0.000,0.030,,,,,,,,,,,,,,
EarningsPerShareDiluted,,,,,,,,,,0.090,-0.290,,,,,,,,,
EntityWideRevenueMajorCustomerAmount,,,,333615.000,,,1000000.000,,,,,,,,,,,,,
ExtinguishmentOfDebtAmount,,,,,,,,,,-13000000.000,,-670762.000,,,,,,,,
FinitelivedIntangibleAssetsAcquired1,,,,,,,,,,,,1571827.000,,,,,,,,
GainLossOnDispositionOfAssets1,,,,,,,,,,,,,,,,,,,,30724060.000
GainsLossesOnExtinguishmentOfDebt,,,,,,,,,,,0.000,,,,,,,,,
GainsLossesOnSalesOfInvestmentRealEstate,,,,,,,,,,,,,,,,,4271506.000,0.000,,30724060.000
GeneralAndAdministrativeExpense,35385.000,51436.000,44327.000,46775.000,41394.000,46426.000,,,,173867.000,177291.000,458204.000,463298.000,632164.000,732123.000,919952.000,1191520.000,1144256.000,1302262.000,1505510.000
GeneralInsuranceExpense,28678.000,39069.000,41377.000,41378.000,41377.000,42625.000,,,,,,,,,,,,,,
IncomeLossAttributableToNoncontrollingInterest,,,,0.000,0.000,,,,,38862.000,-26481.000,-9699.000,4276.000,-15289.000,-4609.000,-88561.000,7961.000,-86484.000,-143207.000,999066.000
IncomeLossBeforeGainOrLossOnSaleOfPropertiesExtraordinaryItemsAndCumulativeEffectsOfAccountingChanges,,,,,,,,,,,,,,,,,-4054027.000,-2688620.000,,-662580.000
IncomeLossFromContinuingOperationsIncludingPortionAttributableToNoncontrollingInterest,,,,,,,,,,2478420.000,-3229373.000,,,,,,,,,30061480.000
IncomeLossFromContinuingOperationsPerBasicShare,,,,,,,,,,0.070,,,,,,,,,,
IncomeLossFromContinuingOperationsPerDilutedShare,,,,,,,,,,0.070,,,,,,,,,,
IncomeLossFromDiscontinuedOperationsNetOfTax,,,,,,,,,,317425.000,,,,,,,,,,
IncomeLossFromDiscontinuedOperationsNetOfTaxAttributableToReportingEntity,,,,,,,,,,317425.000,,,,,,,,,,
IncomeLossFromDiscontinuedOperationsNetOfTaxPerBasicShare,,,,,,,,,,0.020,,,,,,,,,,
IncomeLossFromDiscontinuedOperationsNetOfTaxPerDilutedShare,,,,,,,,,,0.020,,,,,,,,,,
IncreaseDecreaseInAccountsAndNotesReceivable,,,,,,,-1421384.000,,,-771449.000,,-2097135.000,,,,-5508066.000,,,,-7553568.000
IncreaseDecreaseInAccountsPayable,,,106529.000,,,,39630.000,,,-95083.000,,37407.000,,,,721170.000,,,,-63808.000
IncreaseDecreaseInAccountsReceivable,,,2190.000,,,,5939.000,,,-307425.000,,-279136.000,,,,86020.000,,,,1965423.000
IncreaseDecreaseInDeferredCompensation,,,,,,,,,,,,,,,,610425.000,,,,
IncreaseDecreaseInDeferredRentReceivables,,,-105849.000,,,,,,,,,,,,,,,,,
IncreaseDecreaseInDeferredRevenue,,,16275.000,,,,,,,,,,,,,,,,,
