,2011-06-30,2011-09-30
AccountsPayableCurrent,16257659.000,13497640.000
AccountsReceivableNetCurrent,46306063.000,37480664.000
AccountsReceivableNetNoncurrent,5379015.000,5513925.000
AccruedIncomeTaxesCurrent,1924473.000,2070542.000
AccumulatedOtherComprehensiveIncomeLossNetOfTax,1679694.000,2170172.000
AdditionalPaidInCapitalCommonStock,21126043.000,21126043.000
AdvancesOnInventoryPurchases,2385060.000,3281838.000
AllowanceForDoubtfulAccountsReceivableCurrent,1547792.000,2498215.000
Assets,71819313.000,65128416.000
AssetsCurrent,61913823.000,54812291.000
CashAndCashEquivalentsAtCarryingValue,5058434.000,8383489.000
CommonStockParOrStatedValuePerShare,0.001,0.001
CommonStockSharesAuthorized,100000000.000,100000000.000
CommonStockSharesIssued,59470015.000,59470015.000
CommonStockSharesOutstanding,59470015.000,59470015.000
CommonStockValue,59470.000,59470.000
DeferredTaxAssetsNetCurrent,94961.000,96705.000
DeferredTaxAssetsNetNoncurrent,143250.000,145881.000
DueFromRelatedPartiesCurrent,4325162.000,1628496.000
DueToRelatedPartiesCurrent,8094478.000,1960482.000
EquityMethodInvestments,98392.000,101261.000
IntangibleAssetsNetExcludingGoodwill,15154.000,14575.000
InventoryNet,3123043.000,3350132.000
Liabilities,45817592.000,40813190.000
LiabilitiesAndStockholdersEquity,71819313.000,65128416.000
LiabilitiesCurrent,43962807.000,39670030.000
MinorityInterest,67465.000,-33085.000
NotesPayableCurrent,1390689.000,5856356.000
OtherAssetsNoncurrent,144414.000,3441.000
OtherLiabilitiesNoncurrent,1854785.000,1143160.000
PrepaidExpenseAndOtherAssetsCurrent,202348.000,213251.000
PrepaidExpenseOtherNoncurrent,232515.000,236786.000
PropertyPlantAndEquipmentNet,3892750.000,4300256.000
RestrictedCashAndCashEquivalentsAtCarryingValue,418752.000,377716.000
RetainedEarningsAccumulatedDeficit,3069049.000,992626.000
ShortTermBorrowings,9271260.000,9441540.000
StockholdersEquity,25934256.000,24348311.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,26001721.000,24315226.000
