,2011-06-30,2011-09-30,2011-12-31
AccountsPayableCurrent,4489488.000,1265058.000,662490.000
AccountsReceivableNetCurrent,9413487.000,5283516.000,5986397.000
AccumulatedOtherComprehensiveIncomeLossNetOfTax,2938831.000,3341490.000,3516571.000
AdditionalPaidInCapital,17988805.000,17988805.000,18079785.000
AllowanceForDoubtfulAccountsReceivableCurrent,,0.000,
Assets,64190113.000,75393752.000,78572402.000
AssetsCurrent,35922107.000,46635272.000,47477535.000
CashAndCashEquivalentsAtCarryingValue,2183418.000,72045.000,159413.000
CommitmentsAndContingencies,,0.000,0.000
CommonStockParOrStatedValuePerShare,0.001,0.001,0.001
CommonStockSharesAuthorized,100000000.000,30000000.000,100000000.000
CommonStockSharesIssued,30000000.000,30000000.000,30020000.000
CommonStockSharesOutstanding,30000000.000,30000000.000,30020000.000
CommonStockValue,30000.000,30000.000,30020.000
ConstructionInProgressGross,5409768.000,5473278.000,5443862.000
CustomerDepositsCurrent,1577277.000,1553063.000,4001348.000
DeferredTaxAssetsNetCurrent,,,137221.000
DepositsAssetsCurrent,9343552.000,18235277.000,17802694.000
DepositsAssetsNoncurrent,7207505.000,7570071.000,207779.000
DueFromRelatedPartiesCurrent,1451047.000,1451047.000,1420065.000
DueToRelatedPartiesCurrent,,0.000,0.000
IntangibleAssetsNetExcludingGoodwill,9194488.000,9224452.000,9216213.000
InventoryNet,11600031.000,12886170.000,16424906.000
Liabilities,27167034.000,36702694.000,38535268.000
LiabilitiesAndStockholdersEquity,64190113.000,75393752.000,78572402.000
LiabilitiesCurrent,19276572.000,28719599.000,34446253.000
LongTermLoansFromBank,7890462.000,7983095.000,4089015.000
NotesAndLoansPayableCurrent,,8609220.000,7863490.000
NotesAndLoansReceivableNetCurrent,,2050560.000,
OtherAccountsPayableAndAccruedLiabilities,1308973.000,1415233.000,1417245.000
OtherReceivablesNetCurrent,1308066.000,1330905.000,982308.000
PreferredStockParOrStatedValuePerShare,0.001,0.001,0.001
PreferredStockSharesAuthorized,5000000.000,5000000.000,5000000.000
PreferredStockValue,,0.000,0.000
PropertyPlantAndEquipmentNet,6456245.000,6490679.000,16227013.000
RestrictedCashAndCashEquivalents,,4695938.000,3931745.000
RetainedEarningsAccumulatedDeficit,16065443.000,15730929.000,16130900.000
ShortTermBankLoansAndNotesPayable,8354607.000,11583314.000,16198789.000
StatutoryAccountingPracticesStatutoryCapitalAndSurplusBalance,,1599834.000,2279858.000
StockholdersEquity,37023079.000,38691058.000,40037134.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,37023079.000,38691058.000,40037134.000
TaxesPayableCurrent,3546227.000,4293711.000,4302891.000
ValueAddedTaxReceivable,622506.000,629814.000,632786.000
