,2011-03-31,2012-03-31,2013-03-31,2014-03-31,2015-03-31,2016-03-31,2017-03-31
AdjustmentToAdditionalPaidInCapitalIncomeTaxEffectFromShareBasedCompensationNet,,,,,,,-1251000.000
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue,34951000.000,31283000.000,24845000.000,25517000.000,25943000.000,27351000.000,35976000.000
AdjustmentsToAdditionalPaidInCapitalTaxEffectFromShareBasedCompensation,4783000.000,-908000.000,3318000.000,,,,
AdvertisingExpense,,158100000.000,165825000.000,161200000.000,174200000.000,181700000.000,208700000.000
AllocatedShareBasedCompensationExpense,,31529000.000,25198000.000,25546000.000,25825000.000,,35890000.000
AllocatedShareBasedCompensationExpenseNetOfTax,,25235000.000,19842000.000,20644000.000,20267000.000,,27354000.000
AmortizationOfIntangibleAssets,27800000.000,26534000.000,23073000.000,17771000.000,8361000.000,1885000.000,9367000.000
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,,18431855.000,22859941.000,15091478.000,9000000.000,5200000.000,1400000.000
AssetImpairmentCharges,,,216688000.000,,122734000.000,0.000,0.000
AssetRetirementObligationAccretionExpense,,92000.000,28000.000,,,,
AssetRetirementObligationForeignCurrencyTranslation,,-9000.000,-58000.000,,,,
AssetRetirementObligationLiabilitiesIncurred,,66000.000,63000.000,,,,
AssetRetirementObligationLiabilitiesSettled,,85000.000,201000.000,,,,
AssetRetirementObligationRevisionOfEstimate,,218000.000,,,,,
AvailableForSaleSecuritiesGrossRealizedGainLossNet,,6109000.000,831000.000,,0.000,,
BusinessCombinationAcquisitionRelatedCosts,,,,,,,1500000.000
BusinessCombinationContingentConsiderationArrangementsChangeInAmountOfContingentConsiderationLiability1,,,,,,,-8092000.000
CapitalExpenditureDiscontinuedOperations,,,,,,1431000.000,0.000
CapitalExpendituresIncurredButNotYetPaid,,11216000.000,-8737000.000,5204000.000,5242000.000,4958000.000,5072000.000
CashAndCashEquivalentsPeriodIncreaseDecrease,157987000.000,,,,,-17843000.000,28338000.000
CashProvidedByUsedInInvestingActivitiesDiscontinuedOperations,,,,,,-1395000.000,0.000
CommonStockDividendsPerShareCashPaid,,,0.850,0.220,0.270,0.530,0.570
ComprehensiveIncomeNetOfTax,122583000.000,54047000.000,-224283000.000,83631000.000,-18152000.000,120569000.000,217155000.000
CostOfGoodsAndServicesSold,1526380000.000,1539614000.000,1392581000.000,1400844000.000,1339750000.000,1337053000.000,1395211000.000
CostOfServices,,,,7800000.000,,,
CurrentFederalStateAndLocalTaxExpenseBenefit,,,,,1228000.000,1668000.000,1934000.000
CurrentFederalTaxExpenseBenefit,,258000.000,686000.000,127000.000,,,
CurrentForeignTaxExpenseBenefit,,25187000.000,-23078000.000,8580000.000,1188000.000,-2582000.000,9774000.000
DeferredFederalIncomeTaxExpenseBenefit,,-254000.000,,,,,
DeferredForeignIncomeTaxExpenseBenefit,,-5372000.000,-3196000.000,-5429000.000,2074000.000,4024000.000,-2595000.000
DeferredIncomeTaxExpenseBenefit,-8683000.000,137000.000,11552000.000,-4828000.000,2240000.000,6604000.000,-2397000.000
