,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30
AccountsReceivableNetCurrent,0.000,,,,,
AccumulatedOtherComprehensiveIncomeLossNetOfTax,,-705714.000,-705714.000,-705714.000,-705714.000,-705714.000
AdditionalPaidInCapital,609301.000,609301.000,609301.000,609301.000,712244.000,712244.000
Assets,0.000,0.000,0.000,296.000,0.000,63.000
AssetsCurrent,0.000,,,296.000,,63.000
Cash,0.000,,,296.000,,63.000
CommonStockParOrStatedValuePerShare,0.001,0.001,0.001,0.001,0.001,0.001
CommonStockSharesAuthorized,150000000.000,150000000.000,150000000.000,150000000.000,150000000.000,150000000.000
CommonStockSharesIssued,103046175.000,103046175.000,103046175.000,103046175.000,103073000.000,103073.000
CommonStockValue,103046.000,103046.000,103046.000,103046.000,103.000,103.000
DevelopmentStageEnterpriseDeficitAccumulatedDuringDevelopmentStage,611370.000,660856.000,665656.000,676360.000,689072.000,698493.000
DueToRelatedPartiesCurrent,604737.000,654223.000,659023.000,670023.000,680723.000,691923.000
Liabilities,604737.000,654223.000,659023.000,670023.000,682439.000,691923.000
LiabilitiesAndStockholdersEquity,0.000,0.000,0.000,296.000,0.000,63.000
LiabilitiesCurrent,604737.000,654223.000,659023.000,670023.000,682439.000,691923.000
OperatingLossCarryforwards,1833329.000,,,,,
RetainedEarningsAccumulatedDeficit,1833329.000,1366570.000,1371370.000,1382074.000,1394786.000,1404207.000
StockholdersEquity,-604737.000,-654223.000,-659023.000,-669727.000,-682439.000,-691860.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,-604737.000,-654223.000,649423.000,-669727.000,-682439.000,-691860.000
