,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AllocatedShareBasedCompensationExpense,,,955000.000,,,,,,,,,,,,,,
AmortizationOfIntangibleAssets,5000.000,,,,,,,,,,,,,,,,
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,1366000.000,,,,390000.000,706000.000,777000.000,,,,,,,,,,
CashAndCashEquivalentsPeriodIncreaseDecrease,-5297000.000,,,,18375000.000,,,,-13722000.000,,,,103666000.000,,,,
DeferredIncomeTaxesAndTaxCredits,,,,,-159000.000,,,,-369000.000,,,,-445000.000,,,,737000.000
Depreciation,100000.000,200000.000,100000.000,300000.000,200000.000,,,,200000.000,200000.000,200000.000,200000.000,300000.000,400000.000,800000.000,900000.000,800000.000
DepreciationDepletionAndAmortization,137000.000,,,,175000.000,200000.000,200000.000,168000.000,193000.000,,,,251000.000,,,,759000.000
EarningsPerShareBasic,,,,,0.820,0.060,-0.480,,-0.550,-0.590,-0.730,,,,,,
EarningsPerShareBasicAndDiluted,-0.510,-0.640,-0.550,-0.500,,,,,,,,,-0.810,-1.180,-1.260,-1.410,-0.990
EarningsPerShareDiluted,,,,,0.780,0.060,-0.480,,-0.550,-0.590,-0.730,,,,,,
EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate,,,,,0.125,,,,,,,,,,,,
ExcessTaxBenefitFromShareBasedCompensationFinancingActivities,,,,,207000.000,,,,390000.000,,,,96000.000,,,,
ExcessTaxBenefitFromShareBasedCompensationOperatingActivities,,,,,207000.000,,,,390000.000,,,,96000.000,,,,
GainLossOnContractTermination,,,,,,,,,,,,,,,,,2096000.000
GeneralAndAdministrativeExpense,3181000.000,3212000.000,3389000.000,5269000.000,4873000.000,4937000.000,4230000.000,5011000.000,5049000.000,5522000.000,5905000.000,6629000.000,7182000.000,8134000.000,16136000.000,9604000.000,10832000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,-8945000.000,-11178000.000,-9552000.000,-10906000.000,18003000.000,1586000.000,-12941000.000,-12987000.000,-14936000.000,-18082000.000,-22738000.000,-24155000.000,-27340000.000,-40256000.000,-42818000.000,-48550000.000,-37045000.000
