,2011-12-31,2012-03-31
BusinessCombinationBargainPurchaseGainRecognizedAmount,0.000,0.000
CashAndCashEquivalentsPeriodIncreaseDecrease,-6697600.000,
ComprehensiveIncomeNetOfTax,9438421.000,3419367.000
CostOfRevenue,35433899.000,24338612.000
DeferredIncomeTaxExpenseBenefit,-1012651.000,
DepreciationAndAmortization,1470234.000,
EarningsPerShareBasic,0.230,0.050
EarningsPerShareDiluted,0.230,0.050
EffectOfExchangeRateOnCashAndCashEquivalents,30205.000,
GainLossOnDerivativeInstrumentsNetPretax,0.000,0.000
GainLossOnSaleOfPropertyPlantEquipment,-4080.000,
GeneralAndAdministrativeExpense,5870942.000,7925419.000
GrossProfit,20285023.000,14074237.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,10579924.000,3492818.000
IncomeTaxExpenseBenefit,2380666.000,1722182.000
IncomeTaxesPaid,3695100.000,
IncreaseDecreaseInAccountsPayableRelatedParties,-789991.000,
IncreaseDecreaseInAccountsPayableTrade,2932215.000,
IncreaseDecreaseInAccountsReceivable,15207585.000,
IncreaseDecreaseInAccountsReceivableRelatedParties,0.000,
IncreaseDecreaseInAccruedLiabilities,-754131.000,
IncreaseDecreaseInAccruedTaxesPayable,-1343085.000,
IncreaseDecreaseInCustomerDeposits,997619.000,
IncreaseDecreaseInInventories,297794.000,
IncreaseDecreaseInNotesReceivables,396677.000,
IncreaseDecreaseInOtherReceivables,579586.000,
IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,47791.000,
InterestExpense,90641.000,122081.000
InterestPaid,90641.000,
InventoryWriteDown,0.000,
NetCashProvidedByUsedInFinancingActivities,2117134.000,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,2117134.000,
NetCashProvidedByUsedInInvestingActivities,-851473.000,
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,-851473.000,
NetCashProvidedByUsedInOperatingActivities,-7993466.000,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,-7993466.000,
NetIncomeLoss,8199258.000,1770636.000
NonoperatingIncomeExpense,50034.000,109897.000
OperatingExpenses,9755133.000,10691316.000
OperatingIncomeLoss,10529890.000,3382921.000
OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationAdjustmentNetOfTaxPortionAttributableToParent,1239163.000,1648731.000
OtherNonoperatingIncome,140675.000,231978.000
PaymentsToAcquireIntangibleAssets,52314.000,
PaymentsToAcquirePropertyPlantAndEquipment,834817.000,
ProceedsFromRepaymentsOfRestrictedCashFinancingActivities,319910.000,
ProceedsFromSaleOfPropertyPlantAndEquipment,35658.000,
ProceedsFromShortTermDebt,1797224.000,
ProvisionForDoubtfulAccounts,523583.000,
RepaymentsOfNotesPayable,0.000,
ResearchAndDevelopmentExpense,107060.000,162180.000
RevenueFromRelatedParties,51949.000,16979.000
RevenueOtherManufacturedProducts,55666973.000,38395870.000
Revenues,55718922.000,38412849.000
SalesRevenueNet,55718922.000,38412849.000
SellingExpense,3777131.000,2603717.000
ShareBasedCompensation,547500.000,
WeightedAverageNumberOfDilutedSharesOutstanding,35869654.000,36083940.000
WeightedAverageNumberOfSharesOutstandingBasic,35869654.000,36083940.000
