,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AdjustmentsToAdditionalPaidInCapitalIncomeTaxDeficiencyFromShareBasedCompensation,,,,,,,,,,,,,216000.000,,,,
AdjustmentsToAdditionalPaidInCapitalShareBasedCompensationEmployeeStockPurchaseProgramRequisiteServicePeriodRecognition,,,,,622000.000,,,,59000.000,,,,,,,,
AdjustmentsToAdditionalPaidInCapitalShareBasedCompensationStockOptionsRequisiteServicePeriodRecognition,80000.000,,,,358000.000,,,,63000.000,,,,,,,,
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationAndExerciseOfStockOptions,706000.000,,,,,,,,,,,,,,,,
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationOtherLongtermIncentivePlansRequisiteServicePeriodRecognition,,,,,1077000.000,,,,496000.000,,,,1012000.000,,,,1198000.000
AdjustmentsToAdditionalPaidInCapitalTaxEffectFromShareBasedCompensation,89000.000,,,,319000.000,,,,,,,,,,,,
AllocatedShareBasedCompensationExpense,,,,,1600000.000,2300000.000,,,,,,,,,,,
AmortizationOfDebtDiscountPremium,,,,,,,,,65000.000,,,,25000.000,,,,57000.000
AmortizationOfFinancingCosts,,,,,,,,,258000.000,,,,195000.000,,,,282000.000
AssetImpairmentCharges,,,,,,2457000.000,0.000,,,0.000,0.000,,,,,,
ComprehensiveIncomeNetOfTax,6589000.000,5096000.000,5356000.000,1820000.000,4444000.000,5192000.000,4219000.000,3181000.000,-44000.000,11196000.000,997000.000,-3447000.000,-3818000.000,1938000.000,-560000.000,-5538000.000,-5622000.000
ComprehensiveIncomeNetOfTaxAttributableToNoncontrollingInterest,-105000.000,-105000.000,-116000.000,-75000.000,-71000.000,-25000.000,45000.000,-45000.000,-197000.000,-228000.000,-208000.000,-173000.000,-132000.000,-6448000.000,-242000.000,-110000.000,-167000.000
ComprehensiveIncomeNetOfTaxIncludingPortionAttributableToNoncontrollingInterest,6484000.000,4991000.000,5240000.000,1745000.000,4373000.000,5167000.000,4264000.000,3136000.000,-241000.000,10968000.000,789000.000,-3620000.000,-3950000.000,-4510000.000,-802000.000,-5648000.000,-5789000.000
CostsAndExpenses,63911000.000,67921000.000,72361000.000,66904000.000,72261000.000,76169000.000,78969000.000,67273000.000,64950000.000,61961000.000,66431000.000,68288000.000,66300000.000,68227000.000,62394000.000,58463000.000,59692000.000
CostsAndExpensesRelatedParty,168000.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,,,,,,,,
DecreaseInRestrictedCash,,,,,,,,,,,,,544000.000,,,,
DeferredIncomeTaxExpenseBenefit,,,,,,,,,-52000.000,,,,-1348000.000,,,,-2099000.000
DeferredRevenueAdditions,8932000.000,9277000.000,9362000.000,10365000.000,8344000.000,8568000.000,8861000.000,6369000.000,7829000.000,12321000.000,12381000.000,0.000,,,,,
DeferredRevenueRevenueRecognized,5152000.000,6390000.000,4713000.000,6391000.000,6118000.000,6560000.000,7837000.000,4823000.000,6210000.000,7903000.000,7333000.000,0.000,,,,,
Depreciation,,,,,,,,,11602000.000,,,,12766000.000,,,,11554000.000
DepreciationDepletionAndAmortization,11661000.000,11431000.000,11340000.000,,11287000.000,11425000.000,11746000.000,,11602000.000,11398000.000,12186000.000,12151000.000,12766000.000,12691000.000,12519000.000,11339000.000,11554000.000
DerivativeGainOnDerivative,,,,,100000.000,100000.000,,,100000.000,100000.000,100000.000,-200000.000,,,,,
DerivativeInstrumentsGainRecognizedInIncome,,100000.000,100000.000,,,,,,,,,,,,,,
DerivativeLossOnDerivative,,,,,,100000.000,1500000.000,,300000.000,0.000,0.000,0.000,,,,,
EarlyRepaymentOfSeniorDebt,,,,,,,,,9297000.000,,,,0.000,,,,
EarningsPerShareBasic,0.280,,0.260,,0.220,0.260,0.210,0.150,0.000,0.550,0.040,-0.170,,0.090,-0.030,,
EarningsPerShareBasicAndDiluted,0.280,0.250,,,,,,,,,,,-0.190,,,,-0.270
EarningsPerShareDiluted,0.280,,0.250,,0.220,0.260,0.210,0.150,0.000,0.550,0.040,-0.170,,0.090,-0.030,,
EffectOfExchangeRateOnCashAndCashEquivalentsContinuingOperations,-31000.000,,,,-3000.000,,,,-2386000.000,,,,373000.000,,,,57000.000
EffectiveIncomeTaxRateContinuingOperations,0.373,0.359,0.373,-0.703,0.390,0.376,0.487,-0.887,0.369,0.419,0.566,-0.765,0.203,0.194,-0.059,-0.165,0.252
EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate,,0.350,0.350,,0.350,0.350,,,,,,,,,,,
EffectiveIncomeTaxRateReconciliationDispositionOfAssets,,,,,,,,,,0.050,,,,,,,
EffectiveIncomeTaxRateReconciliationMinorityInterestIncomeExpense,,0.006,0.006,,0.004,0.001,,,,,,,,,,,
EffectiveIncomeTaxRateReconciliationNondeductibleExpense,,0.002,0.007,,0.015,0.002,,,,,,,,,,,
EffectiveIncomeTaxRateReconciliationStateAndLocalIncomeTaxes,,0.001,0.010,,0.021,0.023,,,,,,,,,,,
ForeignCurrencyTransactionGainLossBeforeTax,-259000.000,315000.000,409000.000,233000.000,-57000.000,21000.000,-485000.000,-1856000.000,-2960000.000,543000.000,146000.000,-319000.000,281000.000,329000.000,-33000.000,-570000.000,28000.000
ForeignCurrencyTransactionGainLossRealized,,,,,,,,,-3265000.000,,,,585000.000,,,,76000.000
GainLossOnDerivativeInstrumentsNetPretax,-3000.000,21000.000,-96000.000,-26000.000,-30000.000,-11000.000,-1703000.000,800000.000,-12000.000,-10000.000,8000.000,-4000.000,0.000,0.000,0.000,0.000,
GainLossOnDispositionOfAssets,10801000.000,4476000.000,2560000.000,464000.000,2891000.000,3139000.000,42000.000,29000.000,3388000.000,-242000.000,1813000.000,994000.000,,1367000.000,-246000.000,,
GainLossOnSaleOfBusiness,,,,,,,,,,12946000.000,0.000,,,0.000,0.000,,
GainLossOnSaleOfDerivatives,,,,,,,,,-12000.000,,,,0.000,,,,
GainLossOnSaleOfPropertyPlantEquipment,10700000.000,4500000.000,2600000.000,,2900000.000,,,,,,,,,,,,
GainsLossesOnExtinguishmentOfDebt,,,,,,,,,264000.000,0.000,-16000.000,1369000.000,0.000,518000.000,0.000,0.000,
GeneralAndAdministrativeExpense,9134000.000,9545000.000,9683000.000,10562000.000,11334000.000,10065000.000,12941000.000,9647000.000,9743000.000,10779000.000,11238000.000,11052000.000,9227000.000,8140000.000,9504000.000,9335000.000,10381000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,9605000.000,6674000.000,7277000.000,5593000.000,6378000.000,7419000.000,5893000.000,2941000.000,-149000.000,19441000.000,2372000.000,2295000.000,-4988000.000,-6343000.000,-1170000.000,-6858000.000,-8355000.000
IncomeLossFromEquityMethodInvestments,562000.000,674000.000,526000.000,-880000.000,499000.000,536000.000,1286000.000,-1164000.000,-145000.000,-198000.000,,,24000.000,,,,465000.000
IncomeLossFromSubsidiariesNetOfTax,,,,,,,,,0.000,,0.000,,0.000,0.000,0.000,0.000,0.000
IncomeTaxExpenseBenefit,3578000.000,2398000.000,2715000.000,3036000.000,2503000.000,2759000.000,2868000.000,155000.000,-55000.000,8138000.000,1343000.000,4691000.000,,,,,
IncomeTaxesPaid,,,,,1000.000,,,,5000.000,,,,5000.000,,,,
IncomeTaxesPaidNet,,,,,,,,,,,,,,,,,0.000
IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,,,,,,,,,29000.000,,,,1573000.000,,,,537000.000
IncreaseDecreaseInReceivables,,,,,,,,,6584000.000,,,,-11636000.000,,,,1700000.000
InterestCostsCapitalized,,,,,,1100000.000,1000000.000,,1700000.000,1900000.000,1800000.000,700000.000,0.000,,,,400000.000
InterestExpense,4732000.000,4613000.000,4394000.000,4311000.000,3753000.000,3840000.000,3629000.000,3556000.000,3545000.000,2881000.000,3121000.000,3979000.000,4748000.000,4130000.000,4003000.000,4444000.000,3589000.000
InterestExpenseRelatedParty,0.000,0.000,0.000,0.000,,,,,,,,,,,,,
InterestIncomeExpenseNet,,,,,,,,,0.000,,0.000,,,,,,
InterestPaid,,,,,,,,,1079000.000,,,,1129000.000,,,,413000.000
InterestPaidCapitalized,,,,,,,,,,,,,,,,,432000.000
InterestPaidNet,,,,,652000.000,,,,,,,,,,,,
InvestmentIncomeInterest,147000.000,150000.000,155000.000,139000.000,145000.000,143000.000,130000.000,122000.000,251000.000,317000.000,232000.000,391000.000,301000.000,403000.000,466000.000,-429000.000,250000.000
NetCashProvidedByUsedInContinuingOperations,13527000.000,,,,-9045000.000,,,,-7176000.000,,,,16433000.000,,,,-611000.000
NetCashProvidedByUsedInFinancingActivities,-4855000.000,,,,-684000.000,,,,-4382000.000,,,,-1335000.000,,,,-4169000.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,-4855000.000,,,,-684000.000,,,,-4382000.000,,,,-1335000.000,,,,-4169000.000
NetCashProvidedByUsedInInvestingActivities,536000.000,,,,-18036000.000,,,,-7196000.000,,,,2602000.000,,,,-752000.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,536000.000,,,,-18036000.000,,,,-7196000.000,,,,2602000.000,,,,-752000.000
NetCashProvidedByUsedInOperatingActivities,17877000.000,,,,9678000.000,,,,6788000.000,,,,14793000.000,,,,4253000.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,17877000.000,,,,9678000.000,,,,6788000.000,,,,14793000.000,,,,4253000.000
NetIncomeLoss,6694000.000,5055000.000,5204000.000,1752000.000,4445000.000,5221000.000,4266000.000,3185000.000,-42000.000,11333000.000,861000.000,-3447000.000,-3818000.000,1938000.000,-560000.000,-5538000.000,-5620000.000
NetIncomeLossAttributableToNoncontrollingInterest,-105000.000,-105000.000,-116000.000,-75000.000,-71000.000,,,,,,-208000.000,,-132000.000,-6448000.000,-242000.000,-110000.000,-167000.000
NetIncomeLossAttributableToRedeemableNoncontrollingInterest,,,,,,,,,,,,,-132000.000,,,,-167000.000
NetIncomeLossAvailableToCommonStockholdersBasic,5973000.000,5055000.000,5204000.000,1752000.000,4445000.000,5221000.000,4266000.000,3185000.000,,,,,,,,,
NetIncomeLossAvailableToCommonStockholdersDiluted,5973000.000,,,,,,,,,,,,,,,,
NonoperatingIncomeExpense,-5012000.000,-4118000.000,-3919000.000,-3965000.000,-3695000.000,-6131000.000,-5690000.000,-4504000.000,-6002000.000,10906000.000,-2751000.000,-2488000.000,-4183000.000,-2834000.000,-3536000.000,-5437000.000,-3299000.000
OperatingCostsAndExpenses,43116000.000,46945000.000,51338000.000,45213000.000,49640000.000,54679000.000,54282000.000,45772000.000,43605000.000,39784000.000,43007000.000,45085000.000,44307000.000,47396000.000,40371000.000,37789000.000,37757000.000
OperatingIncomeLoss,14617000.000,10792000.000,11196000.000,9558000.000,10073000.000,13550000.000,11583000.000,7445000.000,5853000.000,8535000.000,5123000.000,4783000.000,-805000.000,-3509000.000,2366000.000,-1421000.000,-5056000.000
OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationGainLossArisingDuringPeriodNetOfTax,,,,,-1000.000,,,,-2000.000,,,,,,,,-2000.000
OtherComprehensiveIncomeLossForeignCurrencyTransactionAndTranslationAdjustmentBeforeTax,-162000.000,64000.000,234000.000,104000.000,-2000.000,-52000.000,-65000.000,-4000.000,-3000.000,-137000.000,136000.000,0.000,0.000,0.000,0.000,0.000,-2000.000
OtherComprehensiveIncomeLossNetOfTax,-105000.000,41000.000,152000.000,68000.000,-1000.000,-29000.000,-47000.000,-4000.000,-2000.000,-137000.000,136000.000,0.000,0.000,0.000,0.000,0.000,-2000.000
OtherComprehensiveIncomeLossTax,-57000.000,23000.000,82000.000,36000.000,-1000.000,-23000.000,-18000.000,0.000,-1000.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
OtherNonoperatingIncomeExpense,3000.000,9000.000,7000.000,0.000,0.000,13000.000,-3000.000,-14000.000,,-9000.000,0.000,,-17000.000,46000.000,34000.000,6000.000,12000.000
PaymentsForProceedsFromDelayedTaxExemptExchange,,,,,,,,,,,,,0.000,,,,
PaymentsForProceedsFromHedgeInvestingActivities,0.000,,,,,,,,1103000.000,,,,0.000,,,,
PaymentsForProceedsFromOtherInvestingActivities,-535000.000,,,,-161000.000,,,,-169000.000,,,,-177000.000,,,,-185000.000
PaymentsForRepurchaseOfCommonStock,,,,,,,,,,,,,161000.000,,,,51000.000
PaymentsOfDebtIssuanceCosts,,,,,,,,,,,,,,,,,900000.000
PaymentsOfDividendsPreferredStockAndPreferenceStock,4953000.000,,,,0.000,,,,,,,,,,,,
PaymentsOfFinancingCosts,,,,,,,,,0.000,,,,,,,,
PaymentsToAcquireEquityMethodInvestments,,,,,,,,,,,,,,,,,114000.000
PaymentsToAcquirePropertyPlantAndEquipment,19445000.000,,,,18751000.000,,,,8866000.000,,,,,,,,
PreferredStockAccretionOfRedemptionDiscount,721000.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,,,,,,,,
ProceedsFromIssuanceOfLongTermDebt,15000000.000,,,,0.000,,,,,,,,,,,,
ProceedsFromIssuanceOfSharesUnderIncentiveAndShareBasedCompensationPlansIncludingStockOptions,,,,,,,,,612000.000,,,,477000.000,,,,463000.000
ProceedsFromLongTermLinesOfCredit,,,,,,,,,20000000.000,,,,7000000.000,,,,2000000.000
ProceedsFromSaleOfPropertyPlantAndEquipment,19099000.000,18100000.000,10200000.000,17752000.000,3566000.000,3400000.000,,,5379000.000,,,,,,,,
ProceedsFromStockOptionsExercised,706000.000,,,,0.000,,,,,,,,,,,,
ProfitLoss,6589000.000,4950000.000,5088000.000,1677000.000,4374000.000,5196000.000,4311000.000,3140000.000,-239000.000,11105000.000,653000.000,-3620000.000,-3950000.000,-4510000.000,-802000.000,-5648000.000,-5787000.000
ProvisionForDoubtfulAccounts,,,,,,,,,0.000,,,,,,,,38000.000
RepaymentsOfLongTermCapitalLeaseObligations,700000.000,,,,700000.000,,,,,,,,,,,,
Revenues,67727000.000,74237000.000,80997000.000,75998000.000,79443000.000,86580000.000,90510000.000,74689000.000,67415000.000,70738000.000,69741000.000,73943000.000,62582000.000,63351000.000,65006000.000,56289000.000,54527000.000
SalesRevenueNet,67727000.000,74237000.000,80997000.000,75998000.000,79443000.000,86580000.000,90510000.000,74689000.000,67415000.000,70738000.000,69741000.000,73943000.000,62582000.000,63351000.000,65006000.000,56289000.000,54527000.000
ShareBasedCompensation,,,,,,,,,618000.000,,,,1012000.000,,,,1198000.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardFairValueAssumptionsExpectedDividendRate,0.000,,,,0.000,,,,0.000,,,,,,,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardFairValueAssumptionsExpectedVolatilityRate,0.500,,,,0.396,,,,0.351,,,,,,,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardFairValueAssumptionsRiskFreeInterestRate,0.008,,,,0.018,,,,0.015,,,,,,,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsExpirationsInPeriod,0.000,,,,0.000,,,,,,,,,,,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsForfeituresInPeriod,0.000,,,,0.000,,,,,,,,,,,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsGrantsInPeriod,185000.000,,,,45000.000,,,,60000.000,,,,,,,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsGrantsInPeriodGross,,,,,,,,,,,,,,,,,0.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsGrantsInPeriodWeightedAverageGrantDateFairValue,7.580,,,,10.860,,,,7.040,,,,,,,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsOtherIncreasesDecreasesInPeriod,169058.000,,,,,,,,,,,,,,,,
ShareBasedCompensationArrangementsByShareBasedPaymentAwardOptionsGrantsInPeriodWeightedAverageExercisePrice,18.280,,,,29.240,,,,21.260,,,,,,,,
StockIssuedDuringPeriodSharesRestrictedStockAwardForfeited,,,,,1500.000,,,,,,,,,,,,
StockIssuedDuringPeriodSharesRestrictedStockAwardGross,188200.000,,,,106086.000,,,,,,,,,,,,
StockIssuedDuringPeriodSharesStockOptionsExercised,6346.000,,,,892.000,,,,,,,,,,,,
StockIssuedDuringPeriodValueAcquisitions,140000000.000,,,,,,,,,,,,,,,,
StockIssuedDuringPeriodValueEmployeeStockPurchasePlan,,,,,,,,,612000.000,,,,477000.000,,,,463000.000
StockIssuedDuringPeriodValueRestrictedStockAwardForfeitures,,,,,178000.000,,,,0.000,,,,0.000,,,,0.000
TemporaryEquityNetIncome,,,,,,,,,,,,,,,,,-167000.000
TreasuryStockValueAcquiredCostMethod,,,,,,,,,,,,,161000.000,,,,51000.000
WeightedAverageNumberOfDilutedSharesOutstanding,21454396.000,20140105.000,20505932.000,-41611233.000,20553537.000,20397913.000,20163990.000,-40975859.000,20195955.000,20332657.000,20287069.000,-40544925.000,20219937.000,20364382.000,20384348.000,-40618601.000,20509463.000
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,21454396.000,20140105.000,,,,,,,,,,,20219937.000,,,,20509463.000
WeightedAverageNumberOfSharesOutstandingBasic,21454396.000,20140105.000,20186013.000,-41291314.000,20217690.000,20342413.000,20098239.000,-40584964.000,20195955.000,20273780.000,20260514.000,-40501879.000,20219937.000,20361533.000,20384348.000,-40615752.000,20509463.000
WriteOffOfDeferredDebtIssuanceCost,,,,,,,,,,,,,,,,,500000.000
