,2011-12-31,2012-12-31,2013-12-31,2014-12-31,2015-12-31,2016-12-31
AllocatedShareBasedCompensationExpense,,,60000000.000,69000000.000,,
AmortizationOfDeferredLeasingFees,,,,48000000.000,48000000.000,49000000.000
AmortizationOfIntangibleAssets,,127000000.000,100000000.000,80000000.000,140000000.000,114000000.000
AmortizationOfNuclearFuelLease,,,209000000.000,220000000.000,,
AmortizationOfRegulatoryAsset,329000000.000,307000000.000,539000000.000,12000000.000,268000000.000,320000000.000
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,,,2000000.000,2000000.000,1000000.000,3000000.000
AssetImpairmentCharges,413000000.000,0.000,795000000.000,0.000,42000000.000,10665000000.000
AssetRetirementObligationAccretionExpense,,104000000.000,115000000.000,113000000.000,92000000.000,95000000.000
AssetRetirementObligationLiabilitiesSettled,,2000000.000,18000000.000,9000000.000,13000000.000,27000000.000
AssetRetirementObligationRevisionOfEstimate,,,-18000000.000,-395000000.000,-56000000.000,4000000.000
AvailableForSaleSecuritiesGrossRealizedGains,229000000.000,179000000.000,92000000.000,146000000.000,209000000.000,170000000.000
AvailableForSaleSecuritiesGrossRealizedGainsLossesSaleProceeds,4207000000.000,2980000000.000,2047000000.000,2133000000.000,1534000000.000,1678000000.000
AvailableForSaleSecuritiesGrossRealizedLosses,90000000.000,99000000.000,46000000.000,75000000.000,191000000.000,121000000.000
BusinessAcquisitionProFormaEarningsPerShareBasic,2.340,,,,,
BusinessAcquisitionProFormaEarningsPerShareDiluted,2.330,,,,,
BusinessAcquisitionsProFormaNetIncomeLoss,979000000.000,,,,,
BusinessAcquisitionsProFormaRevenue,17449000000.000,,,,,
CapitalLeasesIncomeStatementInterestExpense,6000000.000,5000000.000,,,,
CashAcquiredFromAcquisition,590000000.000,0.000,0.000,,,
CashAndCashEquivalentsPeriodIncreaseDecrease,-817000000.000,,,,,
CashFlowHedgeGainLossToBeReclassifiedWithinTwelveMonths,,8000000.000,10000000.000,,,
CommonStockDividendsPerShareDeclared,2.200,2.200,1.650,1.440,1.440,1.440
ComprehensiveIncomeNetOfTax,886000000.000,729000000.000,291000000.000,261000000.000,503000000.000,-6174000000.000
