,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-09-30
AccountsPayableCurrent,656859.000,85316.000,582986.000,950776.000,1646505.000
AccountsPayableCurrentAndNoncurrent,,,,,563179.000
AccountsReceivableGross,,,,,1365770.000
AccountsReceivableNet,,,,12617.000,
AccountsReceivableNetCurrent,283364.000,,,,1455487.000
AccruedLiabilitiesCurrent,117571.000,64456.000,126476.000,184794.000,191828.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,,-386961.000
AccumulatedOtherComprehensiveIncomeLossNetOfTax,,,,40265.000,-7177.000
AdditionalPaidInCapital,,,,,24153361.000
AdditionalPaidInCapitalCommonStock,11319023.000,22099451.000,22592907.000,22672106.000,
AllowanceForDoubtfulAccountsReceivable,,,,0.000,
Assets,1198433.000,9416000.000,7245037.000,5692864.000,4057619.000
AssetsCurrent,850600.000,8973075.000,6620705.000,5058493.000,3533778.000
BusinessAcquisitionPercentageOfVotingInterestsAcquired,,,,,0.200
CapitalLeaseObligationsCurrent,7150.000,7703.000,8298.000,10819.000,6919.000
CapitalLeaseObligationsNoncurrent,4481.000,2339.000,30.000,7744.000,
Cash,68766.000,5914380.000,3079566.000,725758.000,305340.000
CashAndCashEquivalentsAtCarryingValue,,,,,305340.000
CashAndCashEquivalentsFairValueDisclosure,,,,,305.000
CashEquivalentsAtCarryingValue,,,,,305.000
CertificatesOfDepositAtCarryingValue,,2000000.000,2000000.000,2000000.000,
ClassOfWarrantOrRightUnissued,,,,,13970665.000
CommonStockParOrStatedValuePerShare,0.001,0.001,0.001,0.001,0.001
CommonStockSharesAuthorized,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000
CommonStockSharesIssued,11336547.000,19170324.000,19379569.000,19828745.000,20642381.000
CommonStockSharesOutstanding,11336547.000,19170324.000,19379569.000,19379569.000,10607258.000
CommonStockValue,11336.000,19295.000,19380.000,19829.000,20642.000
ConvertibleNotesPayableCurrent,0.000,0.000,0.000,,
DeferredFinanceCostsCurrentNet,0.000,0.000,0.000,,
DeferredTaxAssetsOperatingLossCarryforwardsDomestic,,,,,20674000.000
DeferredTaxAssetsOperatingLossCarryforwardsForeign,,,,,0.000
DeferredTaxAssetsOperatingLossCarryforwardsStateAndLocal,,,,,20584000.000
DeferredTaxLiabilitiesDeferredExpenseDeferredFinancingCosts,,,,,60000.000
Deposits,,,,,25096.000
DepositsAssetsNoncurrent,20470.000,18984.000,30594.000,27686.000,
DerivativeLiabilitiesCurrent,0.000,0.000,0.000,,
EmployeeServiceShareBasedCompensationUnrecognizedCompensationCostsOnNonvestedAwards,,,,,299784.000
EquityMethodInvestmentOwnershipPercentage,,,,,0.500
EquityMethodInvestmentSummarizedFinancialInformationLiabilitiesAndEquity,,,,,148528.000
EquityMethodInvestments,,,139697.000,120243.000,142034.000
FiniteLivedIntangibleAssetsAccumulatedAmortization,,,,,-98468.000
FiniteLivedIntangibleAssetsNet,183226.000,183386.000,188486.000,199314.000,206949.000
FiniteLivedPatentsGross,,,,,298992.000
FiniteLivedTrademarksGross,,,,,6425.000
FurnitureAndFixturesGross,,,,,43885.000
HeldToMaturitySecurities,,,,,2000000.000
HeldToMaturitySecuritiesPledgedAsCollateral,,,,,50163.000
IntangibleAssetsCurrent,,,,,305417.000
IntangibleAssetsNetExcludingGoodwill,,,,,206949.000
InterestPayableCurrent,,,,,56438.000
InventoryNet,363731.000,710462.000,766493.000,1540700.000,933270.000
InvestmentsInAffiliatesSubsidiariesAssociatesAndJointVentures,,,,,70103.000
LeaseholdImprovementsGross,,,,,15980.000
Liabilities,880561.000,159814.000,717790.000,1154133.000,2877008.000
LiabilitiesAndStockholdersEquity,1198433.000,9416000.000,7245037.000,5692864.000,4057619.000
LiabilitiesCurrent,876080.000,157475.000,717760.000,1146389.000,2871690.000
LongTermDebtAndCapitalLeaseObligationsCurrent,,,,,5318.000
MachineryAndEquipmentGross,,,,,384662.000
MinorityInterest,,,39182.000,78447.000,
MinorityInterestOwnershipPercentageByNoncontrollingOwners,,,,,0.510
NoncontrollingInterestInVariableInterestEntity,,,,,88056.000
NotesPayableCurrent,94500.000,0.000,0.000,,970000.000
OtherAssets,,,,,148528.000
OtherAssetsCurrent,,,,,147025.000
OtherLiabilitiesCurrent,,,,,6494.000
OtherMinorityInterests,-4774.000,94849.000,,,
PreferredStockParOrStatedValuePerShare,0.001,0.001,0.001,0.001,0.001
PreferredStockSharesAuthorized,25000000.000,25000000.000,25000000.000,25000000.000,25000000.000
PreferredStockSharesIssued,0.000,0.000,0.000,0.000,0.000
PreferredStockSharesOutstanding,0.000,0.000,0.000,0.000,0.000
PreferredStockValue,0.000,0.000,0.000,0.000,
PrepaidExpense,,,,,729518.000
PrepaidExpenseCurrent,134739.000,318213.000,724617.000,729339.000,
PropertyPlantAndEquipmentGross,,,,,608917.000
PropertyPlantAndEquipmentNet,144137.000,240555.000,265555.000,287128.000,221693.000
PropertyPlantAndEquipmentOther,,,,,164390.000
PropertyPlantAndEquipmentOtherNet,,,,,1503.000
PropertyPlantAndEquipmentSalvageValuePercentage,,,,,-35.000
RestrictedCashAndCashEquivalentsAtCarryingValue,,30020.000,50029.000,50079.000,
RestrictedCashAndInvestmentsCurrent,,,,,50163.000
RetainedEarningsAccumulatedDeficit,-11007713.000,-12957409.000,-16124222.000,-18271916.000,-23074271.000
ShareBasedCompensationSharesAuthorizedUnderStockOptionPlansExercisePriceRangeNumberOfExercisableOptions,,,,,10607258.000
ShortTermInvestments,,,,,50163.000
StockholdersEquity,317872.000,9256186.000,6488065.000,4538731.000,1180611.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,317872.000,9256186.000,6527247.000,4538731.000,1180611.000
