,2011-12-31
AccretionAmortizationOfDiscountsAndPremiumsInvestments,-756000.000
AdvertisingExpense,212000.000
AmortizationOfDeferredLoanOriginationFeesNet,-15000.000
BankOwnedLifeInsuranceIncome,121000.000
CashAndCashEquivalentsPeriodIncreaseDecrease,1203000.000
ComprehensiveIncomeNetOfTaxIncludingPortionAttributableToNoncontrollingInterest,323000.000
DeferredIncomeTaxExpenseBenefit,-115000.000
DepreciationAmortizationAndAccretionNet,434000.000
EarningsPerShareBasicAndDiluted,-0.040
EmployeeStockOwnershipPlanESOPCompensationExpense,28000.000
EquipmentExpense,529000.000
FederalDepositInsuranceCorporationPremiumExpense,157000.000
FeesAndCommissions,62000.000
GainLossOnSaleOfSecuritiesNet,135000.000
GainLossOnSalesOfLoansNet,430000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,-186000.000
IncomeTaxExpenseBenefit,-114000.000
IncreaseDecreaseInAccruedInterestReceivableNet,-4000.000
IncreaseDecreaseInDeposits,12696000.000
IncreaseDecreaseInOtherOperatingLiabilities,151000.000
IncreaseDecreaseInOutstandingChecksFinancingActivities,-21000.000
IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,-594000.000
InformationTechnologyAndDataProcessing,100000.000
InterestAndDividendIncomeOperating,7985000.000
InterestAndFeeIncomeLoansAndLeases,6178000.000
InterestExpense,2797000.000
InterestExpenseBorrowings,898000.000
InterestExpenseDeposits,1899000.000
InterestIncomeExpenseAfterProvisionForLoanLoss,5158000.000
InterestIncomeExpenseNet,5188000.000
InterestIncomeSecuritiesMortgageBacked,847000.000
InterestIncomeSecuritiesTaxExempt,52000.000
InterestIncomeSecuritiesTaxable,897000.000
InterestPaid,2806000.000
LaborAndRelatedExpense,3718000.000
MarketableSecuritiesGainLossExcludingOtherThanTemporaryImpairments,135000.000
NetCashProvidedByUsedInFinancingActivities,10053000.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,10053000.000
NetCashProvidedByUsedInInvestingActivities,-9427000.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,-9427000.000
NetCashProvidedByUsedInOperatingActivities,577000.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,577000.000
NoninterestExpense,6711000.000
NoninterestExpenseDirectorsFees,139000.000
NoninterestIncome,1367000.000
NoninterestIncomeOther,129000.000
OccupancyNet,745000.000
OtherComprehensiveIncomeAvailableForSaleSecuritiesAdjustmentNetOfTaxPeriodIncreaseDecrease,395000.000
OtherInterestAndDividendIncome,11000.000
OtherNoninterestExpense,649000.000
PaymentsForProceedsFromLoansAndLeases,12310000.000
PaymentsToAcquireAvailableForSaleSecurities,49844000.000
PaymentsToAcquireHeldToMaturitySecurities,716000.000
PaymentsToAcquirePropertyPlantAndEquipment,1383000.000
ProceedsFromIssuanceOfLongTermDebt,1000000.000
ProceedsFromMaturitiesPrepaymentsAndCallsOfAvailableForSaleSecurities,42370000.000
ProceedsFromSaleOfAvailableForSaleSecurities,3043000.000
ProceedsFromSaleOfLoansHeldForSale,11767000.000
ProceedsFromShortTermDebt,3000000.000
ProfessionalFees,133000.000
ProfitLoss,-72000.000
ProvisionForLoanAndLeaseLosses,30000.000
ProvisionForLoanLeaseAndOtherLosses,30000.000
RepaymentsOfLongTermDebt,3755000.000
RepaymentsOfShortTermDebt,3000000.000
ServicingFeesNet,189000.000
