,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,,,5833000.000,,,,5810000.000,,,,6147000.000,,,
AccumulatedOtherComprehensiveIncomeLossNetOfTax,485835.000,769372.000,668000.000,624127.000,787059.000,747000.000,646926.000,188948.000,-85168.000,-160000.000,112202.000,273198.000,111864.000,431000.000,776000.000,378000.000,610000.000
AdditionalPaidInCapital,,,,,23853891.000,23854000.000,23853891.000,23853891.000,23853891.000,23854000.000,23853891.000,23853891.000,28264216.000,28264000.000,28264000.000,28264000.000,28264000.000
AdditionalPaidInCapitalCommonStock,23851341.000,23852021.000,23853000.000,23853361.000,,,,,,,,,,,,,
AdvancePaymentsByBorrowersForTaxesAndInsurance,370215.000,221753.000,,304027.000,210174.000,,304638.000,413182.000,216038.000,,321427.000,383311.000,279230.000,,406000.000,563000.000,270000.000
AdvancesFromFederalHomeLoanBanks,32000000.000,33000000.000,34500000.000,32725000.000,25000000.000,26358000.000,24862885.000,24112064.000,25015573.000,24813000.000,24232904.000,25157152.000,21768864.000,22885000.000,20827000.000,23217000.000,25072000.000
Assets,218924236.000,221795098.000,217045000.000,216131071.000,214934700.000,213834000.000,212859203.000,214787581.000,213875269.000,209657000.000,215266649.000,219790306.000,311923267.000,325867000.000,338932000.000,325976000.000,338823000.000
AssetsFairValueDisclosureRecurring,,,,,,,,48393000.000,,,,,,,,,
AssetsHeldForSaleLongLivedFairValueDisclosure,,,,,,,,,,,,,530707.000,,,,
AssetsOfDisposalGroupIncludingDiscontinuedOperation,,,,,,,,,,,,,,478000.000,271000.000,271000.000,271000.000
AvailableForSaleDebtSecuritiesAmortizedCostBasis,,,,,,,,,,,,61052000.000,115090000.000,119315000.000,125130000.000,125012000.000,130000000.000
