,2011-12-31,2012-12-31,2013-12-31,2015-12-31
AdjustmentForAmortization,,,,38929.000
AdjustmentsToAdditionalPaidInCapitalEquityComponentOfConvertibleDebt,,,94416.000,0.000
AdjustmentsToAdditionalPaidInCapitalOther,,380000.000,94416.000,
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue,,,145600.000,
AdjustmentsToAdditionalPaidInCapitalWarrantIssued,,173369.000,,
AmortizationOfDebtDiscountPremium,,,136057.000,174043.000
AmortizationOfIntangibleAssets,,39726.000,38838.000,
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,,21800000.000,25800000.000,13500000.000
CapitalLeaseObligationsIncurred,,21952.000,8408.000,
CashAndCashEquivalentsPeriodIncreaseDecrease,59929.000,-51598.000,2475.000,-278.000
ConversionOfStockAmountConverted1,39804.000,,,
CostOfGoodsSold,399801.000,650490.000,564886.000,
DebtConversionConvertedInstrumentAmount1,,,540224.000,130855.000
DebtInstrumentPeriodicPaymentPrincipal,,,,0.000
Depreciation,,22951.000,26307.000,36645.000
DepreciationDepletionAndAmortization,57628.000,62677.000,65145.000,75574.000
DerivativeGainLossOnDerivativeNet,,,,56702.000
EarningsPerShareBasic,-0.150,-0.010,,
EarningsPerShareBasicAndDiluted,,,-0.020,-0.000
EffectiveIncomeTaxRateContinuingOperations,,,0.000,
EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate,,0.340,0.340,0.340
EffectiveIncomeTaxRateReconciliationChangeInDeferredTaxAssetsValuationAllowance,,-0.380,-0.380,-0.380
EffectiveIncomeTaxRateReconciliationStateAndLocalIncomeTaxes,,0.040,0.040,0.040
EquityMethodInvestmentSummarizedFinancialInformationNetIncomeLoss,,0.000,,
FairValueAssumptionsExpectedDividendRate,,,0.000,0.000
GainOnDerivativeInstrumentsPretax,,,122532.000,
GainsLossesOnExtinguishmentOfDebt,,,-11518.000,50000.000
GeneralAndAdministrativeExpense,2628835.000,2203713.000,2100104.000,653103.000
GrossProfit,-149801.000,483041.000,150496.000,
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,,-3001017.000,-3791543.000,-1470303.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,-23704727.000,,-3800000.000,1500000.000
IncomeTaxExpenseBenefit,,,0.000,
IncomeTaxExpenseBenefitContinuingOperations,,0.000,,
IncomeTaxReconciliationChangeInDeferredTaxAssetsValuationAllowance,,-1079444.000,-1238023.000,-262955.000
IncomeTaxReconciliationIncomeTaxExpenseBenefitAtFederalStatutoryIncomeTaxRate,,965818.000,1107705.000,235276.000
IncomeTaxReconciliationStateAndLocalIncomeTaxes,,113626.000,130318.000,27679.000
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,142808.000,68321.000,407655.000,483129.000
IncreaseDecreaseInAccountsReceivable,4200.000,-178311.000,,
IncreaseDecreaseInDeferredRevenue,,,,25404.000
IncreaseDecreaseInDeferredRevenueAndCustomerAdvancesAndDeposits,150811.000,-412536.000,-210400.000,
IncreaseDecreaseInDerivativeLiabilities,,,484796.000,
IncreaseDecreaseInDueToRelatedParties,314503.000,388278.000,325546.000,
IncreaseDecreaseInDueToRelatedPartiesCurrent,,,,306275.000
IncreaseDecreaseInInventories,-246762.000,-195972.000,-151886.000,46465.000
IncreaseDecreaseInOtherCurrentAssets,,,-4770.000,-15576.000
IncreaseDecreaseInOtherCurrentLiabilities,,-43169.000,,
IncreaseDecreaseInOtherOperatingAssets,-5284.000,53882.000,1402.000,5387.000
InterestExpense,-43675.000,242795.000,923939.000,-348858.000
InterestExpenseOther,,1588.000,,
InterestPaid,2735.000,41256.000,25855.000,14491.000
InventoryWriteDown,,75000.000,,
IssuanceOfStockAndWarrantsForServicesOrClaims,1592485.000,1220245.000,145600.000,
LeaseAndRentalExpense,,,17645.000,10424.000
LicensesRevenue,,,150000.000,
LitigationSettlementAmount,,,,4500.000
LossOnDerivativeInstrumentsPretax,,,,56702.000
MarketingAndAdvertisingExpense,66001.000,88475.000,11401.000,7434.000
NetCashProvidedByUsedInFinancingActivities,1739469.000,1458663.000,1116994.000,193478.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,1739469.000,1458663.000,1116994.000,193478.000
NetCashProvidedByUsedInInvestingActivities,-116737.000,-272686.000,-13405.000,
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,-116737.000,-272686.000,-13405.000,
NetCashProvidedByUsedInOperatingActivities,-1562803.000,-1237575.000,-1101114.000,-193756.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,-1562803.000,-1237575.000,-1101114.000,-193756.000
NetIncomeLoss,-23704727.000,-3001017.000,-3791543.000,-1470303.000
NoncashOrPartNoncashAcquisitionFixedAssetsAcquired1,,,12000.000,
NonoperatingIncomeExpense,-19876814.000,-100369.000,-1057739.000,-342156.000
OccupancyCosts,,,,60000.000
OccupancyNet,,62964.000,62964.000,
OperatingExpenses,3678112.000,3383689.000,2884300.000,1128147.000
OperatingIncomeLoss,-3827913.000,-2900648.000,-2733804.000,-1128147.000
OtherDepreciationAndAmortization,,123251.000,156041.000,
OtherGeneralAndAdministrativeExpense,,,,624573.000
OtherNoncashIncomeExpense,,,-356176.000,
OtherNonoperatingExpense,-26964.000,-27800.000,,
OtherNonoperatingIncomeExpense,,,-11268.000,-50000.000
OtherResearchAndDevelopmentExpense,,,,275610.000
OtherSignificantNoncashTransactionValueOfConsiderationGiven1,,3300.000,,
PaymentsForLoans,-40225.000,,,
PaymentsToAcquireIntangibleAssets,71381.000,3111.000,6920.000,
PaymentsToAcquireManagementContractRights,,,,80000.000
PaymentsToAcquirePropertyPlantAndEquipment,45356.000,269575.000,6485.000,
ProceedsFromCollectionOfOtherReceivables,6000.000,6000.000,,
ProceedsFromDebtNetOfIssuanceCosts,,1178000.000,1124000.000,50000.000
ProceedsFromDivestitureOfInterestInSubsidiariesAndAffiliates,,30000.000,,
ProceedsFromIssuanceOfCommonStock,1487778.000,738928.000,150000.000,
ProceedsFromIssuanceOfConvertiblePreferredStock,40000.000,,,
ProceedsFromIssuanceOfPreferredStockAndPreferenceStock,192735.000,,,
ProceedsFromRepaymentsOfRelatedPartyDebt,-21306.000,49068.000,47781.000,151289.000
ProceedsFromSaleOfTreasuryStock,,40000.000,40000.000,
ProductWarrantyAccrualPeriodIncreaseDecrease,-2140.000,,,
RepaymentsOfDebt,,541906.000,200154.000,
