,2012-07-31,2012-10-31,2013-01-31,2013-04-30,2013-07-31,2014-03-07,2014-04-30,2014-07-31,2015-01-31,2015-04-30,2015-07-31,2016-01-31,2016-04-30,2016-07-31,2017-01-31,2017-04-30
AccountsPayableAndAccruedLiabilitiesCurrent,10050.000,15470.000,20470.000,28070.000,,,37470.000,49170.000,54775.000,56650.000,0.000,37510.000,38260.000,38435.000,1495.000,9513.000
AccountsPayableAndOtherAccruedLiabilities,,,,28070.000,,,,49170.000,54775.000,,,,,,,
AccountsPayableAndOtherAccruedLiabilitiesCurrent,,,,,,,,,,56655.000,0.000,,,,,
AccountsPayableRelatedPartiesCurrent,,,,,28670.000,,,,,,,,,,,
AdditionalPaidInCapital,,,,,,,18000.000,18000.000,18000.000,18000.000,18000.000,18000.000,18000.000,18000.000,18000.000,18000.000
Assets,5.000,5.000,5.000,5.000,20005.000,,,,20005.000,20005.000,0.000,0.000,0.000,0.000,0.000,0.000
AssetsCurrent,5.000,5.000,5.000,,20005.000,,20005.000,20005.000,20005.000,20005.000,0.000,0.000,0.000,0.000,0.000,0.000
AssetsHeldInTrust,,,,,,,,,20005.000,20005.000,,,,,,
Cash,5.000,5.000,5.000,5.000,5.000,,20005.000,20005.000,20005.000,20005.000,0.000,0.000,0.000,0.000,0.000,0.000
CashAndCashEquivalentsAtCarryingValue,5.000,5.000,5.000,5.000,5.000,,20005.000,20005.000,20005.000,20005.000,0.000,0.000,0.000,0.000,0.000,0.000
CommonStockParOrStatedValuePerShare,0.001,0.001,0.001,0.001,0.001,,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
CommonStockSharesAuthorized,75000000.000,75000000.000,75000000.000,75000000.000,75000000.000,,75000000.000,75000000.000,75000000.000,75000000.000,75000000.000,75000000.000,75000000.000,75000000.000,75000000.000,75000000.000
CommonStockSharesIssued,3000.000,3000.000,3000.000,3000.000,3000.000,,5000000.000,5000000.000,5000000.000,5000000.000,5000000.000,5000000.000,5000000.000,5000000.000,5000000.000,5000000.000
CommonStockValue,3000.000,3000.000,3000.000,3000.000,23000.000,,5000.000,5000.000,5000.000,5000.000,5000.000,5000.000,5000.000,5000.000,5000.000,5000.000
DeferredLongTermLiabilityCharges,,,,,,,,,,,36765.000,,,,,
DevelopmentStageEnterpriseDeficitAccumulatedDuringDevelopmentStage,-13045.000,-18465.000,-23465.000,-31065.000,-31665.000,,-40465.000,-52165.000,-57770.000,,,,,,,
DueFromRelatedParties,,,,,20000.000,,,,,,,,,,,
DueToRelatedPartiesCurrent,,,,,,,,,,,,,,,38735.000,38735.000
Liabilities,,,,,,,,,,,36765.000,,,,,
LiabilitiesAndStockholdersEquity,5.000,5.000,5.000,5.000,20005.000,,20005.000,20005.000,20005.000,20005.000,0.000,0.000,0.000,0.000,0.000,0.000
LiabilitiesCurrent,10050.000,15470.000,20470.000,28070.000,28670.000,,37470.000,49170.000,54775.000,56650.000,0.000,37510.000,38260.000,38435.000,40230.000,48248.000
LoansAndLeasesReceivableRelatedParties,,,0.000,0.000,,,,,,47250.000,36765.000,,,,,
LoansPayable,,,,,28670.000,,,,,,,,,,,
LongTermDebt,,,,,,,,,,,36765.000,,,,,
OtherLoansPayableCurrent,,,,,,,,,45575.000,,,,,,,
RetainedEarningsAccumulatedDeficit,,,,,,,,,,-59650.000,-59765.000,-60510.000,-61260.000,-61435.000,-63230.000,-71248.000
StockholdersEquity,-10045.000,-15465.000,-20465.000,-28065.000,-8665.000,,-17465.000,-29165.000,-34770.000,-36650.000,-36765.000,-37510.000,-38260.000,-38435.000,-40230.000,-48248.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,,,,,,,,,,,-36765.000,,,,,
