,2013-05-31,2013-08-31,2013-11-30,2014-02-28,2014-05-31,2014-08-31,2014-11-30,2015-02-28,2015-05-31,2015-08-31,2015-11-30,2016-02-29,2016-05-31,2016-08-31,2017-01-31,2017-04-30
AccountsPayableAndAccruedLiabilitiesCurrent,2459.000,4017.000,8700.000,17245.000,52595.000,21392.000,49512.000,187967.000,61075.000,103480.000,170588.000,369126.000,398369.000,410025.000,251047.000,669931.000
AccountsPayableRelatedPartiesCurrent,,,,,,,,,,23947.000,8400.000,19391.000,20003.000,15612.000,0.000,112833.000
AccountsReceivableNetCurrent,8730.000,13241.000,19806.000,25053.000,18105.000,21716.000,50632.000,43676.000,,,,,,,151760.000,193299.000
AccruedLiabilitiesCurrent,,,,,,,,,,,,,,,401071.000,411999.000
AccumulatedAmortizationDeferredFinanceCosts,,,,,,,,,,,,,,,102854.000,107328.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,1197.000,1571.000,1944.000,2611.000,3567.000,4579.000,5559.000,1215.000,,,,,,,32104.000,39539.000
AdditionalPaidInCapital,,,,,,,,,,,,,10569400.000,10636450.000,1353077.000,1544396.000
AdditionalPaidInCapitalCommonStock,30112.000,49587.000,49587.000,49587.000,49587.000,49587.000,49587.000,49587.000,49587.000,6948854.000,10345038.000,10345038.000,3231217.000,,,
AllowanceForDoubtfulAccountsReceivableCurrent,5000.000,7000.000,7000.000,7000.000,11428.000,13000.000,13000.000,13000.000,,,,,,,,39031.000
Assets,24677.000,59339.000,58030.000,90080.000,129333.000,105373.000,137727.000,159034.000,555851.000,457547.000,384002.000,257999.000,358937.000,308701.000,2553918.000,2253477.000
AssetsCurrent,21387.000,56423.000,55488.000,84191.000,96362.000,73414.000,105451.000,135034.000,155011.000,186972.000,120277.000,1124.000,108912.000,65526.000,839765.000,976260.000
AssetsNoncurrent,,,,,,,,,400840.000,270575.000,263725.000,256875.000,250025.000,243175.000,,
AssetsOfDisposalGroupIncludingDiscontinuedOperation,,,,,,,,,112196.000,0.000,0.000,0.000,0.000,,,
AssetsOfDisposalGroupIncludingDiscontinuedOperationCurrent,,,,,,,,,112196.000,,,,,,,
BusinessCombinationContingentConsiderationLiability,,,,,,,,,,,,,,,566000.000,212000.000
CapitalLeaseObligationsCurrent,,,,,,,,,,,,,,,12101.000,12654.000
CapitalLeaseObligationsNoncurrent,,,,,,,,,,,,,,,62303.000,58924.000
CapitalLeasedAssetsGross,,,,,,,,,,,,,,,76410.000,76410.000
CapitalLeasesFutureMinimumPaymentsDue,,,,,,,,,,,,,,,108415.000,102283.000
CapitalLeasesFutureMinimumPaymentsDueInFiveYears,,,,,,,,,,,,,,,10303.000,4171.000
CapitalLeasesFutureMinimumPaymentsDueInFourYears,,,,,,,,,,,,,,,24528.000,24528.000
CapitalLeasesFutureMinimumPaymentsDueInThreeYears,,,,,,,,,,,,,,,24528.000,24528.000
CapitalLeasesFutureMinimumPaymentsDueInTwoYears,,,,,,,,,,,,,,,24528.000,24528.000
CapitalLeasesFutureMinimumPaymentsInterestIncludedInPayments,,,,,,,,,,,,,,,34011.000,30705.000
