,2011-12-31,2012-12-31,2013-12-31,2015-12-31,2016-12-31
AdjustmentForAmortization,858000.000,673000.000,437000.000,25000.000,-66000.000
AdjustmentsToAdditionalPaidInCapitalShareBasedCompensationRestrictedStockUnitsRequisiteServicePeriodRecognition,,,,,96000.000
AdjustmentsToAdditionalPaidInCapitalShareBasedCompensationStockOptionsRequisiteServicePeriodRecognition,,,,119000.000,26000.000
AdjustmentsToAdditionalPaidInCapitalStockIssuedIssuanceCosts,,,-11000.000,,
AllowanceForLoanAndLeaseLossRecoveryOfBadDebts,,,,178000.000,399000.000
AllowanceForLoanAndLeaseLossesAdjustmentsNet,,,250000.000,,
AllowanceForLoanAndLeaseLossesPeriodIncreaseDecrease,,97000.000,,,
AllowanceForLoanAndLeaseLossesProvisionForLossGross,,1129000.000,496000.000,,
AllowanceForLoanAndLeaseLossesProvisionForLossNet,,1802000.000,220000.000,,
AllowanceForLoanAndLeaseLossesRecoveriesOfBadDebts,,-589000.000,-248000.000,,
AllowanceForLoanAndLeaseLossesWriteOffs,,2591000.000,252000.000,124000.000,324000.000
AmortizationOfIntangibleAssets,40000.000,40000.000,49000.000,,
AvailableForSaleSecuritiesGrossRealizedGainLossNet,,143000.000,,,
BankOwnedLifeInsuranceIncome,130000.000,132000.000,130000.000,132000.000,133000.000
CashAndCashEquivalentsPeriodIncreaseDecrease,27161000.000,-36284000.000,-5992000.000,-2312000.000,32046000.000
Communication,74000.000,66000.000,78000.000,119000.000,123000.000
ComprehensiveIncomeNetOfTax,-5711000.000,-4045000.000,-927000.000,4417000.000,1638000.000
CurrentFederalTaxExpenseBenefit,,,,58000.000,187000.000
DeferredFederalIncomeTaxExpenseBenefit,,,,-3251000.000,623000.000
DeferredIncomeTaxExpenseBenefit,,,,-3251000.000,623000.000
Depreciation,384000.000,237000.000,205000.000,211000.000,211000.000
DepreciationNonproduction,384000.000,237000.000,205000.000,211000.000,211000.000
DividendIncomeOperating,83000.000,86000.000,81000.000,78000.000,78000.000
DividendsPreferredStockCash,374000.000,289000.000,,750000.000,750000.000
EarningsPerShareBasic,-1.420,0.140,-0.060,0.230,0.050
EarningsPerShareDiluted,-1.420,0.140,-0.060,0.200,0.050
EffectiveIncomeTaxRateContinuingOperations,,0.000,0.000,-2.490,0.330
EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate,,0.340,0.340,0.340,0.340
EmployeeServiceShareBasedCompensationTaxBenefitFromCompensationExpense,,1000.000,7000.000,13000.000,35000.000
FairValueOptionChangesInFairValueGainLoss1,,14000.000,-13000.000,-10000.000,6000.000
FederalDepositInsuranceCorporationPremiumExpense,687000.000,563000.000,300000.000,421000.000,222000.000
FeesAndCommissionsDepositorAccounts,271000.000,245000.000,353000.000,491000.000,741000.000
FinancingReceivableModificationsPostModificationRecordedInvestment2,,,,18000.000,339000.000
FinancingReceivableModificationsPreModificationRecordedInvestment2,,,,18000.000,339000.000
FinancingReceivablesImpairedTroubledDebtRestructuringWriteDown,,,220000.000,0.000,0.000
ForeclosedRealEstateExpense,1187000.000,652000.000,45000.000,137000.000,65000.000
GainLossOnSaleOfDebtInvestments,353000.000,,,,
GainLossOnSaleOfProperties,,,,,-16000.000
GainLossOnSaleOfProperty,-2000.000,,,,
GainLossOnSaleOfPropertyPlantEquipment,,,1100000.000,,
GainLossOnSaleOfSecuritiesNet,,,,-12000.000,
GainLossOnSalesOfLoansNet,294000.000,404000.000,88000.000,325000.000,134000.000
GainsLossesOnSalesOfOtherAssets,,,1114000.000,,
ImpairedFinancingReceivableAverageRecordedInvestment,,12008000.000,10059000.000,5925000.000,3602000.000
ImpairedFinancingReceivableInterestIncomeAccrualMethod,,76000.000,223000.000,331000.000,221000.000
ImpairedFinancingReceivableInterestIncomeCashBasisMethod,,0.000,,,
ImpairedFinancingReceivableWithNoRelatedAllowanceAverageRecordedInvestment,,5803000.000,4187000.000,2421000.000,951000.000
ImpairedFinancingReceivableWithNoRelatedAllowanceInterestIncomeAccrualMethod,,,,135000.000,69000.000
ImpairedFinancingReceivableWithRelatedAllowanceAverageRecordedInvestment,,6205000.000,5872000.000,3504000.000,2651000.000
ImpairedFinancingReceivableWithRelatedAllowanceInterestIncomeAccrualMethod,,76000.000,223000.000,196000.000,152000.000
