,2011-12-31,2012-12-31,2013-12-31,2014-12-31
AdditionsToNoncurrentAssets,,5148000.000,3555000.000,
AdjustmentsToAdditionalPaidInCapitalIncomeTaxDeficiencyFromShareBasedCompensation,,,2136000.000,109000.000
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue,1475000.000,1455000.000,2433000.000,1445000.000
AdjustmentsToAdditionalPaidInCapitalTaxEffectFromShareBasedCompensation,160000.000,-347000.000,,
AmortizationOfIntangibleAssets,,400000.000,400000.000,300000.000
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,,1314629.000,,
AssetImpairmentCharges,,,6466000.000,2517000.000
CashAndCashEquivalentsPeriodIncreaseDecrease,12681000.000,-13369000.000,3323000.000,-7471000.000
CommonStockDividendsPerShareCashPaid,0.240,0.740,0.060,0.000
CommonStockDividendsPerShareDeclared,,0.740,0.060,0.000
ComprehensiveIncomeNetOfTax,905000.000,3126000.000,-7990000.000,-17970000.000
ContributionOfProperty,,9000.000,-30000.000,0.000
CurrentFederalTaxExpenseBenefit,,-2000.000,796000.000,85000.000
CurrentStateAndLocalTaxExpenseBenefit,,-90000.000,36000.000,5000.000
DeferredFederalIncomeTaxExpenseBenefit,,372000.000,3222000.000,752000.000
DeferredIncomeTaxExpenseBenefit,420000.000,387000.000,-3319000.000,-877000.000
DeferredStateAndLocalIncomeTaxExpenseBenefit,,15000.000,97000.000,16000.000
DefinedBenefitPlanContributionsByEmployer,,100000.000,100000.000,100000.000
DefinedContributionPlanEmployersMatchingContributionAnnualVestingPercentage,,1.000,1.000,1.000
DefinedContributionPlanMaximumAnnualContributionPerEmployeePercent,,0.920,0.920,
DefinedContributionPlanMaximumAnnualContributionsPerEmployeePercent,,,,1.000
DepreciationAndAmortization,,4900000.000,5000000.000,5500000.000
DepreciationDepletionAndAmortization,4742000.000,5273000.000,5368000.000,5755000.000
DiscontinuedOperationIncomeLossFromDiscontinuedOperationBeforeIncomeTax,,,,-9316000.000
DiscontinuedOperationIncomeLossFromDiscontinuedOperationNetOfTaxPerBasicAndDilutedShare,,,,-0.490
DiscontinuedOperationTaxEffectOfDiscontinuedOperation,,,,-1036000.000
DiscontinuedOperationTaxExpenseBenefitFromProvisionForGainLossOnDisposal,,,,1036000.000
DisposalGroupIncludingDiscontinuedOperationGeneralAndAdministrativeExpense,,,,-687000.000
DisposalGroupIncludingDiscontinuedOperationGrossProfitLoss,,,,2282000.000
DisposalGroupIncludingDiscontinuedOperationOperatingExpense,,,,-714000.000
DisposalGroupIncludingDiscontinuedOperationOperatingIncomeLoss,,,,-9316000.000
DisposalGroupIncludingDiscontinuedOperationRevenue,,,,2608000.000
DividendsCommonStockCash,-4258000.000,13012000.000,1017000.000,
