,2011-10-31,2012-04-30,2012-10-31,2013-01-31
AdvertisingRevenue,,37740.000,,0.000
AmortizationOfFinancingCostsAndDiscounts,51721.000,,,
CashPeriodIncreaseDecrease,91610.000,,204057.000,
CostOfGoodsSold,,459426.000,1569220.000,1816184.000
CostOfRevenue,,1587518.000,4966010.000,5791862.000
CostOfServices,,144319.000,179334.000,171473.000
CustomerRefundableFeesRefundPayments,,,,77000.000
Depreciation,8716.000,7848.000,9221.000,
DepreciationAndAmortization,,,3316.000,
DepreciationDepletionAndAmortization,,,,9450.000
EarningsPerShareBasicAndDiluted,,-0.020,0.000,-0.020
FairValueOptionChangesInFairValueGainLoss1,,,-136948.000,101388.000
FeesAndCommissions,,47377.000,36815.000,25158.000
GainsLossesOnExtinguishmentOfDebt,80753.000,,,
GainsLossesOnExtinguishmentOfDebtBeforeWriteOffOfDeferredDebtIssuanceCost,,,,53279.000
GrossProfit,,415179.000,1180692.000,1482253.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,,-609493.000,189376.000,-913070.000
IncomeTaxExpenseBenefit,,1561.000,,0.000
IncomeTaxesPaid,,,50.000,
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,56191.000,,661921.000,
IncreaseDecreaseInAccountsReceivable,-72633.000,,-223657.000,
IncreaseDecreaseInDeferredCharges,-64106.000,,1500.000,
IncreaseDecreaseInDeferredRevenue,-13218.000,,35462.000,
IncreaseDecreaseInFairValueOfUnhedgedDerivativeInstruments,228400.000,,136948.000,
IncreaseDecreaseInOperatingCapital,,,-942000.000,
IncreaseDecreaseInPrepaidExpense,,,-434735.000,
InterestExpense,,101030.000,25000.000,25483.000
InterestIncomeOperating,,1008.000,,
InterestPaidNet,5903.000,,24817.000,
MarketableSecuritiesUnrealizedGainLoss,-32800.000,,,0.000
MembershipDuesRevenueOnGoing,,29940.000,17094.000,12735.000
NetCashProvidedByUsedInFinancingActivities,1035000.000,,,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,1035000.000,,,
NetCashProvidedByUsedInInvestingActivities,-2278.000,,-4126.000,
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,-2278.000,,-4126.000,
NetCashProvidedByUsedInOperatingActivities,-941112.000,,208183.000,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,-941112.000,,208183.000,
NetIncomeLoss,-661155.000,-1179048.000,27428.000,-783886.000
NonoperatingIncomeExpense,,-567994.000,-161948.000,129184.000
OperatingExpenses,,1024672.000,991316.000,2395323.000
OtherSalesRevenueNet,,44849.000,102073.000,61993.000
PaymentsToAcquirePropertyPlantAndEquipment,2278.000,,4126.000,
ProfessionalFees,,177600.000,102903.000,147998.000
ProfitLoss,,-1177487.000,27428.000,-783886.000
RepaymentsOfNotesPayable,465000.000,,,
Revenues,,2002697.000,6146702.000,7274115.000
SalariesAndWages,,467510.000,401153.000,1683555.000
SalesCommissionsAndFees,,983773.000,3217456.000,3804205.000
SalesRevenueGoodsNet,,1706497.000,5628700.000,6651105.000
SalesRevenueNet,,2002697.000,6146702.000,7274115.000
SalesRevenueServicesNet,,136294.000,362020.000,523124.000
SellingAndMarketingExpense,,193430.000,341627.000,393623.000
ShareBasedCompensation,29725.000,,,0.000
SuppliesExpense,,133275.000,101864.000,117673.000
TravelAndEntertainmentExpense,,45009.000,34548.000,43024.000
UnrealizedGainLossOnDerivatives,,-467972.000,-137000.000,
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,,65160954.000,12750954.000,17878019.000
