,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30
AccountsPayableCurrent,48749000.000,61331000.000,46776000.000,57639000.000,48189000.000,51280000.000,45778000.000,55168000.000,54078000.000,55928000.000,53901000.000,50821000.000,53715000.000,51292000.000,49648000.000,47084000.000,50998000.000,42323000.000,40539000.000,33474000.000,34753000.000,29404000.000,32201000.000,33720000.000,36477000.000,41607000.000
AccountsReceivableNet,,160208000.000,157594000.000,,171656000.000,170707000.000,180398000.000,,200136000.000,190867000.000,205121000.000,,209234000.000,200990000.000,201769000.000,,158861000.000,155112000.000,152448000.000,,122496000.000,111752000.000,108520000.000,,121810000.000,128983000.000
AccountsReceivableNetCurrent,158312000.000,,,170805000.000,,,,184774000.000,,,,201322000.000,,,,197163000.000,,,,145689000.000,,,,114329000.000,,
AccruedIncomeTaxesCurrent,25143000.000,,,,,,,,,,,,,,,,,,,,,,,,,
AccruedLiabilitiesCurrent,,85020000.000,78850000.000,,,,,,,,,,,,,,,,,,,,,,,
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,169387000.000,,,,186061000.000,,,,198324000.000,,,,218183000.000,,,,240281000.000,,,,249265000.000,,
AccumulatedOtherComprehensiveIncomeLossNetOfTax,-6131000.000,-6055000.000,-5979000.000,-1739000.000,-1725000.000,-1712000.000,-1699000.000,-8413000.000,-8312000.000,-8210000.000,-8108000.000,-8626000.000,-8540000.000,-8454000.000,-8368000.000,-11894000.000,-12686000.000,-11232000.000,-11901000.000,-10538000.000,-11330000.000,-11605000.000,-11253000.000,-9828000.000,-9599000.000,-9621000.000
AdditionalPaidInCapitalCommonStock,0.000,0.000,0.000,2012000.000,5589000.000,5908000.000,1762000.000,0.000,2350000.000,110000.000,0.000,0.000,2957000.000,2691000.000,2013000.000,0.000,857000.000,0.000,269000.000,0.000,2356000.000,203377000.000,62479000.000,52850000.000,54440000.000,59043000.000
AllowanceForDoubtfulAccountsReceivableCurrent,,3536000.000,3461000.000,3762000.000,7074000.000,4117000.000,4044000.000,3516000.000,3368000.000,3028000.000,3286000.000,2872000.000,2685000.000,3371000.000,3526000.000,3397000.000,4228000.000,3731000.000,3746000.000,4136000.000,3240000.000,2940000.000,3146000.000,3139000.000,3133000.000,2905000.000
Assets,597274000.000,552233000.000,562901000.000,605139000.000,610678000.000,622673000.000,638532000.000,636516000.000,655443000.000,655116000.000,657476000.000,661010000.000,680363000.000,689128000.000,685132000.000,675653000.000,630008000.000,658985000.000,635105000.000,625258000.000,587250000.000,572106000.000,562138000.000,573052000.000,580416000.000,583758000.000
