,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31
AccountsPayableAndAccruedLiabilitiesCurrentAndNoncurrent,,,,,8164984.000,9021199.000,10023304.000,10595675.000
AccountsPayableCurrent,2384387.000,2334610.000,2525149.000,2961387.000,2535542.000,2853735.000,2956288.000,3022273.000
AccountsPayableCurrentAndNoncurrent,,,,,2535542.000,2853735.000,2956289.000,3022273.000
AccountsReceivableNetCurrent,635159.000,360688.000,418617.000,521581.000,470082.000,482811.000,327472.000,461612.000
AccruedLiabilitiesCurrent,,,,,1581412.000,1774714.000,2150765.000,2140080.000
AccruedPayrollTaxesCurrentAndNoncurrent,,,,,3890093.000,4140073.000,4071610.000,5046009.000
AdditionalPaidInCapital,932623.000,1015323.000,1050713.000,1137869.000,3051446.000,3274103.000,3622115.000,3850487.000
AllowanceForDoubtfulAccountsReceivableCurrent,,,,,35590.000,35590.000,46566.000,46566.000
Assets,742496.000,462926.000,514987.000,639822.000,588765.000,825910.000,660738.000,751637.000
AssetsCurrent,650161.000,371751.000,429679.000,550350.000,501598.000,524309.000,364196.000,479130.000
BankOverdrafts,72145.000,116049.000,97100.000,85641.000,113499.000,0.000,0.000,
BilledContractReceivables,,,,,505672.000,518401.000,374038.000,508178.000
Cash,,,,,,40160.000,,
CashAndCashEquivalentsAtCarryingValue,0.000,0.000,0.000,0.000,0.000,40160.000,35386.000,4803.000
CommonStockParOrStatedValuePerShare,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
CommonStockSharesAuthorized,200000000.000,200000000.000,200000000.000,200000000.000,200000000.000,200000000.000,200000000.000,200000000.000
CommonStockSharesIssued,14129973.000,15129973.000,15129973.000,15129973.000,15129973.000,15999538.000,17974538.000,18410831.000
CommonStockSharesOutstanding,14129973.000,15129973.000,15129973.000,15129973.000,15129973.000,15999538.000,17974538.000,18410831.000
CommonStockValue,14130.000,15130.000,15130.000,15130.000,15130.000,16000.000,17975.000,18411.000
ConvertibleLongTermNotesPayable,,,,,,165430.000,250859.000,375021.000
DebtDefaultLongtermDebtAmount,,,,,,,,341500.000
DebtDefaultShorttermDebtAmount,,,,,771699.000,768197.000,982159.000,1491659.000
DebtInstrumentBasisSpreadOnVariableRate,,,,,,0.052,,
DebtInstrumentFaceAmount,,,,,,,100000.000,
DebtInstrumentFeeAmount,,,,,,,10000.000,
DebtInstrumentUnamortizedDiscount,,,,,1669999.000,1584570.000,1499141.000,1424979.000
DeferredRentCreditCurrent,26758.000,24495.000,24495.000,24495.000,24495.000,24495.000,24496.000,24496.000
DueToRelatedPartiesCurrent,,,,,311052.000,395904.000,422023.000,1224597.000
EmployeeRelatedLiabilitiesCurrent,2671020.000,2936295.000,3128947.000,3039904.000,3302675.000,3504464.000,3612039.000,3850535.000
InterestPayableCurrent,302871.000,459247.000,769163.000,735344.000,745355.000,888286.000,1304212.000,1582787.000
InterestPayableCurrentAndNoncurrent,,,,,,,10000.000,1133241.000
LiabilitiesAndStockholdersEquity,742496.000,462926.000,514987.000,639822.000,588765.000,825910.000,660738.000,751637.000
LiabilitiesCurrent,10021107.000,10816015.000,11680623.000,12653335.000,11840128.000,10772391.000,11886959.000,12530830.000
LineOfCreditFacilityAmountOutstanding,,,,,497570.000,0.000,0.000,
LineOfCreditFacilityInterestRateAtPeriodEnd,,,,,0.052,,0.100,
LinesOfCreditCurrent,497570.000,497570.000,497570.000,497570.000,497570.000,0.000,0.000,
LongTermDebt,,,,,80001.000,2165430.000,2250859.000,2375021.000
LongTermNotesPayable,,,,,80001.000,2000000.000,2000000.000,2000000.000
NotesPayableCurrent,540000.000,881500.000,897000.000,795500.000,618500.000,718500.000,812000.000,341500.000
NotesPayableRelatedPartiesClassifiedCurrent,2209384.000,2475734.000,2500801.000,3275832.000,2421080.000,1008197.000,1027159.000,1569159.000
NotesPayableRelatedPartiesCurrentAndNoncurrent,,,,,,3008197.000,3027159.000,3569159.000
NotesPayableRelatedPartiesNoncurrent,,,,,1750000.000,2000000.000,2000000.000,2000000.000
OperatingLeasesFutureMinimumPaymentsDue,,,,,827000.000,752000.000,709000.000,958000.000
OperatingLeasesFutureMinimumPaymentsDueCurrent,,,,,151000.000,76000.000,236000.000,190000.000
OperatingLeasesFutureMinimumPaymentsDueInFiveYears,,,,,121000.000,121000.000,,
OperatingLeasesFutureMinimumPaymentsDueInFourYears,,,,,178000.000,178000.000,121000.000,222000.000
OperatingLeasesFutureMinimumPaymentsDueInThreeYears,,,,,174000.000,174000.000,178000.000,276000.000
OperatingLeasesFutureMinimumPaymentsDueInTwoYears,,,,,203000.000,203000.000,174000.000,269000.000
OperatingLossCarryforwards,,,,,9000000.000,10000000.000,11000000.000,12000000.000
OtherAccruedLiabilitiesCurrent,1044622.000,1090515.000,1240398.000,1237662.000,1581412.000,1774714.000,2150765.000,2140080.000
OtherAssetsNoncurrent,67579.000,67580.000,64965.000,65247.000,65247.000,111663.000,109261.000,87012.000
PreferredStockLiquidationPreference,,,,,2.000,2.000,,
PreferredStockParOrStatedValuePerShare,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
PreferredStockSharesAuthorized,50000000.000,50000000.000,50000000.000,50000000.000,50000000.000,50000000.000,50000000.000,50000000.000
PreferredStockSharesIssued,36894758.000,36894758.000,36894758.000,,,,,
PreferredStockSharesOutstanding,36894758.000,36894758.000,36894758.000,,,,,
PreferredStockValue,36895.000,36895.000,36895.000,36895.000,36895.000,,,
PrepaidExpenseAndOtherAssetsCurrent,15002.000,11063.000,11062.000,28769.000,31516.000,1338.000,1338.000,12715.000
PropertyPlantAndEquipmentNet,24756.000,23595.000,20343.000,24225.000,21920.000,24938.000,22281.000,20495.000
RestrictedCashAndCashEquivalentsAtCarryingValue,,,,,,165000.000,165000.000,165000.000
RetainedEarningsAccumulatedDeficit,-10326959.000,-11420437.000,-12268374.000,-13203407.000,-14434835.000,-15439209.000,-17154065.000,-18060007.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardEquityInstrumentsOtherThanOptionsNonvestedNumber,,,,,77450718.000,,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsExercisableNumber,,,,,13216061.000,13262686.000,10763000.000,10759000.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsExercisableWeightedAverageExercisePrice,,,,,0.500,0.500,0.500,0.500
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsOutstandingNumber,,,,,13429500.000,13429500.000,10782000.000,10836000.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsOutstandingWeightedAverageExercisePrice,,,,,0.500,0.500,0.500,0.050
StockholdersEquity,-9278611.000,-10353089.000,-11165636.000,-12013513.000,-11331364.000,-12111911.000,-13477080.000,-14154214.000
