,2011-09-30,2011-12-31,2012-03-31,2012-09-30,2012-12-31,2013-03-31,2013-09-30,2013-12-31,2014-03-31
AccountsPayableCurrent,,156035.000,174997.000,265516.000,333565.000,291916.000,287957.000,231631.000,266024.000
AccountsReceivableNetCurrent,,109071.000,31515.000,74710.000,173312.000,159806.000,148362.000,32973.000,82327.000
AccruedLiabilitiesCurrent,,60142.000,77401.000,66252.000,81640.000,49026.000,80935.000,86115.000,90893.000
AccruedSalariesCurrentAndNoncurrent,,,,,,,,,117000.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,25502.000,29889.000,,18785.000,16596.000,21676.000,14565.000,8084.000
AdditionalPaidInCapital,,255305.000,263875.000,444196.000,396783.000,87833.000,959693.000,813301.000,614582.000
Assets,,207740.000,124184.000,151944.000,278608.000,268200.000,220240.000,114890.000,157374.000
AssetsCurrent,,137561.000,55892.000,88969.000,220053.000,223219.000,185774.000,91698.000,148059.000
Capital,,,,-1116443.000,-1158470.000,-1098767.000,,-1257310.000,1226927.000
Cash,,5125.000,9940.000,3949.000,3719.000,20295.000,4333.000,28220.000,28039.000
CommonStockParOrStatedValuePerShare,,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
CommonStockSharesAuthorized,,200000000.000,200000000.000,200000000.000,950000000.000,950000000.000,600000000.000,600000000.000,600000000.000
CommonStockSharesIssued,,80180000.000,80180000.000,211765872.000,359711109.000,884997399.000,26925727.000,310660717.000,560333445.000
CommonStockSharesOutstanding,,80180000.000,80180000.000,211765872.000,359711109.000,884997399.000,26925727.000,310660717.000,560333445.000
CommonStockValue,,80180.000,80180.000,211766.000,359711.000,884997.000,26926.000,310661.000,560334.000
ConvertibleNotesPayable,,185714.000,205716.000,170197.000,173142.000,476939.000,495783.000,426118.000,379129.000
DerivativeLiabilitiesCurrent,,,,59318.000,75272.000,66333.000,64533.000,42197.000,26577.000
DueToRelatedPartiesCurrent,,431157.000,522661.000,608907.000,673699.000,403932.000,487957.000,526375.000,564839.000
InventoryNet,,5565.000,4916.000,1875.000,488.000,300.000,,,
InventoryRawMaterialsAndPurchasedPartsNetOfReserves,,,,1875.000,488.000,300.000,,,
Liabilities,,867543.000,1019062.000,1205412.000,1378523.000,1322016.000,1451144.000,1349008.000,1374986.000
LiabilitiesAndStockholdersEquity,,207740.000,124184.000,151944.000,278608.000,268200.000,220240.000,114890.000,157374.000
LiabilitiesCurrent,,860351.000,1012740.000,1205412.000,1378523.000,1322016.000,1451144.000,1349008.000,1374986.000
LongTermDebtCurrent,,4421.000,4261.000,,,,,,
LongTermDebtNoncurrent,,7192.000,6322.000,,,,,,
NotesAndLoansReceivableNetCurrent,,,,,42534.000,42818.000,33079.000,30505.000,35693.000
NotesPayableRelatedPartiesCurrentAndNoncurrent,,,,,,403922.000,487957.000,526375.000,564839.000
NotesReceivableNet,,,,,15394.000,16146.000,10712.000,7978.000,1350.000
OperatingLeasesFutureMinimumPaymentsDue,,,,39000.000,34125.000,29250.000,19500.000,14625.000,9750.000
OperatingLeasesFutureMinimumPaymentsDueInRollingYearThree,,,,,4875.000,4875.000,,,
OperatingLeasesFutureMinimumPaymentsDueInRollingYearTwo,,,,9750.000,19500.000,19500.000,,,
OperatingLeasesFutureMinimumPaymentsDueInTwoYears,,,,,,,4875.000,4875.000,4845.000
OperatingLeasesFutureMinimumPaymentsNextRollingTwelveMonths,,,,29250.000,9700.000,4875.000,,,
OperatingLeasesFutureMinimumPaymentsRemainderOfFiscalYear,,,,,,,14625.000,9750.000,4845.000
OtherAssets,,3938.000,3938.000,3938.000,4875.000,1625.000,1625.000,1625.000,1625.000
OtherLiabilitiesCurrent,,5480.000,6316.000,8756.000,8723.000,15139.000,6746.000,6266.000,13862.000
PreferredStockLiquidationPreference,,10.000,10.000,10.000,10.000,10.000,10.000,10.000,
PreferredStockParOrStatedValuePerShare,,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000
PreferredStockSharesAuthorized,,250000.000,250000.000,250000.000,250000.000,250000.000,350000.000,350000.000,350000.000
PreferredStockSharesIssued,,200000.000,200000.000,200000.000,200000.000,250000.000,250000.000,250000.000,
PreferredStockSharesOutstanding,,200000.000,200000.000,200000.000,200000.000,250000.000,250000.000,250000.000,
PreferredStockValue,,200000.000,200000.000,200000.000,200000.000,250000.000,250000.000,250000.000,
PrepaidExpenseCurrent,,17800.000,9521.000,,,,,,2000.000
ProductWarrantyAccrual,,,,6545.000,7182.000,9365.000,11609.000,10568.000,9176.000
PropertyPlantAndEquipmentNet,,66241.000,64354.000,41490.000,38286.000,27210.000,22129.000,13589.000,6340.000
RetainedEarningsAccumulatedDeficit,,-1195288.000,-1438933.000,-1911430.000,-2060244.000,-2281646.000,-2472523.000,-2613080.000,-2682528.000
StandardProductWarrantyAccrual,,8326.000,8029.000,,,,,,
StockholdersEquity,,-659803.000,-894878.000,-1053468.000,-1099915.000,-1053816.000,-1230904.000,-1234118.000,-1217612.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,,-659803.000,-894878.000,-1053468.000,-1099915.000,-1053816.000,-1230904.000,-1234118.000,-1217612.000
