,2011-06-30,2011-09-30,2011-12-31,2012-03-31
AccountsPayableCurrent,3000000.000,3076000.000,1746000.000,1669000.000
AccountsReceivableNetCurrent,0.000,0.000,,
AccruedLiabilities,1516000.000,1661000.000,,
AccruedLiabilitiesCurrent,,,1068000.000,1258000.000
AdditionalPaidInCapital,79960000.000,80146000.000,80247000.000,80318000.000
Assets,779000.000,783000.000,658000.000,572000.000
AssetsCurrent,317000.000,394000.000,343000.000,330000.000
CapitalLeaseObligationsCurrent,4000.000,4000.000,4000.000,4000.000
CashAndCashEquivalentsAtCarryingValue,9000000.000,72000.000,22000.000,11000.000
CommitmentsAndContingencies,,,,0.000
CommonStockParOrStatedValuePerShare,0.000,0.000,0.000,0.000
CommonStockSharesAuthorized,480000.000,480000.000,480000.000,480000.000
CommonStockSharesIssued,76474.000,78072.000,80120.000,83555.000
CommonStockSharesOutstanding,76474.000,78072.000,80120.000,83555.000
CommonStockValue,8000.000,8000.000,8000.000,8000.000
DeferredRevenue,1727000.000,1727000.000,1727000.000,1727000.000
DerivativeFairValueOfDerivativeLiability,972000.000,278000.000,99000.000,31000.000
DevelopmentStageEnterpriseDeficitAccumulatedDuringDevelopmentStage,-90682000.000,-90391000.000,88515000.000,88863000.000
Liabilities,11493000.000,11020000.000,8918000.000,9109000.000
LiabilitiesAndStockholdersEquity,779000.000,783000.000,658000.000,572000.000
LiabilitiesCurrent,8294000.000,8515000.000,6592000.000,6851000.000
LongTermNotesPayable,0.000,0.000,,
NotesPayable,3774000.000,3774000.000,3774000.000,3920000.000
OtherAssets,461000.000,388000.000,314000.000,241000.000
OtherDeferredCreditsNoncurrent,500000.000,500000.000,500000.000,500000.000
PreferredStockParOrStatedValuePerShare,0.000,0.000,0.000,0.000
PreferredStockSharesAuthorized,20000.000,20000.000,20000.000,20000.000
PreferredStockSharesIssued,1.000,1.000,1.000,1.000
PreferredStockSharesOutstanding,1.000,1.000,1.000,1.000
PreferredStockValue,0.000,0.000,,0.000
PrepaidExpenseAndOtherAssets,308000.000,322000.000,321000.000,319000.000
PropertyPlantAndEquipmentNet,1000.000,1000.000,1000.000,1000.000
SecurityDeposit,0.000,0.000,,
StockholdersEquity,-10714000.000,-10237000.000,-8260000.000,-8537000.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,-10714000.000,-10237000.000,-8260000.000,-8537000.000
