,2011-06-30,2011-09-30
CostOfRevenue,17157000.000,17721000.000
CostOfServices,9411000.000,8679000.000
EarningsPerShareBasic,0.010,0.050
EarningsPerShareDiluted,0.010,0.040
GeneralAndAdministrativeExpense,6377000.000,5986000.000
GrossProfit,37659000.000,39952000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,-328000.000,2885000.000
IncomeTaxExpenseBenefit,-522000.000,1353000.000
NetIncomeLoss,194000.000,1532000.000
NonoperatingIncomeExpense,-1116000.000,-1253000.000
OperatingExpenses,36871000.000,35814000.000
OperatingIncomeLoss,788000.000,4138000.000
ResearchAndDevelopmentExpense,5581000.000,5143000.000
Revenues,54816000.000,57673000.000
SalesRevenueNet,54816000.000,57673000.000
SalesRevenueServicesNet,9407000.000,9749000.000
SellingAndMarketingExpense,24913000.000,24685000.000
WeightedAverageNumberOfDilutedSharesOutstanding,36048000.000,35652000.000
WeightedAverageNumberOfSharesOutstandingBasic,33171000.000,33001000.000
