,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccountsPayable,165899.000,172292.000,172934.000,172609.000,186399.000,184022.000,191724.000,200629.000,,,,,,,,,,,,,,,,
AccountsPayableAndAccruedLiabilitiesNoncurrent,,,,,,,,,,,,,,,,,,0.000,,,,,,
AccountsPayableAndOtherAccruedLiabilities,,,,,,,,,,,,,,,,,,,,,11000.000,,,
AccountsPayableCurrentAndNoncurrent,,,,,,,,,206725.000,207248.000,208645.000,208660.000,218805.000,224718.000,237707.000,0.000,0.000,0.000,,,,,,
AccountsPayableRelatedParties,8250.000,8250.000,8250.000,8250.000,8250.000,8250.000,8250.000,8250.000,,,,,,,,,,,,,,,,
AccountsPayableRelatedPartiesCurrentAndNoncurrent,,,,,,,,,8250.000,8250.000,8250.000,8250.000,8250.000,8250.000,8250.000,0.000,0.000,0.000,,,,,,
AccruedLiabilities,3529.000,4051.000,4573.000,5088.000,5602.000,6123.000,6643.000,7153.000,,,,,,,,,,,,,,,,
AccruedLiabilitiesCurrent,,,,,,,,,,,,,,,,,,,14520.000,20520.000,24520.000,13107.000,20000.000,22351.000
AccruedLiabilitiesCurrentAndNoncurrent,,,,,,,,,7669.000,8191.000,8713.000,9223.000,9739.000,10261.000,10783.000,0.000,0.000,9000.000,,,,,,
AdditionalPaidInCapital,110533.000,110533.000,110533.000,110533.000,110533.000,110533.000,110533.000,110533.000,110533.000,110533.000,110533.000,110533.000,110533.000,110533.000,110533.000,413349.000,413349.000,413349.000,413349.000,413349.000,413349.000,413349.000,413349.000,413349.000
Assets,182.000,182.000,232.000,207.000,207.000,137.000,137.000,112.000,112.000,142.000,117.000,117.000,117.000,67.000,0.000,0.000,0.000,0.000,312394.000,310653.000,310653.000,198482.000,198452.000,194803.000
